0;1;1;1;12;12;12;12;12;1;1
0;1;1;1;137;137;137;137;137;1;1

855;0;0;0;0;0;0;0;0;0;0
0;7;32;32;33;41;73;64;49;3;3
0;171;47;47;75;58;65;45;14;3;3
0;4;10;10;10;12;19;17;14;3;3
0;4;10;10;10;12;19;17;14;3;3
0;4;4;4;4;4;4;4;4;3;3
0;283;106;106;153;135;182;138;71;3;3

186;0;0;0;0;0;0;0;0;0;0
0;7;7;7;7;7;15;7;7;7;7
0;2;2;2;2;2;2;2;2;2;2
0;3;3;3;3;3;5;3;3;3;3
0;2;2;2;2;2;3;2;2;2;2
0;17;17;17;17;17;42;17;17;17;17
0;152;152;152;152;152;403;152;152;152;152

185;0;0;0;0;0;0;0;0;0;0
0;11;17;17;17;19;35;24;21;11;11
0;6;7;7;7;7;9;9;8;6;6
0;7;8;8;8;9;13;10;9;7;7
0;6;8;8;8;8;11;9;9;6;6
0;21;21;21;21;21;46;21;21;21;21
0;159;168;168;168;171;437;179;174;159;159

184;0;0;0;0;0;0;0;0;0;0
0;5;62;62;62;81;144;125;98;5;5
0;5;19;19;19;23;37;32;26;5;5
0;5;18;18;18;22;36;32;26;5;5
0;5;18;18;18;22;36;32;26;5;5
0;5;8;8;8;8;7;6;6;5;5
0;5;125;125;125;152;228;182;141;5;5

6667;0;0;0;0;0;0;0;0;0;0
0;16;8;8;10;10;9;8;5;5;5
0;479;111;111;190;138;137;85;5;5;5
0;7;6;6;6;8;6;7;5;5;5
0;6;6;6;6;7;6;7;5;5;5
0;6;6;6;6;15;6;14;5;5;5
0;795;191;191;323;241;230;143;5;5;5

403;0;0;0;0;0;0;0;0;0;0
0;4;4;4;4;4;4;4;3;3;3
0;40;12;12;18;14;14;10;3;3;3
0;4;4;4;4;4;4;4;3;3;3
0;4;4;4;4;4;4;4;3;3;3
0;4;4;4;4;4;4;4;3;3;3
0;64;17;17;27;20;20;14;3;3;3

1941;0;0;0;0;0;0;0;0;0;0
0;10;17;17;18;19;22;18;15;7;7
0;107;35;35;51;41;40;27;9;7;7
0;8;10;10;10;11;11;11;9;7;7
0;8;10;10;10;11;11;11;9;7;7
0;8;14;14;14;19;11;12;8;7;7
0;173;186;186;214;200;138;52;19;7;7

3276;0;0;0;0;0;0;0;0;0;0
0;2;4;4;4;4;3;2;2;2;2
0;2;4;4;4;4;3;2;2;2;2
0;2;3;3;3;3;3;2;2;2;2
0;2;3;3;3;3;3;2;2;2;2
0;2;5;5;5;5;4;2;2;2;2
0;2;43;43;43;43;23;2;2;2;2

3281;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0

3280;0;0;0;0;0;0;0;0;0;0
0;12;34;34;35;45;75;67;51;5;5
0;276;72;72;117;89;96;64;16;5;5
0;6;12;12;12;16;21;21;16;5;5
0;6;12;12;12;16;21;21;16;5;5
0;6;6;6;6;17;6;17;6;5;5
0;456;146;146;221;191;231;175;72;5;5

3278;0;0;0;0;0;0;0;0;0;0
0;3;7;7;7;8;5;4;3;3;3
0;3;7;7;7;7;5;4;3;3;3
0;3;5;5;5;5;4;4;3;3;3
0;3;5;5;5;5;4;4;3;3;3
0;3;9;9;9;13;6;7;3;3;3
0;3;111;111;111;114;57;6;3;3;3

649;0;0;0;0;0;0;0;0;0;0
0;1;1;1;151;151;151;151;151;1;1
0;1;1;1;23;23;23;23;23;1;1
0;1;1;1;29;29;29;29;29;1;1
0;1;1;1;29;29;29;29;29;1;1
0;1;1;1;23;23;23;23;23;1;1
0;1;1;1;275;275;275;275;275;1;1

553;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0

554;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0

618;0;0;0;0;0;0;0;0;0;0
0;5;27;27;27;34;59;52;41;4;4
0;17;12;12;14;14;20;17;13;4;4
0;5;9;9;9;11;17;15;13;4;4
0;5;9;9;9;11;17;15;13;4;4
0;5;5;5;5;5;5;5;5;4;4
0;26;41;41;45;53;91;78;58;4;4

595;0;0;0;0;0;0;0;0;0;0
0;11;39;39;39;48;81;71;57;10;10
0;40;23;23;28;27;34;29;21;10;10
0;11;17;17;17;19;26;24;21;10;10
0;11;17;17;17;19;26;24;21;10;10
0;11;11;11;11;11;11;11;11;10;10
0;60;63;63;71;79;127;108;79;10;10

3286;0;0;0;0;0;0;0;0;0;0
0;7;143;143;143;188;346;300;233;7;7
0;7;37;37;37;47;82;72;57;7;7
0;7;37;37;37;47;82;72;57;7;7
0;7;37;37;37;47;82;72;57;7;7
0;7;8;8;8;8;8;8;8;7;7
0;7;206;206;206;272;504;438;339;7;7

596;0;0;0;0;0;0;0;0;0;0
0;34;19;18;21;19;16;11;8;8;8
0;967;347;288;468;358;298;129;8;8;8
0;13;11;10;11;11;10;9;8;8;8
0;11;10;10;10;10;9;9;8;8;8
0;28;21;21;21;21;13;9;8;8;8
0;1865;752;633;952;759;565;209;8;8;8

558;0;0;0;0;0;0;0;0;0;0
0;7;24;24;24;29;48;43;35;7;7
0;7;11;11;11;12;17;15;14;7;7
0;7;11;11;11;12;17;15;14;7;7
0;7;11;11;11;12;17;15;14;7;7
0;7;8;8;8;8;8;8;8;7;7
0;7;32;32;32;40;68;60;48;7;7

560;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0

559;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0

646;0;0;0;0;0;0;0;0;0;0
0;7;36;36;36;46;80;70;56;7;7
0;7;14;14;14;16;23;21;18;7;7
0;7;14;14;14;16;23;21;18;7;7
0;7;14;14;14;16;23;21;18;7;7
0;7;8;8;8;8;8;8;8;7;7
0;7;50;50;50;64;113;99;78;7;7

557;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0

3287;0;0;0;0;0;0;0;0;0;0
0;7;159;159;159;210;387;336;261;7;7
0;7;41;41;41;52;91;80;63;7;7
0;7;41;41;41;52;91;80;63;7;7
0;7;41;41;41;52;91;80;63;7;7
0;7;8;8;8;8;9;8;8;7;7
0;7;230;230;230;305;565;491;379;7;7

623;0;0;0;0;0;0;0;0;0;0
0;6;12;12;12;14;22;20;16;4;4
0;58;18;18;27;21;23;17;7;4;4
0;5;6;6;6;7;8;8;7;4;4
0;5;6;6;6;7;8;8;7;4;4
0;5;5;5;5;5;5;5;5;4;4
0;94;35;35;49;43;55;41;21;4;4

617;0;0;0;0;0;0;0;0;0;0
0;2;2;2;2;2;2;2;1;1;1
0;5;2;2;3;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;7;3;3;4;3;3;2;1;1;1

592;0;0;0;0;0;0;0;0;0;0
0;1;1;1;134;134;134;134;134;1;1
0;1;1;1;21;21;21;21;21;1;1
0;1;1;1;26;26;26;26;26;1;1
0;1;1;1;26;26;26;26;26;1;1
0;1;1;1;21;21;21;21;21;1;1
0;1;1;1;244;244;244;244;244;1;1

619;0;0;0;0;0;0;0;0;0;0
0;3;10;10;53;55;62;60;57;3;3
0;3;5;5;11;12;13;13;12;3;3
0;3;5;5;13;13;15;14;14;3;3
0;3;5;5;13;13;15;14;14;3;3
0;3;4;4;10;10;10;10;10;3;3
0;3;13;13;91;94;105;102;97;3;3

621;0;0;0;0;0;0;0;0;0;0
0;3;15;15;47;51;64;60;55;3;3
0;3;6;6;11;12;14;14;12;3;3
0;3;6;6;12;13;16;15;14;3;3
0;3;6;6;12;13;16;15;14;3;3
0;3;4;4;8;8;8;8;8;3;3
0;3;20;20;80;85;104;99;90;3;3

622;0;0;0;0;0;0;0;0;0;0
0;6;31;31;32;40;71;62;49;4;4
0;53;21;21;29;26;33;25;14;4;4
0;5;10;10;10;12;19;17;14;4;4
0;5;10;10;10;12;19;17;14;4;4
0;5;5;5;5;5;5;5;5;4;4
0;86;62;62;75;79;125;103;70;4;4

531;0;0;0;0;0;0;0;0;0;0
0;2;31;31;31;40;73;64;50;2;2
0;2;9;9;9;11;18;16;13;2;2
0;2;9;9;9;11;18;16;13;2;2
0;2;9;9;9;11;18;16;13;2;2
0;2;3;3;3;3;3;3;3;2;2
0;2;44;44;44;58;106;92;72;2;2

539;0;0;0;0;0;0;0;0;0;0
0;4;2;2;3;2;2;2;1;1;1
0;129;30;30;51;37;37;23;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;214;49;49;84;61;61;37;1;1;1

533;0;0;0;0;0;0;0;0;0;0
0;5;30;30;30;38;66;58;46;5;5
0;5;11;11;11;13;19;17;14;5;5
0;5;11;11;11;13;19;17;14;5;5
0;5;11;11;11;13;19;17;14;5;5
0;5;6;6;6;6;6;6;6;5;5
0;5;41;41;41;53;94;83;65;5;5

532;0;0;0;0;0;0;0;0;0;0
0;5;43;43;43;55;99;86;68;5;5
0;5;14;14;14;16;26;23;19;5;5
0;5;14;14;14;16;26;23;19;5;5
0;5;14;14;14;16;26;23;19;5;5
0;5;6;6;6;6;6;6;6;5;5
0;5;60;60;60;78;142;124;97;5;5

547;0;0;0;0;0;0;0;0;0;0
0;19;9;9;11;10;9;8;5;5;5
0;583;134;134;230;166;166;102;5;5;5
0;7;6;6;6;6;6;6;5;5;5
0;6;6;6;6;6;6;6;5;5;5
0;6;6;6;7;6;6;6;5;5;5
0;968;233;233;393;286;279;166;5;5;5

534;0;0;0;0;0;0;0;0;0;0
0;9;6;6;7;6;9;6;5;5;5
0;158;38;38;64;47;47;29;4;4;4
0;4;4;4;4;4;5;4;4;4;4
0;4;4;4;4;4;4;4;4;4;4
0;9;9;9;9;9;17;9;8;8;8
0;311;110;110;153;125;208;96;53;53;53

541;0;0;0;0;0;0;0;0;0;0
0;6;3;3;3;3;3;2;1;1;1
0;202;46;46;79;57;57;35;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;335;76;76;131;94;94;57;1;1;1

535;0;0;0;0;0;0;0;0;0;0
0;10;6;6;7;6;9;6;5;5;5
0;214;50;50;86;62;62;39;4;4;4
0;5;4;4;4;4;5;4;4;4;4
0;4;4;4;4;4;4;4;4;4;4
0;8;8;8;8;8;15;8;8;8;8
0;397;124;124;183;144;214;104;46;46;46

540;0;0;0;0;0;0;0;0;0;0
0;4;2;2;3;2;2;2;1;1;1
0;119;28;28;47;34;34;21;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;198;45;45;78;56;56;34;1;1;1

538;0;0;0;0;0;0;0;0;0;0
0;7;3;3;4;3;3;2;1;1;1
0;231;53;53;91;65;65;40;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;385;87;87;151;108;108;65;1;1;1

549;0;0;0;0;0;0;0;0;0;0
0;1;1;1;94;94;94;94;94;1;1
0;1;1;1;15;15;15;15;15;1;1
0;1;1;1;18;18;18;18;18;1;1
0;1;1;1;18;18;18;18;18;1;1
0;1;1;1;15;15;15;15;15;1;1
0;1;1;1;171;171;171;171;171;1;1

544;0;0;0;0;0;0;0;0;0;0
0;11;7;7;8;7;7;6;5;5;5
0;264;63;63;106;78;77;49;5;5;5
0;6;6;6;6;6;6;6;5;5;5
0;6;6;6;6;6;6;6;5;5;5
0;6;6;6;6;6;6;6;5;5;5
0;437;107;107;179;131;128;77;5;5;5

548;0;0;0;0;0;0;0;0;0;0
0;3;3;3;67;67;67;67;67;2;2
0;15;5;5;17;15;15;14;12;2;2
0;3;3;3;14;14;14;14;14;2;2
0;3;3;3;14;14;14;14;14;2;2
0;3;3;3;12;12;12;12;12;2;2
0;23;7;7;128;126;126;124;120;2;2

545;0;0;0;0;0;0;0;0;0;0
0;9;6;6;7;6;6;6;5;5;5
0;138;35;35;57;42;42;28;5;5;5
0;6;6;6;6;6;6;6;5;5;5
0;6;6;6;6;6;6;6;5;5;5
0;6;6;6;6;6;6;6;5;5;5
0;227;55;55;92;67;67;42;5;5;5

546;0;0;0;0;0;0;0;0;0;0
0;15;8;8;9;8;8;7;5;5;5
0;438;102;102;174;126;126;78;5;5;5
0;7;6;6;6;6;6;6;5;5;5
0;6;6;6;6;6;6;6;5;5;5
0;6;6;6;6;6;6;6;5;5;5
0;726;167;167;287;207;207;126;5;5;5

1728;0;0;0;0;0;0;0;0;0;0
0;13;12;12;12;12;24;12;12;12;12
0;82;22;22;35;26;27;18;5;5;5
0;7;7;7;7;7;10;7;7;7;7
0;6;6;6;6;6;7;6;6;6;6
0;26;26;26;26;26;61;26;26;26;26
0;345;245;245;266;252;605;238;216;216;216

1729;0;0;0;0;0;0;0;0;0;0
0;17;10;10;12;11;12;8;6;6;6
0;486;113;113;193;140;140;86;6;6;6
0;7;6;6;7;7;7;6;6;6;6
0;6;6;6;6;6;6;6;6;6;6
0;9;10;10;10;10;14;9;8;8;8
0;835;246;246;379;290;322;168;34;34;34

1727;0;0;0;0;0;0;0;0;0;0
0;14;12;12;13;12;24;12;12;12;12
0;128;32;32;53;39;39;25;5;5;5
0;7;7;7;7;7;10;7;7;7;7
0;6;6;6;6;6;7;6;6;6;6
0;26;26;26;26;26;61;26;25;25;25
0;420;260;260;294;271;621;249;214;214;214

1299;0;0;0;0;0;0;0;0;0;0
0;7;4;4;5;4;4;4;3;3;3
0;155;37;37;62;45;45;29;3;3;3
0;4;4;4;4;4;4;4;3;3;3
0;4;4;4;4;4;4;4;3;3;3
0;4;4;4;4;4;4;4;3;3;3
0;255;59;59;101;73;73;45;3;3;3

1731;0;0;0;0;0;0;0;0;0;0
0;24;12;12;15;13;12;9;6;6;6
0;792;182;182;313;226;225;137;6;6;6
0;9;7;7;8;8;7;7;6;6;6
0;8;7;7;7;7;7;7;6;6;6
0;8;9;9;9;9;8;7;6;6;6
0;1316;335;335;554;408;389;225;6;6;6

1732;0;0;0;0;0;0;0;0;0;0
0;25;12;12;15;13;13;10;6;6;6
0;835;192;192;330;238;237;145;6;6;6
0;9;8;8;8;8;7;7;6;6;6
0;8;7;7;7;7;7;7;6;6;6
0;8;9;9;9;9;8;7;6;6;6
0;1387;360;360;590;437;413;237;6;6;6

1730;0;0;0;0;0;0;0;0;0;0
0;16;10;10;11;10;11;8;6;6;6
0;442;103;103;176;128;127;78;6;6;6
0;7;6;6;7;6;7;6;6;6;6
0;6;6;6;6;6;6;6;6;6;6
0;9;10;10;10;10;14;8;8;8;8
0;761;222;222;344;263;294;154;33;33;33

2787;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0

3413;0;0;0;0;0;0;0;0;0;0
0;5;121;121;121;159;293;255;197;5;5
0;5;31;31;31;39;69;60;48;5;5
0;5;31;31;31;39;69;60;48;5;5
0;5;31;31;31;39;69;60;48;5;5
0;5;6;6;6;6;6;6;6;5;5
0;5;174;174;174;231;428;372;287;5;5

2647;0;0;0;0;0;0;0;0;0;0
0;14;166;166;166;216;392;342;266;14;14
0;14;48;48;48;59;98;87;70;14;14
0;14;48;48;48;59;98;87;70;14;14
0;14;48;48;48;59;98;87;70;14;14
0;14;15;15;15;15;16;15;15;14;14
0;14;237;237;237;311;570;496;385;14;14

2654;0;0;0;0;0;0;0;0;0;0
0;2;3;3;96;96;97;97;96;2;2
0;2;3;3;16;16;17;16;16;2;2
0;2;3;3;20;20;20;20;20;2;2
0;2;3;3;20;20;20;20;20;2;2
0;2;3;3;16;16;16;16;16;2;2
0;2;4;4;173;174;175;175;174;2;2

127;0;0;0;0;0;0;0;0;0;0
0;19;261;261;261;341;623;542;422;19;19
0;19;73;73;73;90;152;135;108;19;19
0;19;73;73;73;90;152;135;108;19;19
0;19;73;73;73;90;152;135;108;19;19
0;19;20;20;20;20;21;21;21;19;19
0;19;374;374;374;492;905;787;610;19;19

2135;0;0;0;0;0;0;0;0;0;0
0;6;3;3;3;3;3;2;1;1;1
0;214;49;49;84;60;60;37;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;2;2;2;2;2;2;2;1;1;1
0;355;80;80;139;100;100;60;1;1;1

963;0;0;0;0;0;0;0;0;0;0
0;2;19;19;134;140;159;154;145;2;2
0;2;6;6;23;24;29;27;26;2;2
0;2;6;6;27;29;33;32;30;2;2
0;2;6;6;27;29;33;32;30;2;2
0;2;3;3;19;19;19;19;19;2;2
0;2;27;27;238;246;275;267;255;2;2

1995;0;0;0;0;0;0;0;0;0;0
0;14;45;45;46;58;103;89;68;4;4
0;439;109;109;182;136;146;95;18;4;4
0;6;13;13;13;16;26;23;18;4;4
0;5;13;13;13;16;26;23;18;4;4
0;5;5;5;5;5;5;5;5;4;4
0;728;221;221;342;280;346;246;98;4;4

1519;0;0;0;0;0;0;0;0;0;0
0;9;5;5;5;5;5;4;3;3;3
0;227;53;53;90;66;66;41;3;3;3
0;4;4;4;4;4;4;4;3;3;3
0;4;4;4;4;4;4;4;3;3;3
0;4;4;4;4;4;4;4;3;3;3
0;376;86;86;148;107;107;66;3;3;3

1523;0;0;0;0;0;0;0;0;0;0
0;13;80;80;81;103;185;161;126;9;9
0;179;63;63;91;77;95;71;35;9;9
0;10;25;25;25;30;48;43;35;9;9
0;10;25;25;25;30;48;43;35;9;9
0;10;10;10;10;10;10;10;10;9;9
0;292;175;175;222;225;344;278;180;9;9

1228;0;0;0;0;0;0;0;0;0;0
0;1;2;2;2;2;2;1;1;1;1
0;1;2;2;2;2;2;1;1;1;1
0;1;2;2;2;2;2;1;1;1;1
0;1;2;2;2;2;2;1;1;1;1
0;1;2;2;2;2;2;1;1;1;1
0;1;14;14;14;14;8;1;1;1;1

868;0;0;0;0;0;0;0;0;0;0
0;12;55;55;56;71;125;109;85;7;7
0;217;64;64;99;79;91;65;25;7;7
0;8;18;18;18;21;33;30;25;7;7
0;8;18;18;18;21;33;30;25;7;7
0;8;8;8;8;8;8;8;8;7;7
0;356;153;153;211;195;275;214;121;7;7

956;0;0;0;0;0;0;0;0;0;0
0;14;18;18;19;22;32;28;23;8;8
0;232;60;60;97;73;76;50;12;8;8
0;9;11;11;11;11;14;13;12;8;8
0;9;11;11;11;11;13;13;12;8;8
0;9;9;9;9;9;9;9;9;8;8
0;381;104;104;166;129;144;99;30;8;8

3010;0;0;0;0;0;0;0;0;0;0
0;2;2;2;2;2;4;2;2;2;2
0;2;2;2;2;2;2;2;2;2;2
0;2;2;2;2;2;2;2;2;2;2
0;2;2;2;2;2;2;2;2;2;2
0;4;4;4;4;4;9;4;4;4;4
0;30;30;30;30;30;79;30;30;30;30

1849;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0

1846;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0

1930;0;0;0;0;0;0;0;0;0;0
0;28;18;18;21;22;23;21;14;8;8
0;863;201;201;343;249;248;154;10;8;8
0;11;10;10;11;13;11;13;10;8;8
0;10;10;10;10;13;11;13;10;8;8
0;10;11;11;11;25;10;23;9;8;8
0;1433;376;376;613;465;439;266;17;8;8

442;0;0;0;0;0;0;0;0;0;0
0;7;33;33;34;43;75;66;51;4;4
0;129;38;38;59;47;55;39;15;4;4
0;5;11;11;11;13;20;18;15;4;4
0;5;11;11;11;13;20;18;15;4;4
0;5;5;5;5;5;5;5;5;4;4
0;212;92;92;127;117;165;128;73;4;4

1853;0;0;0;0;0;0;0;0;0;0
0;2;12;12;139;142;153;150;145;2;2
0;2;5;5;23;24;26;26;25;2;2
0;2;5;5;28;29;31;30;29;2;2
0;2;5;5;28;29;31;30;29;2;2
0;2;3;3;21;21;21;21;21;2;2
0;2;16;16;249;254;270;265;258;2;2

454;0;0;0;0;0;0;0;0;0;0
0;29;61;61;63;75;125;105;83;15;15
0;529;182;160;254;198;187;104;27;13;13
0;16;23;23;24;26;38;33;28;13;13
0;14;23;23;23;26;36;32;28;13;13
0;29;27;27;27;27;38;22;21;21;21
0;1052;508;465;627;546;683;348;199;100;100
