trip_id,arrival_time,departure_time,stop_id,stop_sequence
6236,19:17:00,19:17:00,52185004,25
6236,19:23:00,19:23:00,52226003,28
6236,19:20:00,19:20:00,52149002,26
64912,11:35:00,11:35:00,51007010,6
64912,12:21:00,12:21:00,52023006,38
64912,12:23:00,12:23:00,51930002,40
58616,17:36:00,17:36:00,52254004,22
58616,17:45:00,17:45:00,52465003,26
58616,17:57:00,17:57:00,52770001,34
42297,19:25:00,19:25:00,52102004,29
42297,19:27:00,19:27:00,52035003,31
42297,19:29:00,19:29:00,52077002,32
14614,07:12:00,07:12:00,52352003,5
14614,07:09:00,07:09:00,52299004,3
14614,07:07:00,07:07:00,52276003,2
38698,18:30:00,18:30:00,51074007,40
38698,18:32:00,18:32:00,51107005,41
38698,18:33:00,18:33:00,51151005,42
6236,19:21:00,19:21:00,52196002,27
6236,19:29:00,19:29:00,52069003,32
6236,18:53:00,18:53:00,56973001,1
64912,12:28:00,12:28:00,51768008,45
64912,12:27:00,12:27:00,51790004,44
64912,12:29:00,12:29:00,51724005,46
56467,06:44:00,06:44:00,57327001,6
56467,06:44:00,06:44:00,52507002,5
56467,06:46:00,06:46:00,56996001,7
29592,12:15:00,12:15:00,50381020,7
29592,12:21:00,12:21:00,56892001,12
29592,12:17:00,12:17:00,50397018,9
7564,09:11:00,09:11:00,52409003,8
7564,09:06:00,09:06:00,52360003,5
7564,09:04:00,09:04:00,52373009,4
14500,09:59:00,09:59:00,52647003,4
14500,09:57:00,09:57:00,52732002,3
14500,09:56:00,09:56:00,53734002,2
38698,18:35:00,18:35:00,51194007,43
38698,18:37:00,18:37:00,51212013,44
38698,18:06:00,18:06:00,51318006,26
5618,06:48:00,06:48:00,52259003,15
5618,06:50:00,06:50:00,52253003,16
5618,06:37:00,06:37:00,53842001,7
35505,16:42:00,16:42:00,51610008,11
35505,16:36:00,16:36:00,51886005,5
35505,16:48:00,16:48:00,51256010,16
29592,12:26:00,12:26:00,50505017,16
29592,12:16:00,12:16:00,50386019,8
29592,12:23:00,12:23:00,50445014,14
61082,10:23:00,10:23:00,50599016,13
61082,10:22:00,10:22:00,50576026,12
61082,10:20:00,10:20:00,50548010,11
71145,24:37:00,24:37:00,50805012,9
71145,24:31:00,24:31:00,51069009,3
71145,24:36:00,24:36:00,50790008,8
7564,09:03:00,09:03:00,52321003,3
7564,09:02:00,09:02:00,57837001,2
7564,09:24:00,09:24:00,51985003,17
29690,19:34:00,19:34:00,50569010,28
29690,19:38:00,19:38:00,50631012,30
29690,19:33:00,19:33:00,51984007,27
38698,18:06:00,18:06:00,51300007,27
38698,18:08:00,18:08:00,51265005,28
38698,18:10:00,18:10:00,51215005,29
35505,16:44:00,16:44:00,57124001,13
35505,16:39:00,16:39:00,51772005,9
35505,16:37:00,16:37:00,51841005,7
5618,06:33:00,06:33:00,52724002,4
5618,06:36:00,06:36:00,52612003,6
5618,06:32:00,06:32:00,52740001,3
53652,18:58:00,18:58:00,52038003,5
53652,18:59:00,18:59:00,52002003,6
53652,19:00:00,19:00:00,51925004,7
38083,19:49:00,19:49:00,52374004,2
38083,19:46:00,19:46:00,52457003,1
38290,08:37:00,08:37:00,51915002,11
7564,09:22:00,09:22:00,52088002,16
7564,09:15:00,09:15:00,52300003,11
7564,09:18:00,09:18:00,52239003,13
14500,10:27:00,10:27:00,51610008,23
14500,10:28:00,10:28:00,51517008,24
14500,10:29:00,10:29:00,57124001,25
14614,07:10:00,07:10:00,52314004,4
14614,07:14:00,07:14:00,52439002,7
14614,07:15:00,07:15:00,52487003,8
35505,16:29:00,16:29:00,52144002,2
35505,16:36:00,16:36:00,51868009,6
35505,16:46:00,16:46:00,51301004,15
64912,12:20:00,12:20:00,52046005,37
64912,12:22:00,12:22:00,51962004,39
64912,12:24:00,12:24:00,51909003,41
53652,19:04:00,19:04:00,51756004,10
53652,19:05:00,19:05:00,51703005,11
53652,18:52:00,18:52:00,52213004,1
7564,09:17:00,09:17:00,52257005,12
7564,09:14:00,09:14:00,52334003,10
7564,09:21:00,09:21:00,52171002,15
14614,07:13:00,07:13:00,52384003,6
14614,07:16:00,07:16:00,52505003,9
14614,07:19:00,07:19:00,57200001,12
14500,10:31:00,10:31:00,51417008,26
14500,09:55:00,09:55:00,53737001,1
14736,17:01:00,17:01:00,52352003,5
71145,24:39:00,24:39:00,50681013,12
71145,24:40:00,24:40:00,57069001,13
71145,24:30:00,24:30:00,51121006,1
56467,06:42:00,06:42:00,56825001,2
56467,06:48:00,06:48:00,52394004,10
56467,06:51:00,06:51:00,52356004,12
7564,09:20:00,09:20:00,52208003,14
7564,09:29:00,09:29:00,51769004,21
7564,09:32:00,09:32:00,51609006,23
5618,06:31:00,06:31:00,52770002,2
5618,06:35:00,06:35:00,52663004,5
5618,06:38:00,06:38:00,52508002,8
53102,10:44:00,10:44:00,51433007,9
53102,10:43:00,10:43:00,51331006,8
53102,10:46:00,10:46:00,51535008,10
70607,07:35:00,07:35:00,50487018,10
70607,07:37:00,07:37:00,50444017,12
70607,07:35:00,07:35:00,50469009,11
35341,14:42:00,14:42:00,57872003,6
35341,15:03:00,15:03:00,50645017,20
35341,15:04:00,15:04:00,53752011,21
69711,19:29:00,19:29:00,52014002,37
69711,19:24:00,19:24:00,51968004,33
69711,19:21:00,19:21:00,51896004,31
6232,16:40:00,16:40:00,52248003,29
6232,16:42:00,16:42:00,52209004,30
6232,16:43:00,16:43:00,52146003,31
14736,16:58:00,16:58:00,52299004,3
14736,16:56:00,16:56:00,52276003,2
14736,16:59:00,16:59:00,52314004,4
38698,18:12:00,18:12:00,51162008,30
38698,18:14:00,18:14:00,51135005,31
38698,17:21:00,17:21:00,54761001,1
35341,14:47:00,14:47:00,56662003,9
35341,14:41:00,14:41:00,57871004,5
35341,14:44:00,14:44:00,52146006,7
29592,12:24:00,12:24:00,50462018,15
29592,12:49:00,12:49:00,50826018,33
29592,12:55:00,12:55:00,51220008,39
53102,10:49:00,10:49:00,51728005,13
53102,10:53:00,10:53:00,51830006,15
53102,10:56:00,10:56:00,51782005,17
7564,09:35:00,09:35:00,51487012,25
7564,09:31:00,09:31:00,51692005,22
7564,09:25:00,09:25:00,51951003,18
53102,10:57:00,10:57:00,51848005,18
53102,10:58:00,10:58:00,51892005,19
53102,10:47:00,10:47:00,51611005,11
35505,16:43:00,16:43:00,51517008,12
35505,16:50:00,16:50:00,51138008,17
35505,16:45:00,16:45:00,51386010,14
69711,19:27:00,19:27:00,53832003,35
69711,19:22:00,19:22:00,51931003,32
69711,19:30:00,19:30:00,57869003,38
7564,09:28:00,09:28:00,51827004,20
7564,09:27:00,09:27:00,51884004,19
7564,09:34:00,09:34:00,51535007,24
69711,19:25:00,19:25:00,52009002,34
69711,19:19:00,19:19:00,51876004,30
69711,19:28:00,19:28:00,52003003,36
14614,07:22:00,07:22:00,56998001,14
14614,07:23:00,07:23:00,52663005,15
14614,07:25:00,07:25:00,52748001,17
24070,09:05:00,09:05:00,52567003,12
24070,09:04:00,09:04:00,52539002,11
24070,09:06:00,09:06:00,52661003,13
61082,10:19:00,10:19:00,50582027,10
61082,10:18:00,10:18:00,50546010,9
61082,10:17:00,10:17:00,50521014,8
42297,19:30:00,19:30:00,51981002,33
42297,19:26:00,19:26:00,52065006,30
42297,19:32:00,19:32:00,57787001,34
70609,18:49:00,18:49:00,50970013,24
70609,18:42:00,18:42:00,57062003,17
70609,18:46:00,18:46:00,52865005,21
69711,19:31:00,19:31:00,52044003,39
69711,19:35:00,19:35:00,53832002,41
69711,19:34:00,19:34:00,53833001,40
42297,19:24:00,19:24:00,52136003,28
42297,19:23:00,19:23:00,52173004,27
42297,19:09:00,19:09:00,51796008,18
14614,07:24:00,07:24:00,52724001,16
14614,07:26:00,07:26:00,52788001,18
14614,07:17:00,07:17:00,52737003,10
6232,16:33:00,16:33:00,52185004,25
6232,16:39:00,16:39:00,52226003,28
6232,16:36:00,16:36:00,52149002,26
38700,18:46:00,18:46:00,51808003,51
38700,18:45:00,18:45:00,51779004,50
38700,18:44:00,18:44:00,51687004,49
6232,16:37:00,16:37:00,52196002,27
6232,16:45:00,16:45:00,52069003,32
6232,16:09:00,16:09:00,56973001,1
35505,16:51:00,16:51:00,51121005,18
35505,16:40:00,16:40:00,51760006,10
35505,16:38:00,16:38:00,51788005,8
70609,18:43:00,18:43:00,54663003,18
70609,18:46:00,18:46:00,51998004,22
70609,18:49:00,18:49:00,57211001,25
24070,09:07:00,09:07:00,52717001,14
24070,08:51:00,08:51:00,57364001,1
24120,20:17:00,20:17:00,53153001,37
38700,18:42:00,18:42:00,51552010,48
38700,18:41:00,18:41:00,51444005,47
38700,18:39:00,18:39:00,51338007,46
69711,19:36:00,19:36:00,51996007,42
69711,19:18:00,19:18:00,51854004,29
69711,19:06:00,19:06:00,51246010,20
5618,06:39:00,06:39:00,56984001,9
5618,06:40:00,06:40:00,52447003,10
5618,06:43:00,06:43:00,52365002,12
14614,07:18:00,07:18:00,52630002,11
14614,07:20:00,07:20:00,52682003,13
14614,07:06:00,07:06:00,52253003,1
6264,11:59:00,11:59:00,52248003,29
6264,12:01:00,12:01:00,52209004,30
6264,12:02:00,12:02:00,52146003,31
70607,07:38:00,07:38:00,54657001,14
70607,07:33:00,07:33:00,53800001,9
70607,07:37:00,07:37:00,50425024,13
58616,17:41:00,17:41:00,57881001,24
58616,18:07:00,18:07:00,57900001,39
58616,18:04:00,18:04:00,52883001,37
35341,14:58:00,14:58:00,50980017,17
35341,14:51:00,14:51:00,51856009,12
35341,14:45:00,14:45:00,56663007,8
5618,06:44:00,06:44:00,52314006,13
5618,06:42:00,06:42:00,52384004,11
5618,06:46:00,06:46:00,56743001,14
24120,20:13:00,20:13:00,53091001,33
24120,20:11:00,20:11:00,53053001,30
24120,20:16:00,20:16:00,53137001,36
7564,09:13:00,09:13:00,52362003,9
7564,09:01:00,09:01:00,52253003,1
4045,20:11:00,20:11:00,50073010,20
35341,14:57:00,14:57:00,51150012,16
35341,14:54:00,14:54:00,51445010,14
35341,14:36:00,14:36:00,57866005,2
6264,11:52:00,11:52:00,52185004,25
6264,11:58:00,11:58:00,52226003,28
6264,11:55:00,11:55:00,52149002,26
5618,06:30:00,06:30:00,52788001,1
9244,14:29:00,14:29:00,51045009,20
9244,14:35:00,14:35:00,50737019,24
53102,10:51:00,10:51:00,51855005,14
53102,11:00:00,11:00:00,52017002,20
53102,10:48:00,10:48:00,51669007,12
64912,12:25:00,12:25:00,51859006,42
64912,12:31:00,12:31:00,51658007,47
64912,12:26:00,12:26:00,51821004,43
70609,18:50:00,18:50:00,50634023,26
70609,18:41:00,18:41:00,56644002,16
70609,18:45:00,18:45:00,52867003,20
35341,14:38:00,14:38:00,57869007,3
35341,14:39:00,14:39:00,52025008,4
35341,14:50:00,14:50:00,51955008,11
9244,14:28:00,14:28:00,51153018,19
9244,14:33:00,14:33:00,50838013,23
9244,14:30:00,14:30:00,51005008,21
29690,19:36:00,19:36:00,50604012,29
29690,19:33:00,19:33:00,52021004,26
29690,19:26:00,19:26:00,50531013,20
35471,21:37:00,21:37:00,51150012,16
35471,21:34:00,21:34:00,51445010,14
35471,21:16:00,21:16:00,57866005,2
38290,08:36:00,08:36:00,51967006,10
38290,08:34:00,08:34:00,51938003,9
38290,08:31:00,08:31:00,52081007,8
35505,16:34:00,16:34:00,51928003,4
35505,16:55:00,16:55:00,51183014,21
35505,16:58:00,16:58:00,50995008,24
35341,14:53:00,14:53:00,51616009,13
35341,14:56:00,14:56:00,51329014,15
35341,14:48:00,14:48:00,57059003,10
61082,10:16:00,10:16:00,50513017,7
61082,10:15:00,10:15:00,50509014,6
61082,10:14:00,10:14:00,50489018,5
6264,11:56:00,11:56:00,52196002,27
6264,12:04:00,12:04:00,52069003,32
6264,12:11:00,12:11:00,52091003,36
29592,12:55:00,12:55:00,51269005,40
29592,12:56:00,12:56:00,51306009,41
29592,12:48:00,12:48:00,50731017,32
38700,18:38:00,18:38:00,51281010,45
38700,17:31:00,17:31:00,52480004,8
38700,17:34:00,17:34:00,52424002,9
70609,18:26:00,18:26:00,56676001,1
70626,10:56:00,10:56:00,50548009,3
70626,10:57:00,10:57:00,57111001,4
35505,16:59:00,16:59:00,50914012,25
35505,16:54:00,16:54:00,51214006,20
35505,16:56:00,16:56:00,51128013,22
13845,14:07:00,14:07:00,50497014,3
13845,14:06:00,14:06:00,50496014,2
13845,14:08:00,14:08:00,50498018,4
29690,19:23:00,19:23:00,50536025,17
29690,19:16:00,19:16:00,56892001,12
29690,19:10:00,19:10:00,50381020,7
38290,08:29:00,08:29:00,52187004,7
38290,08:50:00,08:50:00,51056008,25
38290,08:49:00,08:49:00,57340001,24
64912,12:32:00,12:32:00,51595006,48
64912,12:35:00,12:35:00,51416013,51
64912,12:38:00,12:38:00,51328007,54
61082,10:14:00,10:14:00,50467013,4
61082,10:12:00,10:12:00,50464017,3
61082,10:12:00,10:12:00,50476009,2
6264,12:08:00,12:08:00,52081006,35
6264,12:05:00,12:05:00,52094002,33
6264,12:07:00,12:07:00,52138002,34
13845,14:09:00,14:09:00,50500014,5
13845,14:10:00,14:10:00,50499014,7
13845,14:19:00,14:19:00,50603013,17
56467,06:52:00,06:52:00,52335004,13
56467,06:54:00,06:54:00,52309007,15
56467,06:53:00,06:53:00,52325002,14
4045,20:08:00,20:08:00,50096010,18
4045,20:13:00,20:13:00,50064016,22
4045,20:09:00,20:09:00,50090012,19
58616,17:59:00,17:59:00,52797002,35
58616,17:43:00,17:43:00,52374003,25
58616,18:02:00,18:02:00,52857001,36
14736,17:03:00,17:03:00,52439002,7
14736,17:04:00,17:04:00,52487003,8
14736,17:02:00,17:02:00,52384003,6
64912,12:39:00,12:39:00,51264010,55
64912,12:34:00,12:34:00,51488007,50
64912,12:42:00,12:42:00,57117001,58
38290,08:48:00,08:48:00,51141009,23
38290,08:47:00,08:47:00,51225007,22
38290,08:46:00,08:46:00,51289004,21
70626,11:03:00,11:03:00,50487018,10
70626,11:05:00,11:05:00,50444017,12
70626,11:03:00,11:03:00,50469009,11
53102,10:54:00,10:54:00,51789005,16
53102,11:01:00,11:01:00,52057002,21
53102,10:36:00,10:36:00,50905013,3
70607,07:27:00,07:27:00,50573012,2
70607,07:30:00,07:30:00,50538017,6
70607,07:31:00,07:31:00,50528014,7
56467,06:49:00,06:49:00,52379004,11
56467,06:55:00,06:55:00,52296004,16
56467,07:02:00,07:02:00,52232003,21
6264,11:29:00,11:29:00,54757002,2
6264,11:30:00,11:30:00,52483004,3
6264,11:31:00,11:31:00,52404007,4
58616,17:54:00,17:54:00,52667004,32
58616,18:05:00,18:05:00,51978003,38
58616,17:56:00,17:56:00,52734002,33
38290,08:45:00,08:45:00,51367006,20
38290,08:44:00,08:44:00,51431005,19
38290,08:43:00,08:43:00,51515009,18
42297,19:17:00,19:17:00,54565002,24
42297,19:18:00,19:18:00,52950002,25
42297,19:14:00,19:14:00,52394004,21
35471,21:18:00,21:18:00,57869007,3
35471,21:19:00,21:19:00,52025008,4
35471,21:30:00,21:30:00,51955008,11
69711,19:16:00,19:16:00,51715005,27
69711,19:04:00,19:04:00,51163009,18
69711,19:05:00,19:05:00,51295011,19
35341,14:35:00,14:35:00,51862009,1
35398,17:37:00,17:37:00,50740024,19
35398,17:36:00,17:36:00,50828023,18
24120,20:09:00,20:09:00,53001001,27
24120,20:09:00,20:09:00,53018002,28
24120,20:10:00,20:10:00,53032002,29
56467,07:04:00,07:04:00,52207003,22
56467,06:56:00,06:56:00,52288004,17
56467,07:00:00,07:00:00,52259003,20
38700,17:37:00,17:37:00,52266003,10
38700,17:39:00,17:39:00,52228003,11
38700,17:41:00,17:41:00,52127002,12
6264,11:32:00,11:32:00,52336003,5
6264,11:33:00,11:33:00,52269003,6
6264,11:38:00,11:38:00,52244004,11
35505,16:56:00,16:56:00,51077014,23
35505,17:00:00,17:00:00,50863014,26
35505,17:23:00,17:23:00,57790001,43
69711,19:14:00,19:14:00,51635005,26
69711,19:07:00,19:07:00,51122005,21
69711,19:11:00,19:11:00,51458007,23
64912,12:44:00,12:44:00,56883002,60
64912,12:37:00,12:37:00,57886001,53
64912,12:36:00,12:36:00,51375007,52
29690,19:24:00,19:24:00,50537011,18
29690,19:15:00,19:15:00,50414030,11
29690,19:30:00,19:30:00,57060002,24
56467,06:57:00,06:57:00,52264003,18
56467,07:10:00,07:10:00,51952003,25
58146,17:18:00,17:18:00,52568004,28
13845,14:21:00,14:21:00,50592017,18
13845,14:17:00,14:17:00,50636011,15
13845,14:18:00,14:18:00,50569010,16
35505,17:22:00,17:22:00,50821013,42
35505,17:19:00,17:19:00,50842012,39
35505,17:15:00,17:15:00,50937013,37
4045,20:12:00,20:12:00,50068010,21
4045,20:06:00,20:06:00,50110011,17
4045,20:05:00,20:05:00,50123018,16
24120,20:16:00,20:16:00,53145001,35
24120,20:18:00,20:18:00,53163001,38
24120,20:12:00,20:12:00,53063002,31
42297,19:16:00,19:16:00,54567002,23
42297,19:11:00,19:11:00,52509005,19
42297,19:12:00,19:12:00,52423002,20
35471,21:33:00,21:33:00,51616009,13
35471,21:36:00,21:36:00,51329014,15
35471,21:28:00,21:28:00,57059003,10
14736,17:05:00,17:05:00,52505003,9
14736,17:08:00,17:08:00,57200001,12
14736,17:11:00,17:11:00,56998001,14
13845,14:12:00,14:12:00,50479015,10
13845,14:23:00,14:23:00,56965001,20
13845,14:10:00,14:10:00,50503011,6
4045,20:00:00,20:00:00,50063013,13
4045,20:02:00,20:02:00,50080012,14
4045,20:03:00,20:03:00,50094012,15
61082,10:11:00,10:11:00,57367001,1
59446,18:06:00,18:06:00,51353007,25
59446,18:01:00,18:01:00,51476008,19
42297,19:07:00,19:07:00,52558004,17
42297,19:20:00,19:20:00,52234004,26
42297,19:14:00,19:14:00,54569003,22
70607,07:30:00,07:30:00,50544011,5
70607,07:33:00,07:33:00,53799001,8
70607,07:40:00,07:40:00,57348001,15
35471,21:15:00,21:15:00,51862009,1
35017,16:24:00,16:24:00,50740024,19
35017,16:23:00,16:23:00,50828023,18
38700,17:43:00,17:43:00,52024003,13
38700,17:44:00,17:44:00,56681001,14
38700,17:45:00,17:45:00,51863005,15
24120,20:06:00,20:06:00,52904001,24
24120,20:13:00,20:13:00,53081002,32
24120,20:08:00,20:08:00,52967002,26
4045,19:59:00,19:59:00,50062010,12
4045,19:48:00,19:48:00,50031010,5
4045,19:47:00,19:47:00,50027009,4
42297,18:48:00,18:48:00,54449003,1
41995,18:19:00,18:19:00,52234004,38
41995,18:16:00,18:16:00,52984002,36
59446,18:00:00,18:00:00,51465006,18
59446,18:04:00,18:04:00,57115001,23
59446,17:59:00,17:59:00,51442008,17
35017,16:05:00,16:05:00,57872003,6
35017,16:26:00,16:26:00,50645017,20
35017,16:27:00,16:27:00,53752011,21
14736,17:12:00,17:12:00,52663005,15
14736,17:14:00,17:14:00,52748001,17
14736,17:13:00,17:13:00,52724001,16
58616,17:10:00,17:10:00,51259005,6
58616,17:14:00,17:14:00,51428005,8
58616,17:15:00,17:15:00,51487010,9
24120,20:07:00,20:07:00,52932001,25
24120,20:14:00,20:14:00,53115004,34
24120,19:53:00,19:53:00,52519003,10
4045,19:55:00,19:55:00,50047009,9
4045,19:47:00,19:47:00,50022010,3
4045,19:55:00,19:55:00,50045013,8
69711,19:09:00,19:09:00,51248010,22
69711,19:12:00,19:12:00,51523005,24
69711,19:17:00,19:17:00,51785009,28
13845,14:15:00,14:15:00,50527017,13
13845,14:11:00,14:11:00,50492017,8
13845,14:13:00,14:13:00,50704017,11
64912,12:41:00,12:41:00,51123006,57
64912,12:33:00,12:33:00,51524005,49
64912,12:40:00,12:40:00,51207005,56
35398,17:18:00,17:18:00,57872003,6
35398,17:39:00,17:39:00,50645017,20
35398,17:40:00,17:40:00,53752011,21
70607,07:44:00,07:44:00,57122001,19
70607,07:48:00,07:48:00,57104001,23
70607,07:49:00,07:49:00,50970013,24
38700,17:47:00,17:47:00,51812006,16
38700,18:03:00,18:03:00,51409009,24
38700,18:01:00,18:01:00,51449006,23
4045,19:57:00,19:57:00,50056013,10
4045,19:54:00,19:54:00,50043012,7
4045,19:53:00,19:53:00,50039011,6
13845,14:22:00,14:22:00,50578017,19
13845,14:14:00,14:14:00,50512014,12
13845,14:16:00,14:16:00,50526016,14
35505,17:17:00,17:17:00,50882013,38
35505,17:20:00,17:20:00,50817014,40
35505,17:21:00,17:21:00,50812015,41
29690,19:27:00,19:27:00,50522011,21
29690,19:25:00,19:25:00,50534016,19
29690,19:14:00,19:14:00,50407018,10
41995,18:18:00,18:18:00,52279003,37
41995,17:44:00,17:44:00,53099001,8
41995,17:53:00,17:53:00,52934002,18
9244,14:32:00,14:32:00,50930011,22
9244,14:37:00,14:37:00,57181001,26
9244,14:37:00,14:37:00,50691015,25
70607,07:42:00,07:42:00,57062003,17
70607,07:46:00,07:46:00,52865005,21
70607,07:43:00,07:43:00,54663003,18
35398,17:23:00,17:23:00,56662003,9
35398,17:17:00,17:17:00,57871004,5
35398,17:20:00,17:20:00,52146006,7
64912,12:43:00,12:43:00,56882002,59
64912,12:45:00,12:45:00,51063006,61
64912,12:46:00,12:46:00,53814003,62
9244,14:27:00,14:27:00,51202008,18
9244,14:26:00,14:26:00,51254004,17
9244,14:09:00,14:09:00,52003003,3
6264,11:39:00,11:39:00,52236003,12
6264,11:40:00,11:40:00,52199002,13
6264,11:36:00,11:36:00,52210003,9
35017,16:10:00,16:10:00,56662003,9
35017,16:04:00,16:04:00,57871004,5
35017,16:07:00,16:07:00,52146006,7
4045,19:46:00,19:46:00,50017012,2
4045,19:58:00,19:58:00,50058012,11
4045,19:45:00,19:45:00,50009008,1
13845,14:11:00,14:11:00,50486015,9
13845,14:32:00,14:32:00,50794018,26
13845,14:34:00,14:34:00,51012014,30
4054,13:56:00,13:56:00,50068010,21
4054,13:53:00,13:53:00,50090012,19
4054,13:57:00,13:57:00,50064016,22
6264,11:43:00,11:43:00,52083002,17
6264,11:41:00,11:41:00,52155002,14
6264,11:47:00,11:47:00,52191003,21
64912,11:44:00,11:44:00,51396009,12
64912,11:47:00,11:47:00,51549008,14
64912,11:50:00,11:50:00,51644005,15
24120,19:54:00,19:54:00,52567003,12
24120,19:53:00,19:53:00,52539002,11
24120,19:55:00,19:55:00,52661003,13
4054,13:53:00,13:53:00,50096010,18
4054,13:55:00,13:55:00,50073010,20
4054,13:33:00,13:33:00,50031010,5
29690,19:28:00,19:28:00,50518018,22
29690,19:17:00,19:17:00,50429009,13
29690,20:04:00,20:04:00,56981001,51
35505,16:28:00,16:28:00,52121006,1
35020,16:32:00,16:32:00,50740024,19
35020,16:31:00,16:31:00,50828023,18
64912,11:46:00,11:46:00,51505008,13
64912,11:51:00,11:51:00,51697005,16
64912,11:30:00,11:30:00,50760014,1
4054,13:32:00,13:32:00,50027009,4
4054,13:40:00,13:40:00,50047009,9
4054,13:32:00,13:32:00,50022010,3
70607,07:46:00,07:46:00,51998004,22
70607,07:49:00,07:49:00,57211001,25
70607,07:50:00,07:50:00,50634023,26
69711,19:13:00,19:13:00,51558006,25
69711,18:48:00,18:48:00,50606017,3
69711,18:54:00,18:54:00,50743014,8
35020,16:13:00,16:13:00,57872003,6
35020,16:34:00,16:34:00,50645017,20
35020,16:35:00,16:35:00,53752011,21
64930,09:22:00,09:22:00,52139014,35
64930,09:18:00,09:18:00,52291004,31
64930,09:21:00,09:21:00,52158003,34
35398,17:34:00,17:34:00,50980017,17
35398,17:27:00,17:27:00,51856009,12
35398,17:21:00,17:21:00,56663007,8
