stop_id,stop_code,"stop_name","stop_desc",stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
50089016,13275,"Fermata 13275 - Villardora (Pizzeria)","",45.11813,7.38627,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=13275&stoppingPointCtl:action:getTransits,0,
50114016,13368,"Fermata 13368 - Almese (v. Avigliana 117)","",45.10872,7.40003,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=13368&stoppingPointCtl:action:getTransits,0,
50148020,20700,"Fermata 20700 - Buttigliera (Le Fronde)","",45.07034,7.41964,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=20700&stoppingPointCtl:action:getTransits,0,
50167017,23916,"Fermata 23916 - Reano (v. della Nombarda)","",45.04898,7.42856,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=23916&stoppingPointCtl:action:getTransits,0,
50202019,23961,"Fermata 23961 - Buttigliera (v. Ragazzi del 99-Madonna dei Boschi)","",45.06721,7.45032,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=23961&stoppingPointCtl:action:getTransits,0,
50227020,23904,"Fermata 23904 - Villarbasse (v. Braida)","",45.04167,7.46899,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=23904&stoppingPointCtl:action:getTransits,0,
50234026,23696,"Fermata 23696 - Piossasco (Bar Gino)","",44.98982,7.47322,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=23696&stoppingPointCtl:action:getTransits,0,
50295013,23550,"Fermata 23550 - Rivalta (fraz. Gerbole-Caudano)","",45.01226,7.50806,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=23550&stoppingPointCtl:action:getTransits,0,
50345022,2494,"Fermata 2494 - GERBIDI","V.GERBIDI / P.GERBIDI RIVALTA",45.02943,7.5247,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2494&stoppingPointCtl:action:getTransits,0,
50383018,2943,"Fermata 2943 - SAN LUIGI N.61","STR.SAN LUIGI FRONTE N.50 RIVALTA",45.02824,7.53983,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2943&stoppingPointCtl:action:getTransits,0,
50386019,651,"Fermata 651 - MACARIO","C.FRANCIA / V.F.LLI MACARIO RIVOLI",45.0711,7.53896,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=651&stoppingPointCtl:action:getTransits,0,
50425025,746,"Fermata 746 - COLLEGNO","V.TORINO DOPO V.COLLEGNO  PIANEZZA",45.09488,7.55751,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=746&stoppingPointCtl:action:getTransits,0,
50450021,2917,"Fermata 2917 - CENTRO RICERCHE FIAT","V.TORINO FRONTE V.MORENI ORBASSANO",45.01454,7.56617,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2917&stoppingPointCtl:action:getTransits,0,
50451017,989,"Fermata 989 - ANTICA DI RIVOLI","V. ALPIGNANO DOPO V. PARRI",45.08337,7.56509,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=989&stoppingPointCtl:action:getTransits,0,
50457014,2359,"Fermata 2359 - GIOVANNI XXIII","C.TOGLIATTI / V.MONCENISIO COLLEGNO",45.07847,7.56608,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2359&stoppingPointCtl:action:getTransits,0,
50486015,669,"Fermata 669 - MICHIARDI","C.F.LLI CERVI / V.MICHIARDI GRUGLIASCO",45.06188,7.57113,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=669&stoppingPointCtl:action:getTransits,0,
50502012,3480,"Fermata 3480 - LATINA","V. A. COSTA / V. MAZZINI GRUGLIASCO",45.06891,7.57321,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3480&stoppingPointCtl:action:getTransits,0,
50525015,676,"Fermata 676 - RIVALTA SUD","C.ALLAMANO / V.RIVALTA  GRUGLIASCO",45.05279,7.57763,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=676&stoppingPointCtl:action:getTransits,0,
50537011,982,"Fermata 982 - FRANCIA","V.LE GRAMSCI DOPO V.C.BATTISTI COLLEGNO",45.07101,7.57993,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=982&stoppingPointCtl:action:getTransits,0,
50559015,429,"Fermata 429 - XX SETTEMBRE","CORSO FRANCIA / VIA XX SETTEMBRE  COLLEGNO",45.07308,7.58292,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=429&stoppingPointCtl:action:getTransits,0,
50563018,1966,"Fermata 1966 - LAMARMORA","C.TORINO / V.MICHELANGELO GRUGLIASCO",45.06552,7.58358,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1966&stoppingPointCtl:action:getTransits,0,
50583011,3461,"Fermata 3461 - BORGARETTO N.13","STR. BORGARETTO PRIMA DEL N. 13",45.01012,7.59123,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3461&stoppingPointCtl:action:getTransits,0,
50588017,692,"Fermata 692 - GORINI","V.GORINI - DEPOSITO GTT GERBIDO",45.03982,7.59129,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=692&stoppingPointCtl:action:getTransits,0,
50619022,1961,"Fermata 1961 - ANTICA DI GRUGLIASCO","C.TORINO DOPO STR.ANT.DI GRUGLIASCO GRUGLIASCO",45.06392,7.59579,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1961&stoppingPointCtl:action:getTransits,0,
50648022,11892,"Fermata 11892 - Pont (borg. Villanova)","",45.42683,7.5933,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=11892&stoppingPointCtl:action:getTransits,0,
50625012,294,"Fermata 294 - FORNACI","STR.TORINO / L.GO TORINO  BEINASCO",45.02739,7.59814,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=294&stoppingPointCtl:action:getTransits,0,
50629015,14341,"Fermata 14341 - Forno (Maglio)","",45.3434,7.59151,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=14341&stoppingPointCtl:action:getTransits,0,
50651022,1090,"Fermata 1090 - MARTIRI DELLA LIBERTA","V.GORIZIA FRONTE V.UDINE BEINASCO",45.00572,7.60423,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1090&stoppingPointCtl:action:getTransits,0,
50660017,348,"Fermata 348 - BERTANI","V. BERTANI/SVINCOLO C. ORBASSANO",45.03397,7.60523,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=348&stoppingPointCtl:action:getTransits,0,
50675023,21826,"Fermata 21826 - Pont (P.za Europa)","",45.42013,7.59762,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=21826&stoppingPointCtl:action:getTransits,0,
50698026,2130,"Fermata 2130 - ANSELMETTI NORD","V.LA MANTA / V.ANSELMETTI",45.02816,7.60972,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2130&stoppingPointCtl:action:getTransits,0,
50740019,964,"Fermata 964 - MARCHE","CORSO FRANCIA / CORSO MARCHE",45.07437,7.61361,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=964&stoppingPointCtl:action:getTransits,0,
50753018,2325,"Fermata 2325 - STAZIONE RIGOLA GTT","V. AMATI N 133     VENARIA",45.11897,7.64979,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2325&stoppingPointCtl:action:getTransits,0,
50782012,1977,"Fermata 1977 - BERRUTI","STR.ANTICA DI COLLEGNO / V.BIANCO",45.08235,7.61671,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1977&stoppingPointCtl:action:getTransits,0,
50790008,1161,"Fermata 1161 - FACCIOLI","V.PLAVA DOPO V.FACCIOLI",45.01925,7.61872,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1161&stoppingPointCtl:action:getTransits,0,
50798016,24573,"Fermata 24573 - Cirie' (loc. Barella)","",45.21186,7.6147,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=24573&stoppingPointCtl:action:getTransits,0,
50809014,14257,"Fermata 14257 - Forno (fraz. Mussotti)","",45.33614,7.61226,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=14257&stoppingPointCtl:action:getTransits,0,
50849013,22389,"Fermata 22389 - Pont (v. Roma/v. Bertoldi)","",45.41818,7.61313,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=22389&stoppingPointCtl:action:getTransits,0,
50891016,2456,"Fermata 2456 - CIMITERO CAPOLINEA","VIALE GIORDANO BRUNO PRIMA DI CORSO MATTEOTTI",45.12856,7.62256,5,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2456&stoppingPointCtl:action:getTransits,0,
50909013,24567,"Fermata 24567 - San Maurizio (fraz. Ceretta)","",45.20139,7.62167,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=24567&stoppingPointCtl:action:getTransits,0,
50931014,1863,"Fermata 1863 - ANTICA DI GRUGLIASCO","V.M.MAZZARELLO N 70",45.06017,7.62658,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1863&stoppingPointCtl:action:getTransits,0,
50980014,960,"Fermata 960 - POZZO STRADA","C.FRANCIA N.260",45.07507,7.62928,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=960&stoppingPointCtl:action:getTransits,0,
50993009,1865,"Fermata 1865 - VEGLIA","V.G.RENI / V.VEGLIA",45.05369,7.62963,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1865&stoppingPointCtl:action:getTransits,0,
51019011,1578,"Fermata 1578 - MATTATOIO NORD","V.TRAVES DOPO V.DRUENTO",45.11253,7.62941,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1578&stoppingPointCtl:action:getTransits,0,
51038006,24564,"Fermata 24564 - Caselle (str. Cirie 199)","",45.19331,7.62876,,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=24564&stoppingPointCtl:action:getTransits,0,
51048005,2068,"Fermata 2068 - MACHIAVELLI N.101","C. MACHIAVELLI N.101 VENARIA",45.11958,7.63108,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2068&stoppingPointCtl:action:getTransits,0,
51109005,3368,"Fermata 3368 - CAIO MARIO","C. AGNELLI / P.LE CAIO MARIO",45.02419,7.63541,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3368&stoppingPointCtl:action:getTransits,0,
51111007,126,"Fermata 126 - PALASPORT","C.TRAPANI-PALASPORT",45.05663,7.63477,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=126&stoppingPointCtl:action:getTransits,0,
51116008,1658,"Fermata 1658 - PITAGORA","C.COSENZA DOPO P.ZA PITAGORA",45.03916,7.63503,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1658&stoppingPointCtl:action:getTransits,0,
51119006,3104,"Fermata 3104 - AMENDOLA","V. NENNI / V. AMENDOLA",44.99763,7.63674,3,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=3104&stoppingPointCtl:action:getTransits,0,
51156008,1692,"Fermata 1692 - PERVINCHE","V.LE DEI MUGHETTI FRONTE VIA DELLE PERVINCHE",45.10298,7.63546,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1692&stoppingPointCtl:action:getTransits,0,
50649021,2234,"Fermata 2234 - CIMITERO SUD","V.BERTANI N.85/80",45.03217,7.60358,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=2234&stoppingPointCtl:action:getTransits,0,
50680015,5089,"Fermata 5089 - PLAVA CAPOLINEA","V.PLAVA DOPO V. ANSELMETTI(C.29)",45.02304,7.608,2,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=5089&stoppingPointCtl:action:getTransits,0,
50716021,854,"Fermata 854 - RIETI NORD","CORSO FRANCIA N.436",45.07415,7.60837,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=854&stoppingPointCtl:action:getTransits,0,
50717013,1180,"Fermata 1180 - LA MANTA C.23","V.LA MANTA CANC.23",45.02797,7.61155,0,http://www.5t.torino.it/5t/it/trasporto/arrivi-ricerca.jsp?shortName=1180&stoppingPointCtl:action:getTransits,0,
