0.075,0.025,0.050,0.050,0.075,0.050,0.050,0.050,0.075,0.025
0.004,0.094,0.044,0.056,0.056,0.044,0.094,0.044,0.044,0.044
0.004,0.081,0.056,0.056,0.081,0.056,0.081,0.069,0.031,0.019
0.004,0.106,0.019,0.012,0.056,0.019,0.106,0.050,0.031,0.025
0.004,0.075,0.075,0.075,0.044,0.056,0.056,0.037,0.025,0.007
0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005

