"#","arrivo","avg_penality","avg_score","btw","fascia_btwn","location","name","partenza","penality","peso","popolazione","popolazione_old","saturation_index","score"
"202","383 as bus_stop","[0.9999999999999999,1.0,1.0,1.0]","[0.0000236681285758,0.0000236681285758,0.0000236681285758,0.0000236681285758]","9.5","0","{59.409999999999854,50.465000000000146,0.0}","'wedge202'","368 as bus_stop","1.0","240","3","2","0","0.00005522563334353"
"203","172 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000622845488837,0.00000622845488837,0.00000622845488837,0.00000622845488837]","2.5","0","{66.35499999999956,14.705000000001746,0.0}","'wedge203'","26 as bus_stop","1.0","282","1","2","0","0.00001453306140619"
"204","361 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00066519898207773,0.00066519898207773,0.00066519898207773,0.00066519898207773]","267.0","0","{17.590000000000146,28.029999999998836,0.0}","'wedge204'","177 as bus_stop","1.0","449","4","2","0","0.00155213095818138"
"205","432 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.00014823722634317,0.00014823722634317,0.00014823722634317,0.00014823722634317]","59.5","0","{28.839999999999236,12.625,0.0}","'wedge205'","270 as bus_stop","1.0","620","1","0","0","0.00034588686146739"
"206","343 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00128555308895921,0.00128555308895921,0.00128555308895921,0.00128555308895921]","516.0","0","{57.5600000000004,41.18000000000029,0.0}","'wedge206'","266 as bus_stop","1.0","556","2","7","0","0.00299962387423816"
"207","308 as bus_stop","[1.0,0.7999999999999999,1.0,1.0]","[0.00047460826249366,0.00047460826249366,0.00047460826249366,0.00047460826249366]","190.5","0","{41.64499999999953,12.57499999999709,0.0}","'wedge207'","94 as bus_stop","1.0","406","4","3","0","0.00110741927915188"
"208","164 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00122825130398623,0.00122825130398623,0.00122825130398623,0.00122825130398623]","493.0","0","{66.5600000000004,48.830000000001746,0.0}","'wedge208'","363 as bus_stop","1.0","974","3","3","0","0.00286591970930119"
"209","41 as bus_stop","[0.7,1.0,1.0,0.9999999999999999]","[0.00427521143537599,0.00427521143537599,0.00427521143537599,0.00427521143537599]","1716.0","0","{62.6850000000004,28.12999999999738,0.0}","'wedge209'","39 as bus_stop","1.0","418","0","1","0","0.00997549334921064"
"210","90 as bus_stop","[1.0,1.0,0.8999999999999998,0.6]","[0.00007109781255072,0.00007847853159344,0.00009160500027068,0.00005829833775513]","18.0","0","{55.224999999999454,48.11000000000058,0.0}","'wedge210'","154 as bus_stop","1.0","9","0","2","0","0.00010463804212459"
"211","63 as bus_stop","[1.0,1.0,0.7999999999999999,1.0]","[0.00003487934737486,0.00003487934737486,0.00003487934737486,0.00003487934737486]","14.0","0","{67.34500000000025,44.77000000000044,0.0}","'wedge211'","69 as bus_stop","1.0","765","0","1","0","0.00008138514387468"
"212","308 as bus_stop","[0.7,0.7999999999999999,1.0,1.0]","[0.00027654339704355,0.00027654339704355,0.00027654339704355,0.00027654339704355]","111.0","0","{39.64499999999953,9.104999999999563,0.0}","'wedge212'","74 as bus_stop","1.0","486","1","1","0","0.00064526792643495"
"213","294 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00015321999025386,0.00015321999025386,0.00015321999025386,0.00015321999025386]","61.5","0","{46.51000000000022,46.18500000000131,0.0}","'wedge213'","156 as bus_stop","1.0","376","7","4","0","0.00035751331059234"
"214","0 as bus_stop","[0.7999999999999999,0.1,0.2,0.0]","[0.00005979316692834,0.00005979316692834,0.00005979316692834,0.00005979316692834]","24.0","0","{45.149999999999636,33.974999999998545,0.0}","'wedge214'","4 as bus_stop","1.0","1595","4","1","0","0.00013951738949945"
"215","190 as bus_stop","[1.0,1.0,1.0,0.7999999999999999]","[0.01091474434637658,0.01091474434637658,0.01091474434637658,0.01091474434637658]","4381.0","1","{26.675000000000182,26.830000000001746,0.0}","'wedge215'","339 as bus_stop","1.0","409","11","16","0","0.02546773680821201"
"216","15 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00025412095944543,0.00025412095944543,0.00025412095944543,0.00025412095944543]","102.0","0","{20.25,32.4900000000016,0.0}","'wedge216'","17 as bus_stop","1.0","515","0","0","0","0.00059294890537266"
"217","87 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0010164838377817,0.0010164838377817,0.0010164838377817,0.0010164838377817]","408.0","0","{40.779999999999745,43.75500000000102,0.0}","'wedge217'","248 as bus_stop","1.0","560","10","12","0","0.00237179562149064"
"218","312 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00012830617070039,0.00012830617070039,0.00012830617070039,0.00012830617070039]","51.5","0","{57.30000000000018,45.525000000001455,0.0}","'wedge218'","123 as bus_stop","1.0","376","5","4","0","0.00029938106496757"
"219","346 as bus_stop","[1.0,1.0,0.8999999999999999,0.6]","[0.00001743967368743,0.00001743967368743,0.00001743967368743,0.00001743967368743]","7.0","0","{49.600000000000364,36.70000000000073,0.0}","'wedge219'","282 as bus_stop","1.0","475","0","0","0","0.00004069257193734"
"220","133 as bus_stop","[1.0,1.0,0.7999999999999999,1.0]","[0.00001245690977674,0.00001245690977674,0.00001245690977674,0.00001245690977674]","5.0","0","{57.909999999999854,48.05500000000029,0.0}","'wedge220'","92 as bus_stop","1.0","372","1","4","0","0.00002906612281239"
"221","174 as bus_stop","[1.0,0.9999999999999998,0.6,1.0]","[0.0138882087100836,0.0138882087100836,0.0138882087100836,0.0138882087100836]","5574.5","2","{54.835000000000036,17.93999999999869,0.0}","'wedge221'","158 as bus_stop","0.5","442","19","33","0","0.03240582032352839"
"222","134 as bus_stop","[0.0,1.0,0.0,0.7999999999999999]","[0.00466884978432087,0.00466884978432087,0.00466884978432087,0.00466884978432087]","1874.0","0","{28.079999999999927,36.094999999997526,0.0}","'wedge222'","188 as bus_stop","1.0","206","14","15","0","0.01089398283008202"
"223","382 as bus_stop","[1.0,1.0,1.0,0.7999999999999999]","[0.00049952208204714,0.00049952208204714,0.00049952208204714,0.00049952208204714]","200.5","0","{66.05500000000029,33.400000000001455,0.0}","'wedge223'","219 as bus_stop","1.0","437","6","9","0","0.00116555152477665"
"224","291 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000996552782139,0.00000996552782139,0.00000996552782139,0.00000996552782139]","4.0","0","{57.44000000000051,51.970000000001164,0.0}","'wedge224'","116 as bus_stop","1.0","854","3","2","0","0.00002325289824991"
"225","345 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00201303661992063,0.00201303661992063,0.00201303661992063,0.00201303661992063]","808.0","0","{46.19499999999971,25.794999999998254,0.0}","'wedge225'","78 as bus_stop","1.0","733","7","7","0","0.00469708544648147"
"226","215 as bus_stop","[0.9999999999999999,1.0,0.7999999999999999,1.0]","[0.00272432616817228,0.00272432616817228,0.00272432616817228,0.00272432616817228]","1093.5","0","{62.79999999999927,46.905000000002474,0.0}","'wedge226'","402 as bus_stop","1.0","967","10","14","0","0.00635676105906867"
"227","283 as bus_stop","[0.5,1.0,0.7999999999999998,1.0]","[0.00008346129550413,0.00008346129550413,0.00008346129550413,0.00008346129550413]","33.5","0","{34.68000000000029,15.760000000002037,0.0}","'wedge227'","185 as bus_stop","0.5","376","2","1","0","0.00019474302284298"
"228","27 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000871983684372,0.00000871983684372,0.00000871983684372,0.00000871983684372]","3.5","0","{63.8100000000004,10.510000000002037,0.0}","'wedge228'","302 as bus_stop","1.0","286","2","3","0","0.00002034628596867"
"229","211 as bus_stop","[1.0,0.9999999999999998,0.6,1.0]","[0.00068513003772051,0.00068513003772051,0.00068513003772051,0.00068513003772051]","275.0","0","{55.279999999999745,16.760000000002037,0.0}","'wedge229'","58 as bus_stop","1.0","604","4","3","0","0.00159863675468119"
"230","123 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00014325446243247,0.00014325446243247,0.00014325446243247,0.00014325446243247]","57.5","0","{52.11499999999978,46.150000000001455,0.0}","'wedge230'","294 as bus_stop","1.0","376","5","4","0","0.00033426041234243"
"231","226 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00130548414460199,0.00130548414460199,0.00130548414460199,0.00130548414460199]","524.0","0","{22.514999999999418,35.33499999999913,0.0}","'wedge231'","397 as bus_stop","1.0","639","9","12","0","0.00304612967073798"
"232","239 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00065025069034565,0.00065025069034565,0.00065025069034565,0.00065025069034565]","261.0","0","{50.35500000000047,5.344999999997526,0.0}","'wedge232'","394 as bus_stop","1.0","437","5","8","0","0.00151725161080651"
"233","79 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00014325446243247,0.00014325446243247,0.00014325446243247,0.00014325446243247]","57.5","0","{55.45499999999993,29.955000000001746,0.0}","'wedge233'","139 as bus_stop","1.0","460","1","0","0","0.00033426041234243"
"234","214 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0004633970436946,0.0004633970436946,0.0004633970436946,0.0004633970436946]","186.0","0","{21.849999999999454,17.850000000002183,0.0}","'wedge234'","51 as bus_stop","1.0","411","0","1","0","0.00108125976862073"
"235","284 as bus_stop","[0.6,0.7999999999999999,1.0,1.0]","[0.00019806486545011,0.00019806486545011,0.00019806486545011,0.00019806486545011]","79.5","0","{40.14500000000044,14.710000000002765,0.0}","'wedge235'","360 as bus_stop","1.0","475","0","5","0","0.00046215135271693"
"236","187 as bus_stop","[1.0,1.0,1.0,0.7999999999999999]","[0.00093551392423292,0.00093551392423292,0.00093551392423292,0.00093551392423292]","375.5","0","{64.43499999999949,31.580000000001746,0.0}","'wedge236'","184 as bus_stop","1.0","439","1","7","0","0.00218286582321014"
"237","368 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000871983684372,0.00000871983684372,0.00000871983684372,0.00000871983684372]","3.5","0","{52.36999999999989,54.63000000000102,0.0}","'wedge237'","108 as bus_stop","1.0","240","2","1","0","0.00002034628596867"
"238","192 as bus_stop","[0.8999999999999999,0.8999999999999999,1.0,0.8999999999999999]","[0.01598470662550836,0.01598470662550836,0.01598470662550836,0.01598470662550836]","6416.0","2","{39.74499999999989,25.81000000000131,0.0}","'wedge238'","353 as bus_stop","1.0","858","25","38","0","0.03729764879285284"
"239","83 as bus_stop","[0.9999999999999999,1.0,1.0,1.0]","[0.00220238164852702,0.00220238164852702,0.00220238164852702,0.00220238164852702]","884.0","0","{64.3149999999996,52.650000000001455,0.0}","'wedge239'","20 as bus_stop","1.0","418","2","3","0","0.00513889051322972"
"240","402 as bus_stop","[0.9999999999999999,1.0,1.0,0.9999999999999999]","[0.00313291280884924,0.00313291280884924,0.00313291280884924,0.00313291280884924]","1257.5","0","{62.73999999999978,42.965000000000146,0.0}","'wedge240'","137 as bus_stop","1.0","967","11","16","0","0.00731012988731491"
"241","237 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0007424318226935,0.0007424318226935,0.0007424318226935,0.0007424318226935]","298.0","0","{41.23499999999967,5.125,0.0}","'wedge241'","318 as bus_stop","1.0","655","5","6","0","0.00173234091961816"
"242","109 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00613876513797578,0.00613876513797578,0.00613876513797578,0.00613876513797578]","2464.0","1","{62.69499999999971,34.92499999999927,0.0}","'wedge242'","165 as bus_stop","1.0","926","9","20","0","0.01432378532194348"
"243","36 as bus_stop","[1.0,1.0,0.9999999999999999,0.0]","[0.00019681917447244,0.00019681917447244,0.00019681917447244,0.00019681917447244]","79.0","0","{68.26499999999942,24.2699999999968,0.0}","'wedge243'","37 as bus_stop","1.0","1611","1","2","0","0.00045924474043569"
"244","421 as bus_stop","[1.0,0.7999999999999997,1.0,1.0]","[0.00029273737975331,0.00029273737975331,0.00029273737975331,0.00029273737975331]","117.5","0","{51.89500000000044,7.56000000000131,0.0}","'wedge244'","358 as bus_stop","1.0","869","1","4","0","0.00068305388609105"
"245","306 as bus_stop","[0.8999999999999999,1.0,1.0,0.7999999999999999]","[0.01354315230926799,0.01354315230926799,0.01354315230926799,0.01354315230926799]","5436.0","2","{30.664999999999964,28.669999999998254,0.0}","'wedge245'","206 as bus_stop","1.0","859","31","39","0","0.03160068872162531"
"246","387 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00486816034074865,0.00486816034074865,0.00486816034074865,0.00486816034074865]","1954.0","0","{30.514999999999418,39.94000000000233,0.0}","'wedge246'","334 as bus_stop","1.0","206","10","16","0","0.01135904079508018"
"247","347 as bus_stop","[0.6,0.09999999999999998,0.1,0.2]","[0.06042615697252189,0.06042615697252189,0.06042615697252189,0.06042615697252189]","5217.5","2","{26.090000000000146,32.719999999997526,0.0}","'wedge247'","209 as bus_stop","0.5","5","31","33","4","0.14099436626921782"
"248","373 as bus_stop","[0.0,0.0,0.1,0.0]","[0.03850249331195959,0.03850249331195959,0.03850249331195959,0.03850249331195959]","3324.5","1","{60.48499999999967,18.2699999999968,0.0}","'wedge248'","30 as bus_stop","1.0","3","10","7","4","0.08983915106123903"
"249","251 as bus_stop","[0.7999999999999999,0.6,0.5999999999999998,0.6]","[0.01111405490280437,0.01111405490280437,0.0119476090205147,0.01111405490280437]","4461.0","2","{55.00500000000011,36.75500000000102,0.0}","'wedge249'","404 as bus_stop","1.0","244","10","14","0","0.02593279477321018"
"250","415 as bus_stop","[0.0,0.0,0.0,0.0]","[0.00598429945674424,0.00598429945674424,0.00598429945674424,0.00598429945674424]","2402.0","1","{61.73499999999967,20.43499999999767,0.0}","'wedge250'","365 as bus_stop","1.0","437","22","25","0","0.0139633653990699"
"251","369 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0032201111772864,0.0032201111772864,0.0032201111772864,0.0032201111772864]","1292.5","0","{73.14499999999953,31.2400000000016,0.0}","'wedge251'","324 as bus_stop","1.0","442","6","9","0","0.0075135927470016"
"252","264 as bus_stop","[1.0,1.0,1.0,0.3999999999999999]","[0.00061871569073718,0.00069229803232088,0.00070620507183438,0.00064391815754356]","55.0","0","{45.63000000000011,29.06000000000131,0.0}","'wedge252'","204 as bus_stop","1.0","9","0","6","2","0.00168856007213201"
"253","297 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00133538072806616,0.00133538072806616,0.00133538072806616,0.00133538072806616]","536.0","0","{24.06500000000051,47.75,0.0}","'wedge253'","218 as bus_stop","1.0","556","7","9","0","0.00311588836548771"
"254","428 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00074367751367117,0.00074367751367117,0.00074367751367117,0.00074367751367117]","298.5","0","{50.99499999999989,11.180000000000291,0.0}","'wedge254'","99 as bus_stop","1.0","457","0","0","0","0.0017352475318994"
"255","381 as bus_stop","[1.0,1.0,0.9999999999999999,1.0]","[0.00741808977204662,0.00741808977204662,0.00741808977204662,0.00741808977204662]","2977.5","1","{22.970000000000255,34.49499999999898,0.0}","'wedge255'","88 as bus_stop","1.0","639","2","5","0","0.01730887613477545"
"256","168 as bus_stop","[1.0,1.0,0.7,1.0]","[0.00116098399119185,0.00116098399119185,0.00116098399119185,0.00116098399119185]","466.0","0","{50.73999999999978,14.385000000002037,0.0}","'wedge256'","428 as bus_stop","1.0","894","4","12","0","0.00270896264611431"
"257","19 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00095295359792035,0.00095295359792035,0.00095295359792035,0.00095295359792035]","382.5","0","{64.71000000000004,52.794999999998254,0.0}","'wedge257'","164 as bus_stop","1.0","466","0","0","0","0.00222355839514748"
"258","217 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00021176746620452,0.00021176746620452,0.00021176746620452,0.00021176746620452]","85.0","0","{40.10500000000047,35.154999999998836,0.0}","'wedge258'","201 as bus_stop","1.0","375","4","4","0","0.00049412408781055"
"259","78 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00169164834768082,0.00169164834768082,0.00169164834768082,0.00169164834768082]","679.0","0","{50.279999999999745,26.325000000000728,0.0}","'wedge259'","290 as bus_stop","1.0","733","8","6","0","0.00394717947792193"
"260","119 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00050201346400248,0.00050201346400248,0.00050201346400248,0.00050201346400248]","201.5","0","{27.86999999999989,46.42000000000189,0.0}","'wedge260'","405 as bus_stop","1.0","639","3","3","0","0.00117136474933913"
"261","353 as bus_stop","[1.0,1.0,1.0,0.8999999999999999]","[0.00927416932878037,0.00927416932878037,0.00927416932878037,0.00927416932878037]","3722.5","1","{43.524999999999636,24.979999999999563,0.0}","'wedge261'","345 as bus_stop","1.0","733","9","7","0","0.02163972843382086"
"262","24 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00001619398270976,0.00001619398270976,0.00001619398270976,0.00001619398270976]","6.5","0","{56.64000000000033,4.255000000001019,0.0}","'wedge262'","144 as bus_stop","1.0","645","1","6","0","0.0000377859596561"
"263","201 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00020927608424917,0.00020927608424917,0.00020927608424917,0.00020927608424917]","84.0","0","{41.30000000000018,39.00499999999738,0.0}","'wedge263'","386 as bus_stop","1.0","375","3","4","0","0.00048831086324807"
"264","311 as bus_stop","[0.9999999999999999,1.0,1.0,1.0]","[0.00189967874095233,0.00189967874095233,0.00189967874095233,0.00189967874095233]","762.5","0","{63.279999999999745,49.73500000000058,0.0}","'wedge264'","215 as bus_stop","1.0","549","7","5","0","0.00443258372888876"
"265","41 as bus_stop","[0.19999999999999996,1.0,1.0,0.9999999999999999]","[0.00029896583464168,0.00029896583464168,0.00029896583464168,0.00029896583464168]","120.0","0","{61.475000000000364,26.989999999997963,0.0}","'wedge265'","272 as bus_stop","0.5","731","1","2","0","0.00069758694749725"
"266","12 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00038367282112349,0.00038367282112349,0.00038367282112349,0.00038367282112349]","154.0","0","{73.57499999999982,38.06999999999971,0.0}","'wedge266'","357 as bus_stop","1.0","931","0","5","0","0.00089523658262147"
"267","166 as bus_stop","[1.0,1.0,0.9999999999999999,1.0]","[0.00660963632753642,0.00660963632753642,0.00660963632753642,0.00660963632753642]","2653.0","1","{21.125,29.159999999999854,0.0}","'wedge267'","310 as bus_stop","1.0","604","7","5","0","0.01542248476425165"
"268","407 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00066644467305541,0.00066644467305541,0.00066644467305541,0.00066644467305541]","267.5","0","{47.125,25.764999999999418,0.0}","'wedge268'","126 as bus_stop","1.0","731","3","2","0","0.00155503757046261"
"269","125 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00030021152561935,0.00030021152561935,0.00030021152561935,0.00030021152561935]","120.5","0","{54.05500000000029,3.984999999996944,0.0}","'wedge269'","210 as bus_stop","1.0","867","0","1","0","0.00070049355977849"
"270","26 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00001619398270976,0.00001619398270976,0.00001619398270976,0.00001619398270976]","6.5","0","{63.75500000000011,10.830000000001746,0.0}","'wedge270'","342 as bus_stop","1.0","282","4","3","0","0.0000377859596561"
"271","314 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0012531651235397,0.0012531651235397,0.0012531651235397,0.0012531651235397]","503.0","0","{19.580000000000837,48.93499999999767,0.0}","'wedge271'","247 as bus_stop","1.0","560","7","13","0","0.00292405195492596"
"272","33 as bus_stop","[0.1,1.0,1.0,0.9999999999999999]","[0.00318896890284456,0.00318896890284456,0.00318896890284456,0.00318896890284456]","1280.0","0","{62.56999999999971,28.404999999998836,0.0}","'wedge272'","34 as bus_stop","0.5","418","0","2","0","0.00744092743997064"
"273","188 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00470871189560642,0.00470871189560642,0.00470871189560642,0.00470871189560642]","1890.0","0","{29.860000000000582,40.19499999999971,0.0}","'wedge273'","253 as bus_stop","1.0","206","14","15","0","0.01098699442308165"
"274","77 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00581239410182528,0.00581239410182528,0.00581239410182528,0.00581239410182528]","2333.0","1","{39.5049999999992,40.11000000000058,0.0}","'wedge274'","401 as bus_stop","1.0","244","9","15","0","0.01356225290425899"
"275","167 as bus_stop","[1.0,1.0,1.0,0.09999999999999998]","[0.00009716389625855,0.00009716389625855,0.00009716389625855,0.00009716389625855]","39.0","0","{48.715000000000146,34.099999999998545,0.0}","'wedge275'","245 as bus_stop","1.0","486","0","0","0","0.00022671575793661"
"276","129 as bus_stop","[0.7999999999999999,0.1,0.2,0.6]","[0.03513751682998523,0.05125943631668433,0.05101829649530208,0.03141707387151621]","6637.0","2","{56.909999999999854,34.50500000000102,0.0}","'wedge276'","251 as bus_stop","1.0","277","43","53","0","0.03858237142116026"
"277","367 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00064277654447961,0.00064277654447961,0.00064277654447961,0.00064277654447961]","258.0","0","{78.13000000000011,55.79500000000189,0.0}","'wedge277'","265 as bus_stop","1.0","869","0","3","0","0.00149981193711908"
"278","73 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00027719738480683,0.00027719738480683,0.00033521544209198,0.00027719738480683]","103.5","0","{18.30500000000029,32.27000000000044,0.0}","'wedge278'","16 as bus_stop","1.0","28","0","5","0","0.00060166874221638"
"279","405 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00083087588210833,0.00083087588210833,0.00083087588210833,0.00083087588210833]","333.5","0","{26.81500000000051,43.29500000000189,0.0}","'wedge279'","84 as bus_stop","1.0","639","3","3","0","0.0019387103915861"
"280","174 as bus_stop","[1.0,0.9999999999999998,0.0,1.0]","[0.00789768079845098,0.00789768079845098,0.00789768079845098,0.00789768079845098]","3170.0","1","{54.89500000000044,17.524999999997817,0.0}","'wedge280'","352 as bus_stop","1.0","858","0","5","0","0.01842792186305229"
"281","318 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00075987149638093,0.00075987149638093,0.00075987149638093,0.00075987149638093]","305.0","0","{46.585000000000036,4.344999999997526,0.0}","'wedge281'","249 as bus_stop","1.0","655","4","9","0","0.0017730334915555"
"282","388 as bus_stop","[0.8999999999999999,1.0,0.7999999999999998,0.7999999999999999]","[0.01940057813993617,0.01505716512353256,0.02200662594977834,0.01245111731369039]","4649.0","2","{22.775000000000546,29.25500000000102,0.0}","'wedge282'","310 as bus_stop","1.0","241","26","31","0","0.02702568099095587"
"283","287 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0007374490587828,0.0007374490587828,0.0007374490587828,0.0007374490587828]","296.0","0","{25.520000000000437,41.86999999999898,0.0}","'wedge283'","155 as bus_stop","1.0","639","5","9","0","0.00172071447049321"
"284","92 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000498276391069,0.00000498276391069,0.00000498276391069,0.00000498276391069]","2.0","0","{57.14000000000033,51.57999999999811,0.0}","'wedge284'","71 as bus_stop","1.0","372","2","1","0","0.00001162644912495"
"285","185 as bus_stop","[0.09999999999999998,1.0,1.0,1.0]","[0.00005356471203997,0.00005356471203997,0.00005356471203997,0.00005356471203997]","21.5","0","{36.05500000000029,13.545000000001892,0.0}","'wedge285'","292 as bus_stop","0.5","376","0","1","0","0.00012498432809326"
"286","211 as bus_stop","[1.0,0.4,0.6,1.0]","[0.00730971465698902,0.00730971465698902,0.00730971465698902,0.00730971465698902]","2934.0","1","{55.23000000000047,17.0,0.0}","'wedge286'","320 as bus_stop","1.0","861","3","3","0","0.0170560008663077"
"287","52 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00033633656397189,0.00033633656397189,0.00033633656397189,0.00033633656397189]","135.0","0","{47.38500000000022,16.830000000001746,0.0}","'wedge287'","61 as bus_stop","1.0","604","6","6","0","0.0007847853159344"
"288","50 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.0004447116790295,0.0004447116790295,0.0004447116790295,0.0004447116790295]","178.5","0","{22.73999999999978,17.364999999997963,0.0}","'wedge288'","274 as bus_stop","1.0","411","0","2","0","0.00103766058440216"
"289","39 as bus_stop","[0.7,1.0,1.0,0.9999999999999999]","[0.00464144458281204,0.00464144458281204,0.00464144458281204,0.00464144458281204]","1863.0","0","{62.95499999999993,29.834999999999127,0.0}","'wedge289'","187 as bus_stop","0.5","439","2","7","0","0.01083003735989477"
"290","46 as bus_stop","[1.0,0.9999999999999998,0.6,1.0]","[0.0010214666016924,0.0010214666016924,0.0010214666016924,0.0010214666016924]","410.0","0","{57.775000000000546,15.625,0.0}","'wedge290'","211 as bus_stop","1.0","1465","5","6","0","0.0023834220706156"
"291","257 as bus_stop","[1.0,1.0,0.7999999999999999,1.0]","[0.00005481040301764,0.00005481040301764,0.00005481040301764,0.00005481040301764]","22.0","0","{57.965000000000146,48.70999999999913,0.0}","'wedge291'","385 as bus_stop","1.0","242","1","4","0","0.0001278909403745"
"292","116 as bus_stop","[1.0,1.0,0.7999999999999999,1.0]","[0.0000473362571516,0.0000473362571516,0.0000473362571516,0.0000473362571516]","19.0","0","{57.98500000000058,48.98500000000058,0.0}","'wedge292'","385 as bus_stop","1.0","368","1","0","0","0.00011045126668706"
"293","145 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00106755716786632,0.00106755716786632,0.00106755716786632,0.00106755716786632]","428.5","0","{66.14500000000044,48.6349999999984,0.0}","'wedge293'","311 as bus_stop","1.0","1015","5","3","0","0.00249096672502142"
"294","153 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00229580847185255,0.00229580847185255,0.00229580847185255,0.00229580847185255]","921.5","0","{77.64000000000033,41.93500000000131,0.0}","'wedge294'","371 as bus_stop","1.0","408","4","8","0","0.00535688643432261"
"295","124 as bus_stop","[1.0,1.0,1.0,0.7999999999999999]","[0.00166548883714968,0.00166548883714968,0.00166548883714968,0.00166548883714968]","668.5","0","{69.94000000000051,31.405000000002474,0.0}","'wedge295'","382 as bus_stop","1.0","437","3","9","0","0.00388614062001592"
"296","246 as bus_stop","[1.0,1.0,0.9999999999999999,0.0]","[0.00197317450863507,0.00197317450863507,0.00197317450863507,0.00197317450863507]","792.0","0","{68.60000000000036,23.74499999999898,0.0}","'wedge296'","220 as bus_stop","1.0","152","1","0","0","0.00460407385348183"
"297","246 as bus_stop","[1.0,1.0,1.0,0.9999999999999999]","[0.01931472184943808,0.01916728122463321,0.01916728122463321,0.01916728122463321]","1655.0","0","{66.09000000000015,23.209999999999127,0.0}","'wedge297'","325 as bus_stop","1.0","4","3","13","4","0.04472365619081082"
"298","309 as bus_stop","[1.0,0.2,1.0,1.0]","[0.00036623314743606,0.00036623314743606,0.00036623314743606,0.00036623314743606]","147.0","0","{40.649999999999636,15.235000000000582,0.0}","'wedge298'","308 as bus_stop","1.0","486","2","0","0","0.00085454401068413"
"299","411 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00478843611817754,0.00478843611817754,0.00478843611817754,0.00478843611817754]","1922.0","0","{32.284999999999854,44.82500000000073,0.0}","'wedge299'","151 as bus_stop","1.0","206","11","18","0","0.01117301760908092"
"300","416 as bus_stop","[0.8999999999999999,0.8999999999999999,1.0,1.0]","[0.01330148825959931,0.01330148825959931,0.01330148825959931,0.01330148825959931]","5339.0","2","{35.210000000000036,27.784999999999854,0.0}","'wedge300'","306 as bus_stop","1.0","859","31","38","0","0.03103680593906504"
"301","373 as bus_stop","[0.0,0.0,0.0,0.0]","[0.01060456729293584,0.01060456729293584,0.01060456729293584,0.01060456729293584]","4256.5","1","{60.125,18.389999999999418,0.0}","'wedge301'","148 as bus_stop","0.5","439","9","27","0","0.02474399035018362"
"302","97 as bus_stop","[1.0,1.0,0.7,1.0]","[0.00157206201382415,0.00157206201382415,0.00157206201382415,0.00157206201382415]","631.0","0","{50.23999999999978,14.784999999999854,0.0}","'wedge302'","178 as bus_stop","1.0","902","5","9","0","0.00366814469892303"
