"#","arrivo","avg_penality","avg_score","btw","fascia_btwn","location","name","partenza","penality","peso","popolazione","popolazione_old","saturation_index","score"
"100","364 as bus_stop","[1.0,0.7,1.0,0.8999999999999999]","[0.01280321186852984,0.01280321186852984,0.01280321186852984,0.01280321186852984]","5139.0","2","{44.600000000000364,22.82499999999709,0.0}","'wedge100'","317 as bus_stop","1.0","861","30","40","0","0.02987416102656962"
"101","291 as bus_stop","[1.0,1.0,0.8999999999999998,0.6]","[0.0000864898816936,0.00009902464715645,0.00012611064035224,0.00006801472738098]","21.0","0","{55.44999999999982,47.82500000000073,0.0}","'wedge101'","370 as bus_stop","1.0","11","1","0","0","0.00012207771581202"
"102","83 as bus_stop","[0.9999999999999999,1.0,1.0,1.0]","[0.0026906925117751,0.0026906925117751,0.0026906925117751,0.0026906925117751]","1080.0","0","{62.95499999999993,49.900000000001455,0.0}","'wedge102'","164 as bus_stop","1.0","508","3","4","0","0.00627828252747523"
"103","324 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00276667966141319,0.00276667966141319,0.00276667966141319,0.00276667966141319]","1110.5","0","{75.76500000000033,35.27000000000044,0.0}","'wedge103'","153 as bus_stop","1.0","408","4","9","0","0.00645558587663078"
"104","417 as bus_stop","[0.0,0.2999999999999996,0.0,0.3]","[0.01004525204396037,0.01004525204396037,0.01230543375385146,0.01004525204396037]","4032.0","1","{26.019999999999527,33.35499999999956,0.0}","'wedge104'","209 as bus_stop","1.0","206","8","19","0","0.02343892143590752"
"105","254 as bus_stop","[1.0,1.0,0.8999999999999999,0.7999999999999999]","[0.00073122060389444,0.00073122060389444,0.00073122060389444,0.00073122060389444]","293.5","0","{22.539999999999964,23.470000000001164,0.0}","'wedge105'","132 as bus_stop","1.0","620","1","3","0","0.00170618140908702"
"106","49 as bus_stop","[0.6,1.0,1.0,1.0]","[0.00081468189939857,0.00081468189939857,0.00081468189939857,0.00081468189939857]","327.0","0","{33.970000000000255,16.45499999999811,0.0}","'wedge106'","55 as bus_stop","1.0","995","5","10","0","0.00190092443193"
"107","3 as bus_stop","[0.6,0.2,0.0,0.4]","[0.00005481040301764,0.00005481040301764,0.00005481040301764,0.00005481040301764]","22.0","0","{36.779999999999745,33.50499999999738,0.0}","'wedge107'","4 as bus_stop","1.0","1595","0","4","0","0.0001278909403745"
"108","223 as bus_stop","[1.0,1.0,0.8999999999999998,0.6]","[0.0000710043857274,0.0000710043857274,0.0000710043857274,0.0000710043857274]","28.5","0","{53.6899999999996,44.18999999999869,0.0}","'wedge108'","370 as bus_stop","1.0","486","3","0","0","0.0001656769000306"
"109","360 as bus_stop","[1.0,0.7999999999999999,1.0,0.8999999999999999]","[0.0001370260075441,0.0001370260075441,0.0001370260075441,0.0001370260075441]","55.0","0","{42.19000000000051,21.12000000000262,0.0}","'wedge109'","264 as bus_stop","1.0","484","0","7","0","0.00031972735093624"
"110","207 as bus_stop","[1.0,0.7,0.2,0.5]","[0.04303179265866426,0.04488484606219874,0.04488484606219874,0.04855716269050154]","3846.0","1","{42.155000000000655,33.95000000000073,0.0}","'wedge110'","393 as bus_stop","1.0","35","23","27","2","0.11807640068035834"
"111","286 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00054187557528804,0.00054187557528804,0.00054187557528804,0.00054187557528804]","217.5","0","{50.30000000000018,26.159999999999854,0.0}","'wedge111'","407 as bus_stop","1.0","731","3","3","0","0.00126437634233876"
"112","139 as bus_stop","[0.7,1.0,1.0,0.9999999999999999]","[0.00045467720685088,0.00045467720685088,0.00045467720685088,0.00045467720685088]","182.5","0","{60.274999999999636,28.31000000000131,0.0}","'wedge112'","34 as bus_stop","1.0","460","0","0","0","0.00106091348265206"
"113","372 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000498276391069,0.00000498276391069,0.00000498276391069,0.00000498276391069]","2.0","0","{83.97000000000025,50.419999999998254,0.0}","'wedge113'","91 as bus_stop","1.0","652","0","1","0","0.00001162644912495"
"114","335 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00593198043568195,0.00593198043568195,0.00593198043568195,0.00593198043568195]","2381.0","1","{29.229999999999563,40.93000000000029,0.0}","'wedge114'","194 as bus_stop","1.0","244","8","14","0","0.01384128768325788"
"115","4 as bus_stop","[0.7999999999999999,0.1,0.2,0.0]","[0.00005979316692834,0.00005979316692834,0.00005979316692834,0.00005979316692834]","24.0","0","{45.149999999999636,33.974999999998545,0.0}","'wedge115'","0 as bus_stop","1.0","1595","0","1","0","0.00013951738949945"
"116","323 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00001743967368743,0.00001743967368743,0.00001743967368743,0.00001743967368743]","7.0","0","{55.085000000000036,47.840000000000146,0.0}","'wedge116'","338 as bus_stop","1.0","475","0","2","0","0.00004069257193734"
"117","392 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00069260418358655,0.00069260418358655,0.00069260418358655,0.00069260418358655]","278.0","0","{38.29999999999927,3.9250000000029104,0.0}","'wedge117'","237 as bus_stop","1.0","216","7","10","0","0.00161607642836862"
"118","281 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00588838125146337,0.00588838125146337,0.00588838125146337,0.00588838125146337]","2363.5","1","{26.590000000000146,23.56999999999971,0.0}","'wedge118'","190 as bus_stop","1.0","409","12","13","0","0.01373955625341454"
"119","242 as bus_stop","[0.0,0.6,0.0,0.5]","[0.05066882113550269,0.0500897228377877,0.0500897228377877,0.05292517657633703]","4325.0","1","{34.585000000000036,33.25,0.0}","'wedge119'","409 as bus_stop","1.0","33","34","46","4","0.11687601995483798"
"120","293 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00007349576768275,0.00007349576768275,0.00007349576768275,0.00007349576768275]","29.5","0","{72.83500000000004,38.39500000000044,0.0}","'wedge120'","7 as bus_stop","1.0","942","2","0","0","0.00017149012459307"
"121","410 as bus_stop","[1.0,1.0,1.0,0.8999999999999999]","[0.00115475553630348,0.00115475553630348,0.00115475553630348,0.00115475553630348]","463.5","0","{20.98999999999978,26.06999999999971,0.0}","'wedge121'","166 as bus_stop","1.0","604","7","4","0","0.00269442958470812"
"122","116 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00002865089248649,0.00002865089248649,0.00002865089248649,0.00002865089248649]","11.5","0","{55.68000000000029,48.33499999999913,0.0}","'wedge122'","223 as bus_stop","1.0","486","3","0","0","0.00006685208246849"
"123","128 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00085828108361715,0.00085828108361715,0.00085828108361715,0.00085828108361715]","344.5","0","{75.86500000000069,48.1349999999984,0.0}","'wedge123'","200 as bus_stop","1.0","461","0","0","0","0.00200265586177335"
"124","354 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0058921183243964,0.0058921183243964,0.0058921183243964,0.0058921183243964]","2365.0","1","{32.44999999999982,40.2599999999984,0.0}","'wedge124'","335 as bus_stop","1.0","244","8","14","0","0.01374827609025825"
"125","289 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00067765589185447,0.00067765589185447,0.00067765589185447,0.00067765589185447]","272.0","0","{78.55500000000029,55.215000000000146,0.0}","'wedge125'","340 as bus_stop","1.0","415","4","2","0","0.00158119708099376"
"126","121 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00601170465825306,0.00601170465825306,0.00601170465825306,0.00601170465825306]","2413.0","1","{21.224999999999454,41.82500000000073,0.0}","'wedge126'","395 as bus_stop","1.0","244","11","15","0","0.01402731086925715"
"127","206 as bus_stop","[1.0,1.0,1.0,0.7999999999999998]","[0.0097126525529215,0.0097126525529215,0.0097126525529215,0.0097126525529215]","3898.5","1","{27.975000000000364,26.424999999999272,0.0}","'wedge127'","390 as bus_stop","1.0","404","14","17","0","0.02266285595681683"
"128","310 as bus_stop","[0.0,0.5,0.0,0.3]","[0.02394557509880183,0.0190252514483631,0.02689776928906507,0.01508899252801211]","5266.5","2","{22.579999999999927,31.895000000000437,0.0}","'wedge128'","355 as bus_stop","1.0","206","22","24","0","0.03061534715828545"
"129","227 as bus_stop","[1.0,1.0,1.0,0.4]","[0.00401361633006452,0.00401361633006452,0.00401361633006452,0.00401361633006452]","1611.0","0","{62.11499999999978,40.76499999999942,0.0}","'wedge129'","328 as bus_stop","1.0","556","1","6","0","0.00936510477015055"
"130","241 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00033882794592723,0.00033882794592723,0.00033882794592723,0.00033882794592723]","136.0","0","{12.99499999999989,28.125,0.0}","'wedge130'","361 as bus_stop","1.0","449","1","3","0","0.00079059854049688"
"131","138 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00136527731153033,0.00136527731153033,0.00136527731153033,0.00136527731153033]","548.0","0","{45.22999999999956,43.42499999999927,0.0}","'wedge131'","336 as bus_stop","1.0","556","6","6","0","0.00318564706023743"
"132","6 as bus_stop","[0.0,0.09999999999999998,0.0,0.2]","[0.00003986211128556,0.00003986211128556,0.00003986211128556,0.00003986211128556]","16.0","0","{27.730000000000473,32.974999999998545,0.0}","'wedge132'","3 as bus_stop","1.0","1595","0","4","0","0.00009301159299963"
"133","363 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0007424318226935,0.0007424318226935,0.0007424318226935,0.0007424318226935]","298.0","0","{72.27000000000044,46.14500000000044,0.0}","'wedge133'","243 as bus_stop","1.0","974","2","2","0","0.00173234091961816"
"134","275 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00282896421029687,0.00282896421029687,0.00282896421029687,0.00282896421029687]","1135.5","0","{73.46500000000015,31.284999999999854,0.0}","'wedge134'","124 as bus_stop","1.0","441","4","23","0","0.0066009164906927"
"135","182 as bus_stop","[1.0,1.0,1.0,0.5]","[0.0000896897503925,0.0000896897503925,0.0000896897503925,0.0000896897503925]","36.0","0","{44.61999999999989,26.20499999999811,0.0}","'wedge135'","176 as bus_stop","1.0","486","1","0","0","0.00020927608424917"
"136","355 as bus_stop","[0.0,0.2999999999999996,0.0,0.3]","[0.00949341094085093,0.00949341094085093,0.00949341094085093,0.00949341094085093]","3810.5","1","{25.3149999999996,33.20499999999811,0.0}","'wedge136'","134 as bus_stop","0.5","206","14","15","0","0.02215129219531885"
"137","94 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00035751331059234,0.00035751331059234,0.00035751331059234,0.00035751331059234]","143.5","0","{45.51999999999953,11.729999999999563,0.0}","'wedge137'","114 as bus_stop","1.0","406","1","3","0","0.00083419772471546"
"138","280 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00014325446243247,0.00014325446243247,0.00014325446243247,0.00014325446243247]","57.5","0","{55.785000000000764,29.86999999999898,0.0}","'wedge138'","230 as bus_stop","1.0","457","0","3","0","0.00033426041234243"
"139","404 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.00569280776796861,0.00569280776796861,0.00569280776796861,0.00569280776796861]","2285.0","1","{52.68000000000029,39.89500000000044,0.0}","'wedge139'","181 as bus_stop","1.0","244","10","13","0","0.01328321812526009"
"140","326 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00050076777302481,0.00050076777302481,0.00050076777302481,0.00050076777302481]","201.0","0","{35.159999999999854,3.5800000000017462,0.0}","'wedge140'","392 as bus_stop","1.0","216","7","11","0","0.00116845813705789"
"141","42 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0002316985218473,0.0002316985218473,0.0002316985218473,0.0002316985218473]","93.0","0","{63.19999999999982,12.62000000000262,0.0}","'wedge141'","47 as bus_stop","1.0","1973","1","4","0","0.00054062988431037"
"142","1 as bus_stop","[0.5999999999999999,0.1,0.2,0.2]","[0.00003986211128556,0.00003986211128556,0.00003986211128556,0.00003986211128556]","16.0","0","{58.654999999999745,34.73999999999796,0.0}","'wedge142'","22 as bus_stop","1.0","1595","2","1","0","0.00009301159299963"
"143","300 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00024913819553473,0.00024913819553473,0.00024913819553473,0.00024913819553473]","100.0","0","{62.5600000000004,56.36999999999898,0.0}","'wedge143'","296 as bus_stop","1.0","404","0","3","0","0.00058132245624771"
"144","115 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00131295829046803,0.00131295829046803,0.00131295829046803,0.00131295829046803]","527.0","0","{55.05000000000018,42.025000000001455,0.0}","'wedge144'","343 as bus_stop","1.0","556","4","7","0","0.00306356934442541"
"145","401 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00585225621311084,0.00585225621311084,0.00585225621311084,0.00585225621311084]","2349.0","1","{35.68499999999949,40.14999999999782,0.0}","'wedge145'","354 as bus_stop","1.0","244","6","15","0","0.01365526449725862"
"146","275 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00131295829046803,0.00131295829046803,0.00131295829046803,0.00131295829046803]","527.0","0","{73.17500000000018,29.224999999998545,0.0}","'wedge146'","423 as bus_stop","1.0","411","2","0","0","0.00306356934442541"
"147","75 as bus_stop","[0.09999999999999998,1.0,0.7999999999999998,1.0]","[0.00017190535491896,0.00017190535491896,0.00017190535491896,0.00017190535491896]","69.0","0","{34.23500000000058,16.104999999999563,0.0}","'wedge147'","329 as bus_stop","0.5","375","5","2","0","0.00040111249481092"
"148","208 as bus_stop","[0.7999999999999999,1.0,0.8999999999999999,1.0]","[0.00016816828198594,0.00016816828198594,0.00016816828198594,0.00016816828198594]","67.5","0","{28.125,13.044999999998254,0.0}","'wedge148'","267 as bus_stop","1.0","604","1","1","0","0.0003923926579672"
"149","362 as bus_stop","[0.09999999999999998,1.0,1.0,1.0]","[0.00103392351146913,0.00103392351146913,0.00103392351146913,0.00103392351146913]","415.0","0","{57.20499999999993,27.19499999999971,0.0}","'wedge149'","159 as bus_stop","0.5","733","4","3","0","0.00241248819342798"
"150","433 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00137524283935172,0.00137524283935172,0.00137524283935172,0.00137524283935172]","552.0","0","{38.42500000000018,44.22999999999956,0.0}","'wedge150'","396 as bus_stop","1.0","556","8","8","0","0.00320889995848734"
"151","235 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00061038857906009,0.00061038857906009,0.00061038857906009,0.00061038857906009]","245.0","0","{17.550000000000182,25.55000000000291,0.0}","'wedge151'","175 as bus_stop","1.0","455","1","1","0","0.00142424001780688"
"152","178 as bus_stop","[1.0,0.6,0.19999999999999998,1.0]","[0.00814681899398572,0.00814681899398572,0.00814681899398572,0.00814681899398572]","3270.0","1","{51.93000000000029,17.794999999998254,0.0}","'wedge152'","174 as bus_stop","1.0","442","3","6","0","0.01900924431929999"
"153","311 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00088942335805899,0.00088942335805899,0.00088942335805899,0.00088942335805899]","357.0","0","{64.90999999999985,52.79999999999927,0.0}","'wedge153'","20 as bus_stop","1.0","466","0","0","0","0.00207532116880431"
"154","317 as bus_stop","[0.8999999999999999,0.8999999999999999,1.0,0.8999999999999999]","[0.01305484144601991,0.01305484144601991,0.01305484144601991,0.01305484144601991]","5240.0","2","{39.94500000000062,25.3849999999984,0.0}","'wedge154'","416 as bus_stop","1.0","859","33","38","0","0.03046129670737981"
"155","50 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.00081219051744322,0.00081219051744322,0.00081219051744322,0.00081219051744322]","326.0","0","{24.73999999999978,15.229999999999563,0.0}","'wedge155'","48 as bus_stop","1.0","584","8","7","0","0.00189511120736752"
"156","100 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00095419928889802,0.00095419928889802,0.00095419928889802,0.00095419928889802]","383.0","0","{44.585000000000036,43.31500000000233,0.0}","'wedge156'","87 as bus_stop","1.0","560","9","10","0","0.00222646500742872"
"157","380 as bus_stop","[1.0,1.0,0.9999999999999999,0.0]","[0.00217871351995122,0.00217871351995122,0.00217871351995122,0.00217871351995122]","874.5","0","{68.17500000000018,26.014999999999418,0.0}","'wedge157'","246 as bus_stop","1.0","152","3","0","0","0.00508366487988619"
"158","34 as bus_stop","[0.7,1.0,0.9999999999999999,0.0]","[0.00058796614146197,0.00058796614146197,0.00058796614146197,0.00058796614146197]","236.0","0","{64.88999999999942,25.974999999998545,0.0}","'wedge158'","36 as bus_stop","1.0","1611","1","4","0","0.00137192099674459"
"159","30 as bus_stop","[0.0,0.0,0.0,0.0]","[0.0166019925290101,0.0166019925290101,0.0166019925290101,0.0166019925290101]","1433.5","0","{64.28999999999996,21.284999999999854,0.0}","'wedge159'","104 as bus_stop","1.0","3","7","7","4","0.03873798256769022"
"160","55 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.0008371043369967,0.0008371043369967,0.0008371043369967,0.0008371043369967]","336.0","0","{28.774999999999636,16.414999999997235,0.0}","'wedge160'","50 as bus_stop","1.0","995","5","10","0","0.00195324345299229"
"161","54 as bus_stop","[0.0,1.0,1.0,1.0]","[0.00078727669788975,0.00078727669788975,0.00078727669788975,0.00078727669788975]","316.0","0","{38.05000000000018,16.74499999999898,0.0}","'wedge161'","49 as bus_stop","1.0","995","5","8","0","0.00183697896174275"
"162","258 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00075239735051489,0.00075239735051489,0.00075239735051489,0.00075239735051489]","302.0","0","{50.38000000000011,8.354999999999563,0.0}","'wedge162'","239 as bus_stop","1.0","437","5","10","0","0.00175559381786807"
"163","140 as bus_stop","[1.0,1.0,0.8999999999999999,0.0]","[0.00001993105564278,0.00001993105564278,0.00001993105564278,0.00001993105564278]","8.0","0","{50.02000000000044,36.68499999999767,0.0}","'wedge163'","167 as bus_stop","1.0","486","1","0","0","0.00004650579649982"
"164","176 as bus_stop","[1.0,0.7999999999999999,1.0,1.0]","[0.00017937950078501,0.00017937950078501,0.00017937950078501,0.00017937950078501]","72.0","0","{42.215000000000146,20.270000000000437,0.0}","'wedge164'","309 as bus_stop","1.0","497","2","0","0","0.00041855216849835"
"165","379 as bus_stop","[0.9999999999999999,0.0,0.2,0.1]","[0.03854555216960662,0.05132508423120772,0.05705086647743116,0.03642425332537324]","6645.5","2","{61.025000000000546,34.875,0.0}","'wedge165'","391 as bus_stop","1.0","244","37","53","0","0.03863178382994132"
"166","64 as bus_stop","[1.0,1.0,0.7999999999999999,1.0]","[0.00004609056617393,0.00004609056617393,0.00004609056617393,0.00004609056617393]","18.5","0","{67.65500000000065,44.400000000001455,0.0}","'wedge166'","65 as bus_stop","1.0","776","0","5","0","0.00010754465440583"
"167","162 as bus_stop","[1.0,1.0,1.0,0.7999999999999999]","[0.00188971321313094,0.00188971321313094,0.00188971321313094,0.00188971321313094]","758.5","0","{69.9399999999996,31.610000000000582,0.0}","'wedge167'","369 as bus_stop","1.0","439","1","3","0","0.00440933083063885"
"168","428 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00084956124677343,0.00084956124677343,0.00084956124677343,0.00084956124677343]","341.0","0","{50.599999999999454,10.885000000002037,0.0}","'wedge168'","258 as bus_stop","1.0","437","5","11","0","0.00198230957580468"
"169","151 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00482829822946309,0.00482829822946309,0.00482829822946309,0.00482829822946309]","1938.0","0","{31.774999999999636,42.79500000000189,0.0}","'wedge169'","387 as bus_stop","1.0","206","11","19","0","0.01126602920208055"
"170","191 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00015820275416455,0.00015820275416455,0.00015820275416455,0.00015820275416455]","63.5","0","{41.80500000000029,38.909999999999854,0.0}","'wedge170'","261 as bus_stop","1.0","376","6","3","0","0.00036913975971729"
"171","212 as bus_stop","[0.8999999999999999,0.30000000000000004,1.0,1.0]","[0.00020180193838313,0.00020180193838313,0.00020180193838313,0.00020180193838313]","81.0","0","{37.01000000000022,25.12000000000262,0.0}","'wedge171'","378 as bus_stop","1.0","375","5","2","0","0.00047087118956064"
"172","5 as bus_stop","[1.0,0.5,1.0,0.7]","[0.00001494829173208,0.00001494829173208,0.00001494829173208,0.00001494829173208]","6.0","0","{19.725000000000364,32.4900000000016,0.0}","'wedge172'","6 as bus_stop","1.0","1595","0","4","0","0.00003487934737486"
"173","209 as bus_stop","[0.0,0.0,0.0,0.1]","[0.06946258909780151,0.06856790845343862,0.06856790845343862,0.06909535390308046]","5920.5","2","{23.86499999999978,32.74499999999898,0.0}","'wedge173'","355 as bus_stop","1.0","5","10","17","4","0.1599917863913568"
"174","86 as bus_stop","[0.6999999999999998,0.6,0.5999999999999998,0.6]","[0.01155378381792316,0.01155378381792316,0.01155378381792316,0.01155378381792316]","4637.5","2","{55.30000000000018,36.3849999999984,0.0}","'wedge174'","110 as bus_stop","1.0","244","18","25","0","0.02695882890848738"
"175","298 as bus_stop","[1.0,0.8999999999999999,1.0,1.0]","[0.00042727200534206,0.00042727200534206,0.00042727200534206,0.00042727200534206]","171.5","0","{69.80500000000029,35.54500000000189,0.0}","'wedge175'","344 as bus_stop","1.0","35","2","2","0","0.00099696801246482"
"176","384 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00017190535491896,0.00017190535491896,0.00017190535491896,0.00017190535491896]","69.0","0","{52.64500000000044,46.3550000000032,0.0}","'wedge176'","262 as bus_stop","1.0","375","1","2","0","0.00040111249481092"
"177","330 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00002740520150882,0.00002740520150882,0.00002740520150882,0.00002740520150882]","11.0","0","{55.539999999999964,52.090000000000146,0.0}","'wedge177'","257 as bus_stop","1.0","242","2","2","0","0.00006394547018725"
"178","274 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00002117674662045,0.00002117674662045,0.00002117674662045,0.00002117674662045]","8.5","0","{17.0,18.44499999999971,0.0}","'wedge178'","113 as bus_stop","1.0","411","0","1","0","0.00004941240878106"
"179","302 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000373707293302,0.00000373707293302,0.00000373707293302,0.00000373707293302]","1.5","0","{65.90499999999975,14.720000000001164,0.0}","'wedge179'","146 as bus_stop","1.0","286","0","2","0","0.00000871983684372"
"180","19 as bus_stop","[0.9999999999999999,1.0,1.0,1.0]","[0.00147489811756561,0.00147489811756561,0.00147489811756561,0.00147489811756561]","592.0","0","{64.4399999999996,52.47999999999956,0.0}","'wedge180'","215 as bus_stop","1.0","418","3","6","0","0.00344142894098642"
"181","88 as bus_stop","[1.0,1.0,0.9999999999999999,1.0]","[0.00733836554947551,0.00733836554947551,0.00733836554947551,0.00733836554947551]","2945.5","1","{21.63500000000022,29.334999999999127,0.0}","'wedge181'","196 as bus_stop","1.0","620","3","4","0","0.01712285294877619"
"182","91 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000249138195535,0.00000249138195535,0.00000249138195535,0.00000249138195535]","1.0","0","{81.8100000000004,46.02499999999782,0.0}","'wedge182'","425 as bus_stop","1.0","652","0","0","0","0.00000581322456248"
"183","88 as bus_stop","[1.0,1.0,0.4,0.7999999999999999]","[0.02645741752845742,0.02243856929628668,0.03148097781867086,0.01741500900607324]","5377.0","2","{22.715000000000146,29.68000000000029,0.0}","'wedge183'","240 as bus_stop","1.0","241","25","35","0","0.03125770847243917"
"184","41 as bus_stop","[0.7,1.0,1.0,0.9999999999999999]","[0.00025785803237845,0.00025785803237845,0.00025785803237845,0.00025785803237845]","103.5","0","{60.58000000000084,27.8949999999968,0.0}","'wedge184'","280 as bus_stop","1.0","457","0","3","0","0.00060166874221638"
"185","85 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00014948291732084,0.00014948291732084,0.00014948291732084,0.00014948291732084]","60.0","0","{28.350000000000364,49.69999999999709,0.0}","'wedge185'","299 as bus_stop","1.0","639","1","4","0","0.00034879347374862"
"186","388 as bus_stop","[1.0,1.0,0.7999999999999998,0.7999999999999999]","[0.00600672189434238,0.00600672189434238,0.00600672189434238,0.00600672189434238]","2411.0","1","{22.275000000000546,26.67000000000189,0.0}","'wedge186'","235 as bus_stop","1.0","455","2","4","0","0.0140156844201322"
"187","17 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00006851300377205,0.00006851300377205,0.00006851300377205,0.00006851300377205]","27.5","0","{17.975000000000364,32.18500000000131,0.0}","'wedge187'","16 as bus_stop","1.0","541","0","1","0","0.00015986367546812"
"188","196 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00101523814680403,0.00101523814680403,0.00101523814680403,0.00101523814680403]","407.5","0","{21.515000000000327,26.2599999999984,0.0}","'wedge188'","254 as bus_stop","1.0","620","2","3","0","0.0023688890092094"
"189","267 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.00050201346400248,0.00050201346400248,0.00050201346400248,0.00050201346400248]","201.5","0","{24.625,19.05500000000029,0.0}","'wedge189'","202 as bus_stop","1.0","604","2","4","0","0.00117136474933913"
"190","349 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000498276391069,0.00000498276391069,0.00000498276391069,0.00000498276391069]","2.0","0","{56.04999999999927,3.524999999997817,0.0}","'wedge190'","193 as bus_stop","1.0","363","2","0","0","0.00001162644912495"
"191","304 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00582360532062435,0.00582360532062435,0.00582360532062435,0.00582360532062435]","2337.5","1","{30.839999999999236,21.739999999997963,0.0}","'wedge191'","399 as bus_stop","1.0","409","10","18","0","0.01358841241479014"
"192","46 as bus_stop","[1.0,0.9999999999999998,0.6,1.0]","[0.00058422906852895,0.00058422906852895,0.00058422906852895,0.00058422906852895]","234.5","0","{57.76500000000033,15.609999999996944,0.0}","'wedge192'","271 as bus_stop","1.0","508","1","6","0","0.00136320115990087"
"193","90 as bus_stop","[1.0,1.0,0.4,0.6]","[0.00006103885790601,0.00006103885790601,0.00006103885790601,0.00006103885790601]","24.5","0","{53.11999999999989,43.6150000000016,0.0}","'wedge193'","323 as bus_stop","1.0","475","0","4","0","0.00014242400178069"
"194","295 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00198064865450111,0.00198064865450111,0.00198064865450111,0.00198064865450111]","795.0","0","{77.98499999999967,40.409999999999854,0.0}","'wedge194'","422 as bus_stop","1.0","411","7","10","0","0.00462151352716926"
"195","175 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00032387965419515,0.00032387965419515,0.00032387965419515,0.00032387965419515]","130.0","0","{13.585000000000036,26.665000000000873,0.0}","'wedge195'","408 as bus_stop","1.0","455","1","1","0","0.00075571919312202"
"196","47 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00069260418358655,0.00069260418358655,0.00069260418358655,0.00069260418358655]","278.0","0","{60.48000000000047,14.125,0.0}","'wedge196'","46 as bus_stop","1.0","1973","2","5","0","0.00161607642836862"
"197","395 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00605156676953862,0.00605156676953862,0.00605156676953862,0.00605156676953862]","2429.0","1","{18.649999999999636,43.6150000000016,0.0}","'wedge197'","259 as bus_stop","1.0","244","11","16","0","0.01412032246225679"
"198","229 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000249138195535,0.00000249138195535,0.00000249138195535,0.00000249138195535]","1.0","0","{52.349999999999454,2.344999999997526,0.0}","'wedge198'","349 as bus_stop","1.0","363","1","2","0","0.00000581322456248"
"199","256 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00121579439420949,0.00121579439420949,0.00121579439420949,0.00121579439420949]","488.0","0","{23.50500000000011,47.70999999999913,0.0}","'wedge199'","314 as bus_stop","1.0","560","6","13","0","0.00283685358648881"
"200","120 as bus_stop","[1.0,1.0,0.8999999999999998,0.6]","[0.00133538072806616,0.00133538072806616,0.00133538072806616,0.00133538072806616]","536.0","0","{51.86999999999989,42.79000000000087,0.0}","'wedge200'","115 as bus_stop","1.0","556","6","6","0","0.00311588836548771"
"201","426 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00000622845488837,0.00000622845488837,0.00000622845488837,0.00000622845488837]","2.5","0","{76.24000000000069,44.974999999998545,0.0}","'wedge201'","128 as bus_stop","1.0","461","1","1","0","0.00001453306140619"
