"#","appeal_matrix","code","fattore_scelta","list_raggiungibili","location","name","out_edges","popolazione","popolazione_old","stop_raggiungibili","vicini_geo"
"154","[[120,37,37,57,46,55,40,16,3,3],[4,11,11,11,14,23,20,16,3,3],[4,11,11,11,14,23,20,16,3,3],[4,4,4,4,4,4,4,4,3,3],[198,98,98,130,126,186,147,89,3,3],[0,0,0,0,0,0,0,0,0,0]] as matrix","105","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{58.1299999999992,54.30999999999767,0.0}","'Regina Margherita'","[210 as wedge,383 as wedge]","0","0","[90 as bus_stop,154 as bus_stop,169 as bus_stop,204 as bus_stop,225 as bus_stop,237 as bus_stop,264 as bus_stop,282 as bus_stop,284 as bus_stop,323 as bus_stop,326 as bus_stop,338 as bus_stop,346 as bus_stop,360 as bus_stop,392 as bus_stop,406 as bus_stop]","[71 as bus_stop,154 as bus_stop,291 as bus_stop]"
"155","[[7,7,7,7,7,15,7,7,7,7],[2,2,2,2,2,2,2,2,2,2],[3,3,3,3,3,5,3,3,3,3],[2,2,2,2,2,3,2,2,2,2],[16,16,16,16,16,41,16,16,16,16],[151,151,151,151,151,400,151,151,151,151]] as matrix","1848","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{26.670000000000073,43.669999999998254,0.0}","'Bianchi'","[283 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,155 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,226 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,287 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,340 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,397 as bus_stop,401 as bus_stop,402 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[84 as bus_stop,96 as bus_stop,155 as bus_stop,194 as bus_stop,405 as bus_stop]"
"156","[[9,10,10,10,11,15,11,11,9,9],[47,47,47,47,47,112,47,47,47,47],[447,429,429,437,434,1085,418,407,399,399],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[3,27,27,27,34,61,53,42,3,3]] as matrix","2147","[0.8949394272882436,0.9790481586566039,0.9975968724601328,0.0001,0.0001,0.7166321067174783]","[]","{44.030000000000655,46.06999999999971,0.0}","'Servais'","[213 as wedge]","3","1","[7 as bus_stop,8 as bus_stop,9 as bus_stop,123 as bus_stop,156 as bus_stop,293 as bus_stop,294 as bus_stop,312 as bus_stop]","[156 as bus_stop,327 as bus_stop]"
"157","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[18,7,7,9,8,8,6,3,3,3],[651,147,147,255,183,183,111,3,3,3],[6,4,4,4,4,4,4,3,3,3],[5,4,4,4,4,4,4,3,3,3]] as matrix","1222","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{39.850000000000364,4.569999999999709,0.0}","'San Paolo'","[31 as wedge]","0","0","[19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,118 as bus_stop,124 as bus_stop,137 as bus_stop,145 as bus_stop,157 as bus_stop,168 as bus_stop,198 as bus_stop,211 as bus_stop,213 as bus_stop,215 as bus_stop,219 as bus_stop,224 as bus_stop,230 as bus_stop,239 as bus_stop,246 as bus_stop,258 as bus_stop,263 as bus_stop,275 as bus_stop,279 as bus_stop,280 as bus_stop,289 as bus_stop,295 as bus_stop,311 as bus_stop,316 as bus_stop,320 as bus_stop,325 as bus_stop,331 as bus_stop,340 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,380 as bus_stop,382 as bus_stop,394 as bus_stop,402 as bus_stop,403 as bus_stop,414 as bus_stop,415 as bus_stop,422 as bus_stop,426 as bus_stop,428 as bus_stop]","[74 as bus_stop,157 as bus_stop,237 as bus_stop]"
"158","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[16,10,10,11,10,11,8,6,6,6],[442,103,103,176,128,127,78,6,6,6],[7,6,6,7,6,7,6,6,6,6],[6,6,6,6,6,6,6,6,6,6]] as matrix","550","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{55.97999999999956,17.68000000000029,0.0}","'Sabotino Est'","[221 as wedge]","1","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,97 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,117 as bus_stop,119 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,158 as bus_stop,166 as bus_stop,169 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,263 as bus_stop,267 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,277 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,341 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,421 as bus_stop,422 as bus_stop,426 as bus_stop]","[29 as bus_stop,44 as bus_stop,58 as bus_stop,158 as bus_stop,174 as bus_stop,198 as bus_stop,211 as bus_stop,271 as bus_stop,320 as bus_stop,352 as bus_stop,375 as bus_stop]"
"159","[[4,5,5,5,6,8,7,6,3,3],[4,5,5,5,6,8,7,6,3,3],[4,4,4,4,4,4,4,4,3,3],[257,70,70,113,88,100,69,21,3,3],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","2090","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{59.22999999999956,27.459999999999127,0.0}","'Adriano Ovest'","[149 as wedge]","1","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,78 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,145 as bus_stop,151 as bus_stop,159 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,224 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,289 as bus_stop,290 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,316 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,340 as bus_stop,345 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,361 as bus_stop,362 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,376 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,393 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop,426 as bus_stop]","[139 as bus_stop,142 as bus_stop,159 as bus_stop,272 as bus_stop,280 as bus_stop]"
"160","[[145,81,81,103,100,144,117,77,14,14],[15,52,52,52,64,108,95,77,14,14],[15,52,52,52,64,108,95,77,14,14],[15,15,15,15,15,16,16,15,14,14],[232,311,311,347,406,696,589,428,14,14],[0,0,0,0,0,0,0,0,0,0]] as matrix","1521","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{52.100000000000364,27.099999999998545,0.0}","'Frejus'","[343 as wedge]","0","0","[97 as bus_stop,117 as bus_stop,160 as bus_stop,169 as bus_stop,178 as bus_stop,195 as bus_stop,237 as bus_stop,249 as bus_stop,318 as bus_stop,326 as bus_stop,351 as bus_stop,358 as bus_stop,392 as bus_stop,406 as bus_stop,412 as bus_stop,421 as bus_stop]","[160 as bus_stop,213 as bus_stop,286 as bus_stop,290 as bus_stop]"
"161","[[6,6,6,6,6,6,6,6,5,5],[513,158,158,242,199,245,176,71,5,5],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[7,3,3,4,3,3,2,1,1,1],[248,56,56,97,70,70,43,1,1,1]] as matrix","1988","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{30.48999999999978,47.44000000000233,0.0}","'Bellardi'","[326 as wedge]","0","0","[7 as bus_stop,8 as bus_stop,9 as bus_stop,87 as bus_stop,89 as bus_stop,100 as bus_stop,130 as bus_stop,135 as bus_stop,149 as bus_stop,161 as bus_stop,171 as bus_stop,218 as bus_stop,234 as bus_stop,247 as bus_stop,248 as bus_stop,256 as bus_stop,293 as bus_stop,297 as bus_stop,314 as bus_stop,333 as bus_stop,377 as bus_stop,418 as bus_stop]","[119 as bus_stop,149 as bus_stop,161 as bus_stop]"
"162","[[0,0,0,0,0,0,0,0,0,0],[3,2,2,2,2,2,2,1,1,1],[80,19,19,32,23,23,15,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1],[2,2,2,2,2,2,2,1,1,1]] as matrix","3351","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{67.75,32.70999999999913,0.0}","'Palmieri'","[378 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,29 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,39 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,97 as bus_stop,102 as bus_stop,103 as bus_stop,106 as bus_stop,110 as bus_stop,117 as bus_stop,119 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,148 as bus_stop,151 as bus_stop,158 as bus_stop,162 as bus_stop,166 as bus_stop,169 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,184 as bus_stop,186 as bus_stop,187 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,199 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,251 as bus_stop,253 as bus_stop,255 as bus_stop,263 as bus_stop,267 as bus_stop,271 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,277 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,295 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,311 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,337 as bus_stop,339 as bus_stop,341 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,373 as bus_stop,375 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,398 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,421 as bus_stop,422 as bus_stop]","[162 as bus_stop,382 as bus_stop]"
"163","[[412,93,93,161,116,116,70,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[13,101,101,101,130,234,204,159,11,11],[74,45,45,55,55,78,64,44,11,11],[12,31,31,31,38,60,54,44,11,11]] as matrix","1997","[0.04988856198738298,0.0001,0.0001,0.7614005754488875,0.7614005754488875,0.7614005754488875]","[]","{44.649999999999636,40.26000000000204,0.0}","'Borgosesia'","[382 as wedge]","1","3","[13 as bus_stop,14 as bus_stop,15 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,77 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,96 as bus_stop,102 as bus_stop,103 as bus_stop,110 as bus_stop,111 as bus_stop,119 as bus_stop,121 as bus_stop,124 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,151 as bus_stop,163 as bus_stop,166 as bus_stop,177 as bus_stop,179 as bus_stop,180 as bus_stop,181 as bus_stop,186 as bus_stop,188 as bus_stop,194 as bus_stop,198 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,250 as bus_stop,251 as bus_stop,252 as bus_stop,253 as bus_stop,255 as bus_stop,259 as bus_stop,263 as bus_stop,267 as bus_stop,275 as bus_stop,276 as bus_stop,278 as bus_stop,279 as bus_stop,303 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,317 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,334 as bus_stop,335 as bus_stop,337 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,354 as bus_stop,355 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,375 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,391 as bus_stop,393 as bus_stop,395 as bus_stop,401 as bus_stop,402 as bus_stop,404 as bus_stop,405 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,422 as bus_stop]","[163 as bus_stop,191 as bus_stop,255 as bus_stop]"
"164","[[4,4,4,4,4,4,4,3,3,3],[64,17,17,27,20,20,14,3,3,3],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[10,17,17,18,19,22,18,15,7,7],[107,35,35,51,41,40,27,9,7,7]] as matrix","188","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{63.51000000000022,50.25,0.0}","'Martinetto Est'","[102 as wedge,257 as wedge]","0","0","[7 as bus_stop,8 as bus_stop,9 as bus_stop,13 as bus_stop,14 as bus_stop,15 as bus_stop,19 as bus_stop,21 as bus_stop,29 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,39 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,64 as bus_stop,65 as bus_stop,67 as bus_stop,81 as bus_stop,82 as bus_stop,83 as bus_stop,84 as bus_stop,86 as bus_stop,87 as bus_stop,88 as bus_stop,89 as bus_stop,95 as bus_stop,97 as bus_stop,100 as bus_stop,103 as bus_stop,106 as bus_stop,109 as bus_stop,110 as bus_stop,115 as bus_stop,117 as bus_stop,119 as bus_stop,120 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,130 as bus_stop,134 as bus_stop,135 as bus_stop,136 as bus_stop,138 as bus_stop,148 as bus_stop,149 as bus_stop,151 as bus_stop,158 as bus_stop,161 as bus_stop,164 as bus_stop,165 as bus_stop,166 as bus_stop,169 as bus_stop,171 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,199 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,216 as bus_stop,218 as bus_stop,219 as bus_stop,227 as bus_stop,234 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,247 as bus_stop,248 as bus_stop,249 as bus_stop,251 as bus_stop,253 as bus_stop,255 as bus_stop,256 as bus_stop,263 as bus_stop,266 as bus_stop,267 as bus_stop,268 as bus_stop,271 as bus_stop,272 as bus_stop,276 as bus_stop,277 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,293 as bus_stop,297 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,314 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,328 as bus_stop,333 as bus_stop,334 as bus_stop,336 as bus_stop,339 as bus_stop,341 as bus_stop,343 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,373 as bus_stop,375 as bus_stop,377 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,396 as bus_stop,398 as bus_stop,399 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,418 as bus_stop,421 as bus_stop,433 as bus_stop,434 as bus_stop]","[83 as bus_stop,164 as bus_stop,215 as bus_stop,307 as bus_stop,311 as bus_stop,383 as bus_stop]"
"165","[[1,2,2,2,2,2,1,1,1,1],[1,14,14,14,14,8,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[12,55,55,56,71,125,109,85,7,7],[217,64,64,99,79,91,65,25,7,7]] as matrix","644","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{62.75,36.48999999999796,0.0}","'Bernini'","[242 as wedge]","0","0","[13 as bus_stop,14 as bus_stop,15 as bus_stop,29 as bus_stop,31 as bus_stop,33 as bus_stop,35 as bus_stop,38 as bus_stop,39 as bus_stop,40 as bus_stop,41 as bus_stop,42 as bus_stop,46 as bus_stop,47 as bus_stop,81 as bus_stop,82 as bus_stop,84 as bus_stop,86 as bus_stop,88 as bus_stop,95 as bus_stop,96 as bus_stop,97 as bus_stop,102 as bus_stop,103 as bus_stop,106 as bus_stop,109 as bus_stop,110 as bus_stop,117 as bus_stop,119 as bus_stop,124 as bus_stop,126 as bus_stop,127 as bus_stop,129 as bus_stop,134 as bus_stop,136 as bus_stop,137 as bus_stop,148 as bus_stop,151 as bus_stop,158 as bus_stop,165 as bus_stop,166 as bus_stop,169 as bus_stop,174 as bus_stop,177 as bus_stop,178 as bus_stop,179 as bus_stop,180 as bus_stop,186 as bus_stop,188 as bus_stop,190 as bus_stop,192 as bus_stop,195 as bus_stop,198 as bus_stop,199 as bus_stop,202 as bus_stop,206 as bus_stop,207 as bus_stop,208 as bus_stop,209 as bus_stop,211 as bus_stop,215 as bus_stop,216 as bus_stop,219 as bus_stop,237 as bus_stop,238 as bus_stop,240 as bus_stop,241 as bus_stop,242 as bus_stop,246 as bus_stop,249 as bus_stop,251 as bus_stop,253 as bus_stop,255 as bus_stop,263 as bus_stop,267 as bus_stop,271 as bus_stop,272 as bus_stop,275 as bus_stop,276 as bus_stop,277 as bus_stop,278 as bus_stop,279 as bus_stop,281 as bus_stop,286 as bus_stop,303 as bus_stop,304 as bus_stop,305 as bus_stop,306 as bus_stop,310 as bus_stop,317 as bus_stop,318 as bus_stop,320 as bus_stop,322 as bus_stop,325 as bus_stop,326 as bus_stop,334 as bus_stop,339 as bus_stop,341 as bus_stop,347 as bus_stop,348 as bus_stop,350 as bus_stop,353 as bus_stop,355 as bus_stop,358 as bus_stop,361 as bus_stop,364 as bus_stop,365 as bus_stop,373 as bus_stop,375 as bus_stop,379 as bus_stop,380 as bus_stop,381 as bus_stop,382 as bus_stop,387 as bus_stop,388 as bus_stop,390 as bus_stop,391 as bus_stop,392 as bus_stop,393 as bus_stop,398 as bus_stop,399 as bus_stop,402 as bus_stop,405 as bus_stop,406 as bus_stop,407 as bus_stop,409 as bus_stop,410 as bus_stop,411 as bus_stop,412 as bus_stop,413 as bus_stop,414 as bus_stop,415 as bus_stop,416 as bus_stop,417 as bus_stop,421 as bus_stop,422 as bus_stop]","[1 as bus_stop,165 as bus_stop,279 as bus_stop,379 as bus_stop,391 as bus_stop]"
"166","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","862","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{20.73999999999978,27.419999999998254,0.0}","'Vandalino'","[121 as wedge]","3","0","[166 as bus_stop,202 as bus_stop,208 as bus_stop,267 as bus_stop,410 as bus_stop]","[166 as bus_stop,177 as bus_stop,196 as bus_stop,235 as bus_stop]"
"167","[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]] as matrix","3502","[1.0001,1.0001,1.0001,1.0001,1.0001,1.0001]","[]","{49.18000000000029,35.0199999999968,0.0}","'Rivoli Nord'","[163 as wedge]","1","0","[116 as bus_stop,140 as bus_stop,167 as bus_stop,223 as bus_stop,291 as bus_stop,370 as bus_stop]","[0 as bus_stop,82 as bus_stop,167 as bus_stop,204 as bus_stop,216 as bus_stop,245 as bus_stop,346 as bus_stop]"
