0,0,0,400,400,400,400,400,0,0
0,60,60,60,80,150,130,100,0,0
0,120,120,120,120,60,0,0,0,0
240,240,240,240,240,640,240,240,240,240
900,200,200,350,250,250,150,0,0,0
300,200,200,200,200,75,0,0,0,0
800,600,400,600,500,300,0,0,0,0
0,0,0,0,100,0,100,0,0,0
