"#","location","name","target_list","total_risk","utility"
"0","{59.41559447417977,65.05509211659339,0.0}","'GTKIRA0'","[[439 as wedge,327 as wedge,165 as wedge,70 as wedge,329 as wedge,336 as wedge,35 as wedge,68 as wedge,40 as wedge,395 as wedge,30 as wedge,17 as wedge,364 as wedge,362 as wedge,139 as wedge,385 as wedge,344 as wedge,398 as wedge,197 as wedge,74 as wedge,388 as wedge,126 as wedge,368 as wedge,124 as wedge,145 as wedge,191 as wedge,301 as wedge,345 as wedge,242 as wedge,342 as wedge,114 as wedge,118 as wedge,250 as wedge,411 as wedge,246 as wedge,314 as wedge,43 as wedge,169 as wedge,183 as wedge,299 as wedge],[92 as wedge,362 as wedge,311 as wedge,238 as wedge,70 as wedge,28 as wedge,300 as wedge,329 as wedge,100 as wedge,336 as wedge,35 as wedge,68 as wedge,395 as wedge,9 as wedge,327 as wedge,44 as wedge,17 as wedge,423 as wedge,77 as wedge,385 as wedge,86 as wedge,139 as wedge,344 as wedge,398 as wedge,276 as wedge,197 as wedge,382 as wedge,124 as wedge,126 as wedge,145 as wedge,342 as wedge,242 as wedge,368 as wedge,114 as wedge,191 as wedge,345 as wedge,314 as wedge,118 as wedge,246 as wedge,165 as wedge],[364 as wedge,183 as wedge,419 as wedge,74 as wedge,282 as wedge,70 as wedge,28 as wedge,154 as wedge,15 as wedge,329 as wedge,68 as wedge,77 as wedge,35 as wedge,395 as wedge,387 as wedge,336 as wedge,17 as wedge,47 as wedge,30 as wedge,385 as wedge,221 as wedge,344 as wedge,398 as wedge,423 as wedge,139 as wedge,197 as wedge,44 as wedge,126 as wedge,250 as wedge,312 as wedge,382 as wedge,124 as wedge,73 as wedge,342 as wedge,274 as wedge,145 as wedge,114 as wedge,40 as wedge,242 as wedge,368 as wedge],[100 as wedge,426 as wedge,238 as wedge,245 as wedge,300 as wedge,154 as wedge,9 as wedge,423 as wedge,84 as wedge,1 as wedge,419 as wedge,165 as wedge,364 as wedge,28 as wedge,127 as wedge,215 as wedge,77 as wedge,387 as wedge,329 as wedge,336 as wedge,35 as wedge,68 as wedge,282 as wedge,44 as wedge,395 as wedge,17 as wedge,30 as wedge,385 as wedge,25 as wedge,344 as wedge,398 as wedge,249 as wedge,197 as wedge,139 as wedge,70 as wedge,314 as wedge,126 as wedge,368 as wedge,191 as wedge,345 as wedge]]","367.3743294825786","75876695.0"
