0,57.5
1,2172.5
2,107.0
3,331.0
4,24.0
5,87.5
6,171.5
7,61.5
8,4341.0
9,6029.5
10,177.5
11,100.0
12,2.0
13,2829.5
14,471.0
15,5093.0
16,76.0
17,2493.0
18,2976.5
19,28.0
20,6.0
21,86.5
22,431.0
23,609.0
24,91.0
25,5860.0
26,451.0
27,350.5
28,2605.0
29,54.0
30,2906.0
31,176.5
32,8.5
33,228.0
34,78.5
35,2557.0
36,264.5
37,338.5
38,6.0
39,256.5
40,2263.0
41,361.0
42,762.0
43,1799.5
44,6621.0
45,191.0
46,1715.5
47,3186.5
48,88.5
49,8.5
50,128.0
51,463.5
52,4772.5
53,452.0
54,884.0
55,371.0
56,165.5
57,543.0
58,45.0
59,109.5
60,33.0
61,2310.5
62,128.5
63,100.0
64,3862.0
65,3257.5
66,281.0
67,63.5
68,2525.0
69,0.0
70,2621.0
71,3453.5
72,3.5
73,2317.0
74,3308.5
75,82.5
76,5258.0
77,2589.0
78,367.0
79,551.0
80,182.5
81,344.5
82,122.0
83,26.5
84,6293.0
85,4.0
86,6654.0
87,212.0
88,35.0
89,141.5
90,6.0
91,5457.0
92,5201.0
93,228.0
94,5.0
95,356.0
96,4309.0
97,1419.5
98,393.5
99,111.5
100,5139.0
101,21.0
102,1080.0
103,1110.5
104,4032.0
105,293.5
106,327.0
107,22.0
108,28.5
109,55.0
110,3846.0
111,217.5
112,182.5
113,2.0
114,2381.0
115,24.0
116,7.0
117,278.0
118,2363.5
119,4325.0
120,29.5
121,463.5
122,11.5
123,344.5
124,2365.0
125,272.0
126,2413.0
127,3898.5
128,5266.5
129,1611.0
130,136.0
131,548.0
132,16.0
133,298.0
134,1135.5
135,36.0
136,3810.5
137,143.5
138,57.5
139,2285.0
140,201.0
141,93.0
142,16.0
143,100.0
144,527.0
145,2349.0
146,527.0
147,69.0
148,67.5
149,415.0
150,552.0
151,245.0
152,3270.0
153,357.0
154,5240.0
155,326.0
156,383.0
157,874.5
158,236.0
159,1433.5
160,336.0
161,316.0
162,302.0
163,8.0
164,72.0
165,6645.5
166,18.5
167,758.5
168,341.0
169,1938.0
170,63.5
171,81.0
172,6.0
173,5920.5
174,4637.5
175,171.5
176,69.0
177,11.0
178,8.5
179,1.5
180,592.0
181,2945.5
182,1.0
183,5377.0
184,103.5
185,60.0
186,2411.0
187,27.5
188,407.5
189,201.5
190,2.0
191,2337.5
192,234.5
193,24.5
194,795.0
195,130.0
196,278.0
197,2429.0
198,1.0
199,488.0
200,536.0
201,2.5
202,9.5
203,2.5
204,267.0
205,59.5
206,516.0
207,190.5
208,493.0
209,1716.0
210,18.0
211,14.0
212,111.0
213,61.5
214,24.0
215,4381.0
216,102.0
217,408.0
218,51.5
219,7.0
220,5.0
221,5574.5
222,1874.0
223,200.5
224,4.0
225,808.0
226,1093.5
227,33.5
228,3.5
229,275.0
230,57.5
231,524.0
232,261.0
233,57.5
234,186.0
235,79.5
236,375.5
237,3.5
238,6416.0
239,884.0
240,1257.5
241,298.0
242,2464.0
243,79.0
244,117.5
245,5436.0
246,1954.0
247,5217.5
248,3324.5
249,4461.0
250,2402.0
251,1292.5
252,55.0
253,536.0
254,298.5
255,2977.5
256,466.0
257,382.5
258,85.0
259,679.0
260,201.5
261,3722.5
262,6.5
263,84.0
264,762.5
265,120.0
266,154.0
267,2653.0
268,267.5
269,120.5
270,6.5
271,503.0
272,1280.0
273,1890.0
274,2333.0
275,39.0
276,6637.0
277,258.0
278,103.5
279,333.5
280,3170.0
281,305.0
282,4649.0
283,296.0
284,2.0
285,21.5
286,2934.0
287,135.0
288,178.5
289,1863.0
290,410.0
291,22.0
292,19.0
293,428.5
294,921.5
295,668.5
296,792.0
297,1655.0
298,147.0
299,1922.0
300,5339.0
301,4256.5
302,631.0
303,69.5
304,600.0
305,968.0
306,81.0
307,210.5
308,2.5
309,3010.0
310,343.0
311,5642.5
312,4923.5
313,1190.0
314,1970.0
315,43.5
316,1801.0
317,609.0
318,248.0
319,3456.0
320,2.0
321,566.0
322,315.5
323,2228.5
324,1.5
325,1649.5
326,543.0
327,5036.0
328,165.0
329,2541.0
330,348.0
331,85.0
332,263.0
333,85.0
334,4293.0
335,220.0
336,2573.0
337,1.0
338,101.0
339,22.0
340,87.5
341,101.0
342,2397.0
343,79.5
344,2461.0
345,2351.5
346,4277.0
347,12.0
348,1.0
349,296.0
350,327.0
351,84.0
352,32.0
353,112.0
354,404.5
355,36.0
356,333.5
357,5756.5
358,3798.0
359,198.5
360,503.0
361,6.5
362,5440.5
363,332.0
364,4703.5
365,1906.0
366,51.5
367,60.0
368,2321.5
369,23.0
370,624.0
371,548.0
372,2679.0
373,111.5
374,384.0
375,40.5
376,39.5
377,16.0
378,225.5
379,361.5
380,27.0
381,115.5
382,2301.0
383,0.5
384,1364.5
385,2477.0
386,215.0
387,2219.5
388,5201.5
389,10.0
390,5002.0
391,16.0
392,514.0
393,548.0
394,76.0
395,2509.0
396,22.0
397,82.0
398,2445.0
399,179.0
400,7.5
401,401.0
402,551.0
403,3830.0
404,516.0
405,147.0
406,411.0
407,1.0
408,1178.0
409,117.5
410,132.0
411,2559.0
412,67.5
413,527.0
414,21.0
415,351.0
416,69.5
417,24.5
418,3372.5
419,3200.5
420,69.0
421,1400.5
422,587.0
423,6670.0
424,113.5
425,15.0
426,6360.0
427,796.0
428,57.0
429,22.0
430,5.0
431,86.5
432,216.5
433,39.5
434,143.5
435,1697.0
436,25.0
437,41.0
438,66.0
439,3555.0
440,20.0
441,273.0
442,33.0
443,1.0
444,3814.0
