558,854,964,2653,186,184,554,595,3286,596,559,557,3287,623,621,622,1519,1523,868,956,1849,1930,1853,2097,1981,1513,1979,1231,954,1620,1524,1845,1535,2096,4,20,1767,875,456,3354,189,1990,2090,1521,862,990,860,1515,9,952,1996,1773,1123,870,1549,552,1857,865,958,1863,3324,3445,3011,13,1530,2783,126,2093,864,856,5,1555,1226,955,1917,1747,1998,3198,1859,2091,1611,21,960,597,1924,1520,2788,2094,2680,1072,1120,1994,867,1855,187,1947,871,1224,877,2000,555,2648,1768,1977,866,1765,2095,3,959,1843,3210,872,962,1512,858,2092,873,3196,2392,191,18,4001,1851,1533,1829,863,1122,17,2646,10,216,3013,1847,1544,1518,12,2778,1989,1508,1992,4016,3149,869,1766,1510,3463,193
560,854,964,2653,186,184,554,595,3286,596,558,559,557,3287,623,621,622,1519,1523,868,956,1849,1930,1853,2097,1981,1513,1979,1231,954,1620,1524,1845,1535,2096,4,20,1767,875,456,3354,189,1990,2090,1521,862,990,860,1515,9,952,1996,1773,1123,870,1549,552,1857,865,958,1863,3324,3445,3011,13,1530,2783,126,2093,864,856,5,1555,1226,955,1917,1747,1998,3198,1859,2091,1611,21,960,597,1924,1520,2788,2094,2680,1072,1120,1994,867,1855,187,1947,871,1224,877,2000,555,2648,1768,1977,866,1765,2095,3,959,1843,3210,872,962,1512,858,2092,873,3196,2392,191,18,4001,1851,1533,1829,863,1122,17,2646,10,216,3013,1847,1544,1518,12,2778,1989,1508,1992,4016,3149,869,1766,1510,3463,193
559
646,854,964,2653,186,649,554,595,596,559,557,3287,623,621,622,868,956,1849,1930,1853,2097,1981,1513,1979,1231,648,954,1524,1845,1535,2096,4,20,1767,875,456,189,3197,1990,550,862,990,2391,860,1515,9,952,1996,1773,1123,870,1549,552,3151,1857,865,958,1863,3324,3445,3011,13,1530,126,2093,864,856,5,1555,1226,955,1747,1998,3198,1859,620,2091,1611,21,876,960,597,1924,1520,2680,1072,1120,1994,867,1855,187,1947,871,1224,877,2000,555,2648,1768,1977,866,874,3,959,1843,872,962,1512,858,873,3196,551,2392,18,4001,1851,1533,1829,863,1122,17,2646,10,3199,216,3013,1847,1544,1518,12,2778,1989,1508,1992,4016,3149,869,1766,1510,3463
557,559
3287,559,557
623
617,854,964,2653,186,184,554,618,595,596,559,557,3287,623,592,619,621,622,531,539,533,532,547,534,541,535,540,538,549,544,548,545,546,868,956,1849,1930,1853,2097,1981,1513,1979,1231,954,1620,1524,1845,1934,1535,2096,4,20,1767,875,456,536,594,189,1990,862,990,2391,860,1515,9,952,1996,1773,1123,870,1549,552,1857,865,958,1863,3324,3445,1928,3011,13,1530,2783,1900,126,2093,864,856,5,1555,1226,955,1917,1747,1998,3198,1859,1932,2091,1611,21,876,960,597,1924,1520,2788,2680,1072,1120,1994,867,1855,187,1947,871,1224,877,2000,555,2648,1768,1977,866,1765,874,3,959,1843,3447,872,962,1512,858,873,3196,2392,191,18,4001,1851,1533,1829,863,1122,17,2646,10,216,593,3013,1847,1544,1518,12,2778,1989,1508,1992,4016,3149,869,1766,1926,1510,3463,193
592,186,184,595,596,1535,456,594,189,3011,1530,2783,1611,597,2788,2680,187,1947,1765,191,1533,593,3013,3463,193
619,854,964,2653,186,184,554,595,596,559,557,3287,623,592,621,622,531,539,533,532,547,534,541,535,540,538,549,544,548,545,546,868,956,1849,1930,1853,2097,1981,1513,1979,1231,954,1620,1524,1845,1934,1535,2096,4,20,1767,875,456,536,594,189,1990,862,990,2391,860,1515,9,952,1996,1773,1123,870,1549,552,1857,865,958,1863,3324,3445,1928,3011,13,1530,2783,1900,126,2093,864,856,5,1555,1226,2512,955,1917,1747,1998,2539,3198,1859,1932,2091,1611,21,876,960,597,1924,1520,2788,2680,1072,1120,1994,867,1855,187,1947,871,1224,877,2000,555,2648,1768,1977,866,1765,874,3,959,1843,3447,872,962,1512,858,873,3196,2392,191,18,4001,1851,1533,1829,863,1122,17,2646,10,216,593,3013,1847,1544,1518,12,2778,1989,1508,1992,4016,3149,869,1766,1926,1510,3463,193
621,623,622
622,623
531,623,621,622,539,533,547,541,535,549,545,1934,3445,1900,1932,1512,1508,1510
539,623,621,622,547,541,549,545,1934,3445,1900,1932,1512,1508,1510
533,623,621,622,539,547,541,535,549,545,1934,3445,1900,1932,1512,1508,1510
532,623,621,622,531,539,533,547,541,535,549,545,1934,3445,1928,1900,1932,1512,1508,1926,1510
547,623,621,622,549,3445
534,623,621,622,531,539,533,532,547,541,535,549,545,1934,3445,1928,1900,1932,1512,1508,1926,1510
541,623,621,622,547,549,545,1934,3445,1900,1932,1512,1508,1510
535,623,621,622,539,547,541,549,545,1934,3445,1900,1932,1512,1508,1510
540,623,621,622,531,539,533,532,547,534,541,535,538,549,545,1934,536,3445,1928,1900,1932,1512,1508,1926,1510
538,623,621,622,531,539,533,532,547,534,541,535,549,545,1934,536,3445,1928,1900,1932,1512,1508,1926,1510
549,623,621,622,3445
544,623,621,622,531,539,533,532,547,534,541,535,540,538,549,545,1934,536,3445,1928,1900,1932,1512,1508,1926,1510
548,623,621,622,531,539,533,532,547,534,541,535,540,538,549,544,545,546,1934,536,3445,1928,1900,1932,1512,1508,1926,1510
545,623,621,622,547,549,3445
546,623,621,622,531,539,533,532,547,534,541,535,540,538,549,544,545,1934,536,3445,1928,1900,1932,1512,1508,1926,1510
1728,108,1723,2625,106,1726,1095,1725,1126,2627
1729,1731
1727,1729,1731
1299
1731
1732,1728,1730,108,1723,2625,106,1726,1095,1725,1126,2627
1730,1728,108,1723,2625,106,1726,1095,1725,1126,2627
2787,854,649,553,559,646,557,3287,623,621,622,868,1849,1853,2097,1513,5053,648,1524,1845,2096,1911,3197,1990,2613,550,3351,990,2391,860,1515,9,1531,1532,1773,1123,870,1549,3151,2170,865,3324,13,126,2093,864,856,5,1226,955,1747,620,2091,876,1924,1520,1120,867,871,1224,1560,2648,1768,866,874,3,959,1843,872,1512,858,873,1764,3350,2719,551,1851,1829,1122,2646,3199,216,1847,1544,1518,12,1989,1508,869,1766,1510,3405,193
3413,1729,1727,1731,1124,1125
2647,186,184,554,595,596,559,557,3287,623,621,622,1223,1535,456,189,1222,1514,552,3445,3211,3011,1530,2783,1522,1548,1555,1550,3198,1611,597,3355,2788,2680,187,1947,877,555,1551,1765,3196,2392,191,4001,1533,1546,3013,1225,4016,3149,3463,193,3279
2654,854,964,2653,554,595,596,623,621,622,963,1995,956,1849,1930,1853,1981,1979,1231,954,1620,1845,1745,1535,4,20,1767,875,456,1990,1997,862,860,9,952,1999,1996,1773,1980,552,1857,865,958,1863,3324,3445,13,1530,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,1611,21,960,597,1072,1994,867,1855,871,877,2000,555,1768,1991,1977,3,959,1843,1993,962,858,873,3196,2392,18,4001,1851,1533,1829,863,17,10,1976,2012,3013,2001,1847,12,2778,1989,1992,4016,3149,869,1766
127,462,458,460,623,621,622,531,539,533,532,547,534,541,535,538,549,545,108,1934,2150,114,536,2147,3502,121,119,2134,2145,2141,3445,1928,2138,110,1900,117,2425,1932,2136,106,2132,464,2149,125,123,2152,1512,112,2143,1508,1926,1510
2135,990,126,124,2648,2646,1544
963,854,964,2653,554,595,596,623,621,622,1995,956,1849,1930,1853,1981,1979,1231,954,1620,1845,1745,1535,4,20,1767,875,456,1990,1997,862,860,9,952,1999,1996,1773,1980,552,1857,865,958,1863,3324,3445,3011,13,1530,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,1611,21,960,597,1072,1994,867,1855,871,877,2000,555,1768,1991,1977,3,959,1843,1993,962,858,873,3196,2392,18,4001,1851,1533,1829,863,17,10,1976,2012,3013,2001,1847,12,2778,1989,1992,4016,3149,869,1766,3463
1995,854,964,2653,554,595,596,623,621,622,956,1849,1930,1853,1981,1979,1231,954,1620,1845,1745,1535,4,20,1767,875,456,1990,1997,862,860,9,952,1999,1996,1773,1980,552,1857,865,958,1863,3324,3445,3011,13,1530,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,1611,21,960,597,1072,1994,867,1855,871,877,2000,555,1768,1991,1977,3,959,1843,1993,962,858,873,3196,2392,18,4001,1851,1533,1829,863,17,10,1976,2012,3013,2001,1847,12,2778,1989,1992,4016,3149,869,1766,3463
1519,854,964,2653,186,184,554,595,596,559,557,3287,623,621,622,868,956,1849,1930,1853,2097,1981,1979,1231,954,1620,1845,1745,1535,2096,4,20,1767,875,456,189,1990,862,860,9,952,1996,1773,1123,870,552,1857,865,958,1863,3324,3445,3011,13,1530,2783,2093,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,2091,1611,21,960,597,1924,1520,2788,2680,1072,1120,1994,867,1855,187,1947,871,877,2000,555,1768,1977,866,1765,2095,3,959,1843,872,962,858,873,3196,2392,191,18,4001,1851,1533,1829,863,1122,17,10,1976,216,3013,1847,1518,12,2778,1989,1992,4016,3149,869,1766,3463,193
1523,1513,1524,1521,990,1515,1549,126,1226,1224,2648,3210,1512,2646,1544,1508,1510
1228,186,184,554,595,596,559,557,3287,623,621,622,531,539,533,532,547,534,541,535,538,549,545,1918,1511,1933,108,1934,1535,1509,456,114,536,189,3502,1514,990,121,119,552,1507,3445,3211,1928,3011,1530,110,2783,1522,1900,126,117,1555,1226,3198,1932,1611,597,3355,2788,106,2680,125,123,187,1947,1224,877,555,2648,1551,1765,1512,3196,112,2392,191,4001,1533,2646,3013,1544,1508,4016,3149,1926,1510,3463,193,3279
868,854,964,2653,186,184,554,595,596,623,621,622,956,1849,1930,1853,1981,1979,1231,954,1620,1845,1745,1535,4,20,1767,875,456,189,1990,862,860,9,952,1996,1773,1123,1980,552,1857,865,958,1863,3324,3445,3011,13,1530,2783,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,1611,21,960,597,1924,2788,2680,1072,1120,1994,867,1855,187,1947,871,877,2000,555,1768,1991,1977,866,1765,3,959,1843,1993,962,858,873,3196,2392,191,18,4001,1851,1533,1829,863,1122,17,10,1976,216,2012,3013,1847,12,2778,1989,1992,4016,3149,869,1766,3463,193
956,854,964,2653,186,184,554,595,596,623,621,622,1849,1930,1853,1981,1979,1231,954,1620,1845,1745,1535,4,20,1767,875,456,189,1990,862,860,9,952,1996,1773,1980,552,1857,865,958,1863,3324,3445,3011,13,1530,2783,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,1611,21,960,597,2788,2680,1072,1994,867,1855,187,1947,871,877,2000,555,1768,1991,1977,1765,3,959,1843,1993,962,858,873,3196,2392,191,18,4001,1851,1533,1829,863,17,10,1976,3013,1847,12,2778,1989,1992,4016,3149,869,1766,3463,193
3010,462,458,460,854,964,2653,649,554,595,596,559,646,557,3287,623,621,622,1729,1727,1731,868,956,1849,1930,442,1853,454,2097,1513,444,1231,648,645,954,449,1524,1845,447,1535,2096,4,20,446,1767,448,875,443,3197,1987,1990,550,1988,644,862,990,439,2391,860,1515,9,952,1996,1773,1123,870,1549,552,3151,1857,865,958,1863,3324,3445,13,1986,1530,455,1984,126,2093,864,856,5,1555,1982,440,1226,955,1747,1998,1985,3198,453,1859,3012,620,2091,21,876,960,597,1924,1520,464,1956,1072,1120,1994,867,1855,1983,871,1224,877,2000,555,2648,457,450,1768,445,866,874,451,3,959,1843,872,962,1512,858,873,3196,551,2392,452,18,4001,1851,1533,1829,863,1122,17,2646,10,441,3199,216,1847,1544,1518,12,2778,1989,1508,3149,869,1766,1144,1510,2387,2388
1849,1845,1843,1847
1846,854,964,2653,186,184,554,595,596,623,621,622,956,1849,1930,1853,1981,1979,1231,954,1620,1845,1745,1535,4,20,1767,875,456,189,1990,1848,862,860,9,952,1996,1773,1980,552,1857,865,958,1863,3324,3445,3011,13,1530,2783,1854,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,1611,21,960,597,1850,2788,2680,1072,1994,867,1855,187,1947,871,877,2000,555,1768,1991,1977,1765,3,959,1843,1993,962,858,873,3196,2392,191,18,4001,1851,1533,1829,863,17,10,1976,1852,2012,3013,1847,12,2778,1989,1992,4016,3149,869,1766,3463,193
1930,1995,956,1981,1979,1231,954,1620,1745,4,20,1997,952,1999,1996,1980,958,2512,955,1917,1998,2539,21,960,1072,1994,2000,1991,1977,1993,962,18,17,10,1976,2012,2001,1992
442,462,458,460,454,444,446,448,464,450,452,1144
1853,854,964,2653,186,184,554,595,596,623,621,622,1995,956,1849,1930,1981,1979,1231,954,1620,1845,1745,1535,4,20,1767,875,456,189,1990,1997,862,860,9,952,1999,1996,1773,1980,552,1857,865,958,1863,3324,3445,3011,13,1530,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,1611,21,960,597,2788,2680,1072,1994,867,1855,187,1947,871,877,2000,555,1768,1991,1977,1765,3,959,1843,1993,962,858,873,3196,2392,191,18,4001,1851,1533,1829,863,17,10,1976,2012,3013,2001,1847,12,2778,1989,1992,4016,3149,869,1766,3463,193
454,462,458,460,464,1144
111,990,116,118,126,120,115,124,2648,3501,122,2646,1544
1303,1307,1305
1124,1729,1727,1731,1125
1673,1941,3281,1939,1943,3283,1679
1918,623,621,622,531,539,533,532,547,534,541,535,538,549,545,108,1934,114,536,3502,121,119,3445,1928,110,1900,117,1932,106,125,123,1512,112,1508,1926,1510
2097,559,557,3287,2096,2093,2091,1520,1518
1981,854,964,2653,1995,956,1930,1853,1979,1231,954,1620,1745,4,20,1990,1997,862,860,9,952,1999,1996,1980,1857,865,958,1863,3324,13,864,856,5,2512,955,1917,1747,1998,2539,1859,21,960,1072,1994,867,1855,2000,1768,1991,1977,3,959,1993,962,858,18,1851,1829,863,17,10,1976,2012,2001,12,2778,1989,1992,1766
1513,1524,990,1549,126,1226,1224,2648,1512,2646,1544,1508,1510
1939,3281,3283,1679
1511,186,184,554,595,596,559,557,3287,623,621,622,531,539,533,532,547,534,541,535,538,549,545,1918,1933,108,1934,1535,456,114,536,189,3502,1514,121,119,552,3445,3211,1928,3011,1530,110,2783,1522,1900,117,1555,3198,1932,1611,597,3355,2788,106,2680,125,123,187,1947,877,555,1551,1765,1512,3196,112,2392,191,4001,1533,3013,1508,4016,3149,1926,1510,3463,193,3279
444,462,458,460,454,446,448,464,450,452,1144
3409
1979,854,964,2653,1995,956,1849,1930,1853,1981,1231,954,1620,1845,1745,4,20,1990,1997,862,860,9,952,1999,1996,1773,1980,1857,865,958,1863,3324,13,864,856,5,2512,955,1917,1747,1998,2539,1859,21,960,1072,1994,867,1855,2000,1768,1991,1977,3,959,1843,1993,962,858,18,1851,1829,863,17,10,1976,2012,2001,1847,12,2778,1989,1992,869,1766
1231,854,964,2653,186,184,554,595,596,623,621,622,1995,956,1849,1930,1853,1981,1979,954,1620,1845,1745,1535,4,20,1767,875,456,189,1990,1997,862,860,9,952,1996,1773,1980,552,1857,865,958,1863,3324,3445,3011,13,1530,2783,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,1611,21,960,597,2788,2680,1072,1994,867,1855,187,1947,871,877,2000,555,1768,1991,1977,1765,3,959,1843,1993,962,858,873,3196,2392,191,18,4001,1851,1533,1829,863,17,10,1976,2012,3013,1847,12,2778,1989,1992,4016,3149,869,1766,3463,193
5053,854,964,2653,553,554,595,596,559,557,3287,623,621,622,868,956,1849,1930,1853,2097,1981,1513,1979,1231,954,1524,1845,1535,2096,4,20,1767,875,456,1990,550,862,990,2391,860,1515,9,952,1996,1773,1123,870,1549,552,1857,865,958,1863,3324,3445,3011,13,1530,126,2093,864,856,5,1555,1226,955,1747,1998,3198,1859,2091,1611,21,876,960,597,1924,1520,2680,1072,1120,1994,867,1855,187,871,1224,877,2000,555,2648,1768,1977,866,874,3,959,1843,872,962,1512,858,873,3196,551,2392,18,4001,1851,1533,1829,863,1122,17,2646,10,216,3013,1847,1544,1518,12,2778,1989,1508,1992,4016,3149,869,1766,1510,3463
802
648,649,623,621,622,620
3173,3175
2624,108,2625,106,1095,2626,2729,1126,2627
645,854,964,2653,649,554,595,596,559,646,557,3287,623,621,622,868,956,1849,1930,1853,2097,1981,1513,1979,1231,648,954,1524,1845,1535,2096,4,20,1767,875,456,3197,1990,550,862,990,2391,860,1515,9,952,1996,1773,1123,870,1549,552,3151,1857,865,958,1863,3324,3445,3011,13,1530,126,2093,864,856,5,1555,1226,955,1747,1998,3198,1859,620,2091,1611,21,876,960,597,1924,1520,2680,1072,1120,1994,867,1855,187,871,1224,877,2000,555,2648,1768,1977,866,874,3,959,1843,872,962,1512,858,873,3196,551,2392,18,4001,1851,1533,1829,863,1122,17,2646,10,3199,216,3013,1847,1544,1518,12,2778,1989,1508,1992,4016,3149,869,1766,1510,3463
954,854,964,2653,186,184,554,595,596,623,621,622,1995,956,1849,1930,1853,1981,1979,1231,1620,1845,1745,1535,4,20,1767,875,456,189,1990,1997,862,860,9,952,1999,1996,1773,1980,552,1857,865,958,1863,3324,3445,3011,13,1530,2783,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,1611,21,960,597,2788,2680,1072,1994,867,1855,187,1947,871,877,2000,555,1768,1991,1977,1765,3,959,1843,1993,962,858,873,3196,2392,191,18,4001,1851,1533,1829,863,17,10,1976,2012,3013,2001,1847,12,2778,1989,1992,4016,3149,869,1766,3463,193
1620,854,964,2653,621,1995,956,1849,1930,1853,1981,1979,1231,954,1845,1745,4,20,1767,875,1990,1997,862,860,9,952,1999,1996,1773,1980,552,1857,865,958,1863,3324,3445,13,864,856,5,2512,955,1917,1747,1998,2539,1859,21,960,1072,1994,867,1855,871,877,2000,1768,1991,1977,3,959,1843,1993,962,858,873,2392,18,1851,1829,863,17,10,1976,2012,2001,1847,12,2778,1989,1992,869,1766
1707
1925,623,621,622,539,533,547,541,535,549,545,1934,3445,1900,1932,1927,1512,1508,1510
1933,623,621,622,531,539,533,532,547,534,541,535,538,549,545,1918,108,1934,114,536,3502,121,119,3445,1928,110,1900,117,1932,106,125,123,1512,112,1508,1926,1510
449,462,458,460,442,454,444,447,446,448,443,1987,1988,439,1986,1984,1982,440,1985,464,1956,1983,450,445,452,441,1144,2387,2388
108,106
1524,990,1549,126,1226,1224,2648,2646,1544
1223,186,184,554,595,596,559,557,3287,623,621,622,1535,456,189,1514,552,3445,3211,3011,1530,2783,1522,1548,1555,1550,3198,1611,597,3355,2788,2680,187,1947,877,555,1551,1765,3196,2392,191,4001,1533,1546,3013,1225,4016,3149,3463,193,3279
1845,1843
447,462,458,460,442,454,444,446,448,443,1987,1988,439,1986,1984,1982,440,1985,464,1956,1983,450,445,452,441,1144,2387,2388
1745,854,964,2653,554,595,596,623,621,622,1995,956,1849,1930,1853,1981,1979,1231,954,1620,1845,4,20,1767,875,1990,1997,862,860,9,952,1999,1996,1773,1980,552,1857,865,958,1863,3324,3445,13,1530,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,21,960,1072,1994,867,1855,871,877,2000,555,1768,1991,1977,3,959,1843,1993,962,858,873,3196,2392,18,4001,1851,1829,863,17,10,1976,2012,2001,1847,12,2778,1989,1992,3149,869,1766
1934,1512,1508,1510
2150,462,458,460,464,2152
1535,2783,1611,2788,2680,1947,1765,3463
1509,186,184,554,595,596,559,557,3287,623,621,622,531,539,533,532,547,534,541,535,538,549,545,1918,1511,1933,108,1934,1535,456,114,536,189,3502,1514,121,119,552,3445,3211,1928,3011,1530,110,2783,1522,1900,117,1555,3198,1932,1611,597,3355,2788,106,2680,125,123,187,1947,877,555,1551,1765,1512,3196,112,2392,191,4001,1533,3013,1508,4016,3149,1926,1510,3463,193,3279
2096,559,557,3287,2093,2091,1520,1518
4,854,964,2653,186,184,554,595,596,623,621,622,1995,956,1849,1930,1853,1981,1979,1231,954,1620,1845,1745,1535,20,1767,875,456,189,1990,1997,862,860,9,952,1999,1996,1773,1980,552,1857,865,958,1863,3324,3445,3011,13,1530,2783,864,856,5,1555,2512,955,1917,1747,1998,2539,3198,1859,1611,21,960,597,2788,2680,1072,1994,867,1855,187,1947,871,877,2000,555,1768,1991,1977,1765,3,959,1843,1993,962,858,873,3196,2392,191,18,4001,1851,1533,1829,863,17,10,1976,2012,3013,1847,12,2778,1989,1992,4016,3149,869,1766,3463,193
1911,193
