"#","location","name","target_list","total_risk","utility"
"0","{11.231968101345691,26.644276829808522,0.0}","'GTKIRA0'","[[334 as wedge,76 as wedge,110 as wedge,346 as wedge,165 as wedge,247 as wedge,423 as wedge,44 as wedge,64 as wedge,96 as wedge,276 as wedge,86 as wedge,65 as wedge,444 as wedge,183 as wedge,403 as wedge,297 as wedge,282 as wedge,421 as wedge,384 as wedge,9 as wedge,25 as wedge,238 as wedge,426 as wedge,311 as wedge,221 as wedge,362 as wedge,15 as wedge,92 as wedge,100 as wedge,71 as wedge,91 as wedge,327 as wedge,390 as wedge,312 as wedge,245 as wedge,300 as wedge,154 as wedge,418 as wedge,215 as wedge],[403 as wedge,110 as wedge,8 as wedge,119 as wedge,444 as wedge,183 as wedge,358 as wedge,96 as wedge,357 as wedge,297 as wedge,91 as wedge,282 as wedge,421 as wedge,426 as wedge,384 as wedge,238 as wedge,84 as wedge,221 as wedge,245 as wedge,15 as wedge,390 as wedge,312 as wedge,300 as wedge,154 as wedge,215 as wedge,128 as wedge,9 as wedge,44 as wedge,127 as wedge,362 as wedge,261 as wedge,100 as wedge,25 as wedge,319 as wedge,419 as wedge,47 as wedge,280 as wedge,309 as wedge,255 as wedge,181 as wedge],[297 as wedge,282 as wedge,238 as wedge,426 as wedge,384 as wedge,84 as wedge,9 as wedge,423 as wedge,44 as wedge,421 as wedge,245 as wedge,300 as wedge,154 as wedge,100 as wedge,91 as wedge,25 as wedge,183 as wedge,215 as wedge,165 as wedge,346 as wedge,276 as wedge,312 as wedge,127 as wedge,362 as wedge,86 as wedge,15 as wedge,261 as wedge,64 as wedge,110 as wedge,327 as wedge,319 as wedge,221 as wedge,419 as wedge,47 as wedge,255 as wedge,174 as wedge,181 as wedge,30 as wedge,28 as wedge,372 as wedge],[76 as wedge,334 as wedge,91 as wedge,119 as wedge,110 as wedge,423 as wedge,44 as wedge,8 as wedge,96 as wedge,276 as wedge,297 as wedge,403 as wedge,86 as wedge,358 as wedge,52 as wedge,84 as wedge,238 as wedge,444 as wedge,311 as wedge,221 as wedge,362 as wedge,9 as wedge,183 as wedge,300 as wedge,92 as wedge,15 as wedge,426 as wedge,327 as wedge,247 as wedge,154 as wedge,100 as wedge,245 as wedge,390 as wedge,312 as wedge,282 as wedge,215 as wedge,261 as wedge,152 as wedge,419 as wedge,47 as wedge]]","375.4833007198943","81580081.5"
