"#","arrivo","avg_penality","avg_score","btw","fascia_btwn","location","name","partenza","penality","peso","popolazione","popolazione_old","saturation_index","score"
"101","291 as bus_stop","[1.0,1.0,0.8999999999999999,0.7]","[0.02730752714509314,0.05198975642949682,0.0403246348814079,0.0442599638279659]","21.0","0","{55.44999999999982,47.82500000000073,0.0}","'wedge101'","370 as bus_stop","1.0","11","0","2","0","0.14656529740838345"
"102","83 as bus_stop","[1.0,1.0,1.0,1.0]","[1.1601679637420292,1.36650656132031,1.5339133480347633,1.020013444632254]","1080.0","0","{62.95499999999993,49.900000000001455,0.0}","'wedge102'","164 as bus_stop","1.0","508","3","7","0","1.9076587323274976"
"103","324 as bus_stop","[0.7999999999999999,1.0,1.0,1.0]","[1.901873245038997,2.0747708127698146,2.440213399109953,1.6936102657268752]","1110.5","0","{75.76500000000033,35.27000000000044,0.0}","'wedge103'","153 as bus_stop","1.0","408","6","11","0","3.0257074352893127"
"104","417 as bus_stop","[0.0,0.0,0.0,0.0]","[5.604688803718709,7.362193590229641,7.674519867254294,5.5080562381373515]","4032.0","1","{26.019999999999527,33.35499999999956,0.0}","'wedge104'","209 as bus_stop","1.0","206","18","16","0","6.7642795906949935"
"105","254 as bus_stop","[1.0,1.0,0.7999999999999999,1.0]","[0.5371294832792974,0.7413899910052273,0.7590421336482089,0.5421729526058632]","293.5","0","{22.539999999999964,23.470000000001164,0.0}","'wedge105'","132 as bus_stop","1.0","620","1","9","0","1.5886928378683443"
"106","49 as bus_stop","[1.0,1.0,1.0,1.0]","[1.7750709292655276,2.2482488942096515,2.279619809012577,1.5241036108421246]","327.0","0","{33.970000000000255,16.45499999999811,0.0}","'wedge106'","55 as bus_stop","1.0","995","14","8","0","1.4639760241365174"
"107","3 as bus_stop","[1.0,1.0,0.2,1.0]","[0.14247621798868007,0.16480458050929409,0.22753664663863826,0.13290691976555977]","22.0","0","{36.779999999999745,33.50499999999738,0.0}","'wedge107'","4 as bus_stop","1.0","1595","1","1","0","0.07442787506871347"
"108","223 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.14256625816178284,0.1750203657108066,0.1773385162500226,0.16111146247551072]","28.5","0","{53.6899999999996,44.18999999999869,0.0}","'wedge108'","370 as bus_stop","1.0","486","6","0","0","0.0"
"109","360 as bus_stop","[0.5,0.7999999999999997,0.7999999999999999,0.7999999999999998]","[0.43580398032983353,0.5671223982437897,0.6666935063323943,0.42570256356722136]","55.0","0","{42.19000000000051,21.12000000000262,0.0}","'wedge109'","264 as bus_stop","1.0","484","7","4","0","0.40405667050448135"
"110","207 as bus_stop","[1.0,1.0,0.7999999999999999,1.0]","[0.16381536762684268,0.00475129497416756,0.00624199535912409,0.06802899631440223]","3846.0","1","{42.155000000000655,33.95000000000073,0.0}","'wedge110'","393 as bus_stop","1.0","35","38","33","2","0.381739490905157"
"111","286 as bus_stop","[1.0,1.0,1.0,1.0]","[0.5157329500510632,0.7005752905560901,0.6868832653334959,0.4518368323456218]","217.5","0","{50.30000000000018,26.159999999999854,0.0}","'wedge111'","407 as bus_stop","1.0","731","6","3","0","0.479220882790811"
"112","139 as bus_stop","[1.0,0.29999999999999993,1.0,1.0]","[0.07318070005070927,0.07963782064341891,0.1076186765451607,0.07102832651980605]","182.5","0","{60.274999999999636,28.31000000000131,0.0}","'wedge112'","34 as bus_stop","1.0","460","0","1","0","0.15066614716322493"
"113","372 as bus_stop","[1.0,1.0,1.0,1.0]","[0.04733058578207743,0.05497997338322126,0.05976084063393616,0.0444620654316485]","2.0","0","{83.97000000000025,50.419999999998254,0.0}","'wedge113'","91 as bus_stop","1.0","652","2","0","0","0.0"
"114","335 as bus_stop","[1.0,1.0,1.0,1.0]","[4.570422569685452,5.573686060592014,6.272930311829921,4.06372383690436]","2381.0","1","{29.229999999999563,40.93000000000029,0.0}","'wedge114'","194 as bus_stop","1.0","244","20","19","0","6.7390931459885275"
"115","4 as bus_stop","[1.0,1.0,0.29999999999999993,0.9999999999999999]","[0.14338544304163336,0.18059998551045428,0.23642179921368556,0.1346290801077932]","24.0","0","{45.149999999999636,33.974999999998545,0.0}","'wedge115'","0 as bus_stop","1.0","1595","1","1","0","0.0766181756711018"
"116","323 as bus_stop","[1.0,1.0,0.8999999999999999,0.7]","[0.05444073288570884,0.08420166686322966,0.07258764384761178,0.05008547425485214]","7.0","0","{55.085000000000036,47.840000000000146,0.0}","'wedge116'","338 as bus_stop","1.0","475","0","2","0","0.10162270138665652"
"117","392 as bus_stop","[0.9999999999999999,0.6,0.9999999999999999,1.0]","[1.8697859982887846,2.4245304534102248,2.5533104162062736,1.7211937335241125]","278.0","0","{38.29999999999927,3.9250000000029104,0.0}","'wedge117'","237 as bus_stop","1.0","216","12","19","0","3.2937952022835537"
"118","281 as bus_stop","[1.0,1.0,1.0,1.0]","[4.538979541228821,5.802615270969586,6.09072421735048,3.7706890175464376]","2363.5","1","{26.590000000000146,23.56999999999971,0.0}","'wedge118'","190 as bus_stop","1.0","409","19","13","0","4.599634056256378"
"119","242 as bus_stop","[1.0,1.0,0.7999999999999999,1.0]","[0.17845422605504116,0.00595017458434611,0.00681949435440741,0.01860263442743934]","4325.0","1","{34.585000000000036,33.25,0.0}","'wedge119'","409 as bus_stop","1.0","33","32","35","3","0.05060391458297738"
"120","293 as bus_stop","[1.0,1.0,1.0,1.0]","[0.15828428307877868,0.3681575176795297,0.4349886594239028,0.22277047248124407]","29.5","0","{72.83500000000004,38.39500000000044,0.0}","'wedge120'","7 as bus_stop","1.0","942","1","1","0","0.08207333196677412"
"121","410 as bus_stop","[1.0,1.0,1.0,1.0]","[0.745899499597488,1.0982929639742538,1.1952011666778646,0.6901038677378333]","463.5","0","{20.98999999999978,26.06999999999971,0.0}","'wedge121'","166 as bus_stop","1.0","604","9","3","0","0.6166885626593404"
"122","116 as bus_stop","[1.0,1.0,0.8999999999999999,0.7]","[0.08051135825413414,0.09335891542234702,0.09421541923356122,0.08650688493263346]","11.5","0","{55.68000000000029,48.33499999999913,0.0}","'wedge122'","223 as bus_stop","1.0","486","2","0","0","0.0"
"123","128 as bus_stop","[1.0,1.0,1.0,0.1]","[0.02926077200877203,0.04256112292185022,0.02660070182615639,0.02660070182615639]","344.5","0","{75.86500000000069,48.1349999999984,0.0}","'wedge123'","200 as bus_stop","0.5","461","0","0","0","0.0"
"124","354 as bus_stop","[1.0,1.0,1.0,1.0]","[4.696663533838447,5.717897154759187,6.516683848350656,4.1860467233780785]","2365.0","1","{32.44999999999982,40.2599999999984,0.0}","'wedge124'","335 as bus_stop","1.0","244","19","22","0","7.785642456524447"
"125","289 as bus_stop","[1.0,1.0,1.0,1.0]","[0.6146477974572027,0.5236799234335368,0.7252844009994993,0.5654759736606265]","272.0","0","{78.55500000000029,55.215000000000146,0.0}","'wedge125'","340 as bus_stop","1.0","415","4","9","0","1.5489124495921507"
"126","121 as bus_stop","[1.0,1.0,1.0,1.0]","[4.656971224040841,5.786859324299931,6.473953439322349,4.244714755027389]","2413.0","1","{21.224999999999454,41.82500000000073,0.0}","'wedge126'","395 as bus_stop","1.0","244","21","20","0","7.125420452084345"
"127","206 as bus_stop","[0.7,0.49999999999999967,0.2999999999999998,1.0]","[5.6257457659383885,7.130722340265857,7.3994681571100465,4.580623144877647]","3898.5","1","{27.975000000000364,26.424999999999272,0.0}","'wedge127'","390 as bus_stop","1.0","404","15","16","0","6.688784774788743"
"128","310 as bus_stop","[0.0,0.0,0.0,0.0]","[4.931067731849236,9.235479886251742,7.25342592033002,8.176814373694775]","5266.5","2","{22.579999999999927,31.895000000000437,0.0}","'wedge128'","355 as bus_stop","1.0","206","34","36","0","16.636855963148534"
"129","227 as bus_stop","[1.0,1.0,1.0,1.0]","[1.1298711418923595,1.4101147715743219,1.5791506116999512,1.0853880260698252]","1611.0","0","{62.11499999999978,40.76499999999942,0.0}","'wedge129'","328 as bus_stop","1.0","556","1","4","0","1.2455272430309472"
"130","241 as bus_stop","[1.0,1.0,0.8999999999999999,0.8999999999999999]","[0.2517286805505631,0.23416621446564007,0.16781912036704205,0.19513851205470006]","136.0","0","{12.99499999999989,28.125,0.0}","'wedge130'","361 as bus_stop","1.0","449","0","8","0","1.0927756675063203"
"131","138 as bus_stop","[1.0,1.0,1.0,1.0]","[1.6830208350537528,1.9749100573693485,2.4531115492480895,1.4501304980998204]","548.0","0","{45.22999999999956,43.42499999999927,0.0}","'wedge131'","336 as bus_stop","1.0","556","10","7","0","1.5215502014323596"
"132","6 as bus_stop","[0.0,0.0,0.0,0.0]","[0.09466117156415486,0.10995994676644252,0.15298775202287657,0.09466117156415488]","16.0","0","{27.730000000000473,32.974999999998545,0.0}","'wedge132'","3 as bus_stop","1.0","1595","1","1","0","0.0669321415100085"
"133","363 as bus_stop","[0.6,1.0,1.0,0.5]","[0.37257991771767274,0.4105982766684556,0.4638239791995517,0.2762667417090226]","298.0","0","{72.27000000000044,46.14500000000044,0.0}","'wedge133'","243 as bus_stop","1.0","974","3","3","0","0.5322570253109611"
"134","275 as bus_stop","[1.0,1.0,0.0,1.0]","[3.380780202695821,3.816243694846337,4.663418125030066,2.810718903880601]","1135.5","0","{73.46500000000015,31.284999999999854,0.0}","'wedge134'","124 as bus_stop","1.0","441","9","22","0","6.096488890107218"
"135","182 as bus_stop","[1.0,0.8999999999999999,1.0,0.7999999999999998]","[0.04009413345333183,0.0513706084870814,0.06640590853208084,0.0501176668166648]","36.0","0","{44.61999999999989,26.20499999999811,0.0}","'wedge135'","176 as bus_stop","1.0","486","1","0","0","0.0"
"136","355 as bus_stop","[0.0,0.0,0.0,0.0]","[4.925213170207949,6.104656516623571,6.993684164675546,4.670358577766381]","3810.5","1","{25.3149999999996,33.20499999999811,0.0}","'wedge136'","134 as bus_stop","1.0","206","17","14","0","5.808313967272911"
"137","94 as bus_stop","[1.0,1.0,1.0,1.0]","[0.39335002034489586,0.45692174080467707,0.5244666937931945,0.3019656721839605]","143.5","0","{45.51999999999953,11.729999999999563,0.0}","'wedge137'","114 as bus_stop","1.0","406","1","1","0","0.1390631385057713"
"138","280 as bus_stop","[1.0,1.0,1.0,1.0]","[0.16842910527251673,0.22261933914280466,0.2929201830826376,0.19186271991912776]","57.5","0","{55.785000000000764,29.86999999999898,0.0}","'wedge138'","230 as bus_stop","1.0","457","7","2","0","0.20504412815784637"
"139","404 as bus_stop","[1.0,0.9999999999999999,1.0,1.0]","[4.8780012299859274,6.0675138250029885,6.847194349467953,4.408193734474988]","2285.0","1","{52.68000000000029,39.89500000000044,0.0}","'wedge139'","181 as bus_stop","1.0","244","19","21","0","7.346989557458313"
"140","326 as bus_stop","[0.9999999999999999,1.0,0.9999999999999999,0.5]","[1.3447784681659216,1.8115610769507873,1.8693532094670082,1.2803180126670597]","201.0","0","{35.159999999999854,3.5800000000017462,0.0}","'wedge140'","392 as bus_stop","1.0","216","11","10","0","1.5559420292828845"
"141","42 as bus_stop","[1.0,1.0,1.0,1.0]","[0.3833797756604535,0.4280787629571879,0.4418322975100293,0.2613171565039862]","93.0","0","{63.19999999999982,12.62000000000262,0.0}","'wedge141'","47 as bus_stop","1.0","1973","3","5","0","0.6017171366868103"
"142","1 as bus_stop","[0.0,0.9999999999999998,0.5999999999999999,0.30000000000000004]","[0.08796795741315401,0.09274882466386891,0.14438219097158975,0.08796795741315402]","16.0","0","{58.654999999999745,34.73999999999796,0.0}","'wedge142'","22 as bus_stop","1.0","1595","2","2","0","0.133864283020017"
"143","300 as bus_stop","[1.0,1.0,1.0,1.0]","[0.15675450332782218,0.19550280752121643,0.21839953272640397,0.1268126319056539]","100.0","0","{62.5600000000004,56.36999999999898,0.0}","'wedge143'","296 as bus_stop","1.0","404","0","0","0","0.0"
"144","115 as bus_stop","[1.0,1.0,1.0,1.0]","[1.3792597791864285,1.6183314742454091,1.9003134735457454,1.180033366637278]","527.0","0","{55.05000000000018,42.025000000001455,0.0}","'wedge144'","343 as bus_stop","1.0","556","5","7","0","1.5018606484474444"
"145","401 as bus_stop","[1.0,1.0,1.0,1.0]","[4.595252735439783,5.669664187304408,6.4969105633879725,4.151364436077872]","2349.0","1","{35.68499999999949,40.14999999999782,0.0}","'wedge145'","354 as bus_stop","1.0","244","19","22","0","7.768045238833443"
"146","275 as bus_stop","[1.0,1.0,1.0,1.0]","[0.1930963690861,0.1900313473545746,0.208421477743727,0.14405602138169366]","527.0","0","{73.17500000000018,29.224999999998545,0.0}","'wedge146'","423 as bus_stop","1.0","411","2","1","0","0.21455152120677778"
"147","75 as bus_stop","[1.0,1.0,1.0,1.0]","[0.5042641110756729,0.7050359330780239,0.6739085188140936,0.47936217966452854]","69.0","0","{34.23500000000058,16.104999999999563,0.0}","'wedge147'","329 as bus_stop","1.0","375","6","6","0","0.6536756995425388"
"148","208 as bus_stop","[1.0,1.0,1.0,0.0]","[0.23638652051501416,0.3120920074773389,0.3445372161754781,0.18540119256079549]","67.5","0","{28.125,13.044999999998254,0.0}","'wedge148'","267 as bus_stop","1.0","604","3","4","0","0.432602782641856"
"149","362 as bus_stop","[1.0,1.0,1.0,1.0]","[0.7670352851066883,1.0132790851224887,1.0161094736284173,0.6792932414228973]","415.0","0","{57.20499999999993,27.19499999999971,0.0}","'wedge149'","159 as bus_stop","1.0","733","6","6","0","1.1887631724900705"
"150","433 as bus_stop","[1.0,0.1,1.0,1.0]","[1.9298996843636858,2.234948344150204,2.630266505302121,1.5283560403589835]","552.0","0","{38.42500000000018,44.22999999999956,0.0}","'wedge150'","396 as bus_stop","1.0","556","10","7","0","1.5252432989325906"
"151","235 as bus_stop","[1.0,1.0,1.0,1.0]","[0.4321389733131217,0.555607251402585,0.693321869271602,0.42264141346008605]","245.0","0","{17.550000000000182,25.55000000000291,0.0}","'wedge151'","175 as bus_stop","1.0","455","5","2","0","0.33241459485624747"
"152","178 as bus_stop","[0.6999999999999997,1.0,1.0,0.1]","[1.605181443849608,1.7685156960307955,1.976907672951622,1.2447196459325025]","3270.0","1","{51.93000000000029,17.794999999998254,0.0}","'wedge152'","174 as bus_stop","1.0","442","2","4","0","1.5770203658873336"
"153","311 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00538372358650751,0.00807558537976126,0.01076744717301502,0.00538372358650751]","357.0","0","{64.90999999999985,52.79999999999927,0.0}","'wedge153'","20 as bus_stop","1.0","466","0","0","0","0.0"
"154","317 as bus_stop","[0.09999999999999998,0.30000000000000004,0.4,0.5]","[14.183477225723083,17.933662421557862,19.423191163664455,12.153500001967178]","5240.0","2","{39.94500000000062,25.3849999999984,0.0}","'wedge154'","416 as bus_stop","1.0","859","36","38","0","17.531621477891914"
"155","50 as bus_stop","[1.0,1.0,1.0,0.6]","[1.4572590194059776,1.8150448359984843,1.963904628303396,1.1804320372249137]","326.0","0","{24.73999999999978,15.229999999999563,0.0}","'wedge155'","48 as bus_stop","1.0","584","11","4","0","0.7312410850065837"
"156","100 as bus_stop","[1.0,1.0,1.0,1.0]","[1.6478997770893051,1.8407977443071175,2.2045481967749905,1.3530414557706505]","383.0","0","{44.585000000000036,43.31500000000233,0.0}","'wedge156'","87 as bus_stop","1.0","560","9","8","0","1.5431837377424935"
"157","380 as bus_stop","[1.0,0.5,0.0,1.0]","[0.5225314679664077,0.635020881209176,1.034176863683515,0.6858225517059099]","874.5","0","{68.17500000000018,26.014999999999418,0.0}","'wedge157'","246 as bus_stop","1.0","152","7","0","0","0.0"
"158","34 as bus_stop","[1.0,0.29999999999999993,0.0,1.0]","[0.4174015168595939,0.5018198011682761,0.5369940862968934,0.33532818489281996]","236.0","0","{64.88999999999942,25.974999999998545,0.0}","'wedge158'","36 as bus_stop","1.0","1611","3","5","0","0.8207333196677412"
"159","30 as bus_stop","[1.0,0.0,0.7999999999999999,0.0]","[0.00091261536271691,0.00109445864728062,0.00119302790433384,0.00082254345540966]","1433.5","0","{64.28999999999996,21.284999999999854,0.0}","'wedge159'","104 as bus_stop","1.0","3","11","11","4","0.001308591860879"
"160","55 as bus_stop","[1.0,1.0,1.0,0.6]","[1.8597970841313138,2.3082587923615594,2.4137791942980886,1.5696159788058606]","336.0","0","{28.774999999999636,16.414999999997235,0.0}","'wedge160'","50 as bus_stop","1.0","995","16","9","0","1.661946330500323"
"161","54 as bus_stop","[1.0,1.0,1.0,1.0]","[1.765277900184285,2.204658929512731,2.204658929512731,1.5068184711675527]","316.0","0","{38.05000000000018,16.74499999999898,0.0}","'wedge161'","49 as bus_stop","1.0","995","15","8","0","1.447372802493704"
"162","258 as bus_stop","[1.0,1.0,1.0,0.6]","[0.9725136303072405,1.3034737662756728,1.5402375558530899,0.9317800751111259]","302.0","0","{50.38000000000011,8.354999999999563,0.0}","'wedge162'","239 as bus_stop","1.0","437","6","4","0","0.7128372159320087"
"163","140 as bus_stop","[1.0,1.0,0.6,0.4]","[0.07209696017949875,0.09865899814036673,0.1145962209168875,0.06906129869825672]","8.0","0","{50.02000000000044,36.68499999999767,0.0}","'wedge163'","167 as bus_stop","1.0","486","1","2","0","0.10624815184347187"
"164","176 as bus_stop","[1.0,0.8999999999999999,1.0,0.7999999999999998]","[0.279413542518157,0.2936210107817921,0.31572151696966894,0.19890455569089144]","72.0","0","{42.215000000000146,20.270000000000437,0.0}","'wedge164'","309 as bus_stop","1.0","497","1","1","0","0.1105025309393841"
"165","379 as bus_stop","[1.0,1.0,1.0,0.7]","[5.7897469595150275,5.461205380031164,4.811710785651412,7.876165973196344]","6645.5","2","{61.025000000000546,34.875,0.0}","'wedge165'","391 as bus_stop","1.0","244","49","60","0","29.963223300051208"
"166","64 as bus_stop","[1.0,1.0,1.0,1.0]","[0.15756276068703667,0.18465954118735506,0.21677424400254725,0.14351257820539004]","18.5","0","{67.65500000000065,44.400000000001455,0.0}","'wedge166'","65 as bus_stop","1.0","776","5","3","0","0.21075273722469873"
"167","162 as bus_stop","[1.0,1.0,0.0,1.0]","[0.34605772474097973,0.37720291996766786,0.4498750421632735,0.32183368400911105]","758.5","0","{69.9399999999996,31.610000000000582,0.0}","'wedge167'","369 as bus_stop","1.0","439","0","1","0","0.24224040731868576"
"168","428 as bus_stop","[1.0,1.0,1.0,0.6999999999999998]","[1.0842716951467288,1.4792753200290336,1.7046129583847103,1.0232979812387217]","341.0","0","{50.599999999999454,10.885000000002037,0.0}","'wedge168'","258 as bus_stop","1.0","437","8","4","0","0.7422886910539952"
"169","151 as bus_stop","[1.0,1.0,1.0,1.0]","[4.295698502833128,5.393277855979918,5.902828002247752,3.945608536743203]","1938.0","0","{31.774999999999636,42.79500000000189,0.0}","'wedge169'","387 as bus_stop","1.0","206","18","16","0","5.298658946225884"
"170","191 as bus_stop","[0.6999999999999998,0.30000000000000004,1.0,1.0]","[0.5237982304424325,0.5510478493671834,0.6827543408368122,0.4253968287697212]","63.5","0","{41.80500000000029,38.909999999999854,0.0}","'wedge170'","261 as bus_stop","1.0","376","8","4","0","0.42388296105167944"
"171","212 as bus_stop","[0.4999999999999998,0.7999999999999997,0.5999999999999995,0.9999999999999999]","[0.595979952184499,0.8012072084463786,0.8094162986968538,0.5023963233290818]","81.0","0","{37.01000000000022,25.12000000000262,0.0}","'wedge171'","378 as bus_stop","1.0","375","8","8","0","0.9194181080532215"
"172","5 as bus_stop","[1.0,1.0,1.0,1.0]","[0.03861314093302576,0.04550834467106608,0.06481491513757896,0.04550834467106608]","6.0","0","{19.725000000000364,32.4900000000016,0.0}","'wedge172'","6 as bus_stop","1.0","1595","1","0","0","0.0"
"173","209 as bus_stop","[0.0,0.0,0.0,0.0]","[0.00627966364966402,0.00223860194160996,0.00245946279090399,0.00177633558868545]","5920.5","2","{23.86499999999978,32.74499999999898,0.0}","'wedge173'","355 as bus_stop","1.0","5","14","12","4","0.00229040880749374"
"174","86 as bus_stop","[0.09999999999999998,0.5,0.1,0.2]","[6.7045502843540445,8.846371334038542,9.966405472897497,6.675909697718643]","4637.5","2","{55.30000000000018,36.3849999999984,0.0}","'wedge174'","110 as bus_stop","1.0","244","14","29","0","12.845589276178998"
"175","298 as bus_stop","[1.0,1.0,1.0,1.0]","[0.25426962157892774,0.32255924356148313,0.2846110972601321,0.1855242708066046]","171.5","0","{69.80500000000029,35.54500000000189,0.0}","'wedge175'","344 as bus_stop","1.0","35","2","1","0","0.14757612450525373"
"176","384 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.26769576266980155,0.34084518619003806,0.35173978118241384,0.2723648748093912]","69.0","0","{52.64500000000044,46.3550000000032,0.0}","'wedge176'","262 as bus_stop","1.0","375","1","6","0","0.6536756995425388"
"177","330 as bus_stop","[1.0,1.0,1.0,0.7]","[0.14599579630079426,0.14683970263779306,0.19831798919472043,0.11392735549483941]","11.0","0","{55.539999999999964,52.090000000000146,0.0}","'wedge177'","257 as bus_stop","1.0","242","3","1","0","0.05907344358991674"
"178","274 as bus_stop","[1.0,1.0,1.0,0.7999999999999999]","[0.07356873133734575,0.09370333149282986,0.08595925450995133,0.06272702356131586]","8.5","0","{17.0,18.44499999999971,0.0}","'wedge178'","113 as bus_stop","1.0","411","3","3","0","0.16262561664044853"
"179","302 as bus_stop","[1.0,1.0,1.0,0.8999999999999999]","[0.04343706166435404,0.04691202659750237,0.05386195646379902,0.04126520858113634]","1.5","0","{65.90499999999975,14.720000000001164,0.0}","'wedge179'","146 as bus_stop","1.0","286","1","2","0","0.06081188633009566"
"180","19 as bus_stop","[1.0,1.0,1.0,1.0]","[0.6627258694222682,0.7200771465838108,0.844338247100486,0.5543956792282436]","592.0","0","{64.4399999999996,52.47999999999956,0.0}","'wedge180'","215 as bus_stop","1.0","418","3","4","0","0.8921309780684379"
"181","88 as bus_stop","[1.0,0.5,1.0,0.8999999999999998]","[1.985375049933564,2.63266171004889,2.855676441685263,2.0234507358227005]","2945.5","1","{21.63500000000022,29.334999999999127,0.0}","'wedge181'","196 as bus_stop","1.0","620","4","10","0","3.807568588913684"
"182","91 as bus_stop","[1.0,1.0,1.0,1.0]","[0.02200854573900489,0.02921824175695476,0.0307360724975758,0.02390583416478117]","1.0","0","{81.8100000000004,46.02499999999782,0.0}","'wedge182'","425 as bus_stop","1.0","652","1","0","0","0.0"
"183","88 as bus_stop","[0.7,0.19999999999999996,1.0,0.4]","[4.9717587350012575,9.910989318396007,7.873975710705298,10.232226021656297]","5377.0","2","{22.715000000000146,29.68000000000029,0.0}","'wedge183'","240 as bus_stop","1.0","241","28","25","0","11.633616605361917"
"184","41 as bus_stop","[1.0,0.29999999999999993,1.0,1.0]","[0.19241276998560597,0.25120556081454126,0.30821675192138737,0.22091836553902913]","103.5","0","{60.58000000000084,27.8949999999968,0.0}","'wedge184'","280 as bus_stop","1.0","457","7","2","0","0.24942396109245224"
"185","85 as bus_stop","[1.0,1.0,1.0,1.0]","[0.10101580967088669,0.16637898063440165,0.1738066136984374,0.1218131822501869]","60.0","0","{28.350000000000364,49.69999999999709,0.0}","'wedge185'","299 as bus_stop","1.0","639","2","0","0","0.0"
"186","388 as bus_stop","[0.7,0.5,1.0,0.8999999999999998]","[1.3280148472331952,1.7503337450123335,2.1065063094043786,1.2822212318113608]","2411.0","1","{22.275000000000546,26.67000000000189,0.0}","'wedge186'","235 as bus_stop","1.0","455","4","5","0","1.7808628219602232"
"187","17 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00572678556976412,0.01030821402557542,0.00229071422790565,0.00343607134185847]","27.5","0","{17.975000000000364,32.18500000000131,0.0}","'wedge187'","16 as bus_stop","1.0","541","0","0","0","0.0"
"188","196 as bus_stop","[1.0,1.0,1.0,1.0]","[0.7483203011495003,1.0155775515600363,1.1112275148648596,0.784892345942521]","407.5","0","{21.515000000000327,26.2599999999984,0.0}","'wedge188'","254 as bus_stop","1.0","620","1","9","0","1.7723375553540794"
"189","267 as bus_stop","[1.0,1.0,1.0,0.6]","[0.4115539411004935,0.6228924513953414,0.6540370739651085,0.3514893118587999]","201.5","0","{24.625,19.05500000000029,0.0}","'wedge189'","202 as bus_stop","1.0","604","8","3","0","0.4671693385465061"
"190","349 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0482867592322204,0.05593614683336424,0.06741022823507999,0.03681267783050468]","2.0","0","{56.04999999999927,3.524999999997817,0.0}","'wedge190'","193 as bus_stop","1.0","363","1","0","0","0.0"
"191","304 as bus_stop","[1.0,1.0,1.0,1.0]","[4.602849291474545,5.9927687711758315,6.189170436785796,3.787026988171618]","2337.5","1","{30.839999999999236,21.739999999997963,0.0}","'wedge191'","399 as bus_stop","1.0","409","17","15","0","5.287737151037498"
"192","46 as bus_stop","[1.0,1.0,0.7,1.0]","[0.32291636501618787,0.3837556801641653,0.40715541675954126,0.25271715523006]","234.5","0","{57.76500000000033,15.609999999996944,0.0}","'wedge192'","271 as bus_stop","1.0","508","4","0","0","0.0"
"193","90 as bus_stop","[1.0,1.0,1.0,1.0]","[0.14437433941537312,0.17853925942969803,0.1895602013698028,0.11241360778906911]","24.5","0","{53.11999999999989,43.6150000000016,0.0}","'wedge193'","323 as bus_stop","1.0","475","1","2","0","0.15429318716146742"
"194","295 as bus_stop","[0.7999999999999999,0.6,1.0,1.0]","[2.3094989304746556,2.5239272938825,3.146121069672476,2.0107053093325775]","795.0","0","{77.98499999999967,40.409999999999854,0.0}","'wedge194'","422 as bus_stop","1.0","411","9","17","0","4.183110695989103"
"195","175 as bus_stop","[1.0,1.0,0.9999999999999999,1.0]","[0.27103804105715346,0.3133276644845108,0.41328495622190076,0.24028195129180277]","130.0","0","{13.585000000000036,26.665000000000873,0.0}","'wedge195'","408 as bus_stop","1.0","455","1","2","0","0.2691157854468191"
"196","47 as bus_stop","[1.0,1.0,0.7,1.0]","[0.8692647488733289,1.0673877685595579,1.0376693156066232,0.6339936629959322]","278.0","0","{60.48000000000047,14.125,0.0}","'wedge196'","46 as bus_stop","1.0","1973","6","9","0","1.5602187800290517"
"197","395 as bus_stop","[1.0,1.0,1.0,1.0]","[4.799862701610378,5.9781499322926255,6.7534731317025924,4.366293807203488]","2429.0","1","{18.649999999999636,43.6150000000016,0.0}","'wedge197'","259 as bus_stop","1.0","244","19","19","0","6.784077994837196"
"198","229 as bus_stop","[1.0,1.0,1.0,1.0]","[0.03377173397881784,0.04857058369987286,0.0595748565693753,0.02845932638664424]","1.0","0","{52.349999999999454,2.344999999997526,0.0}","'wedge198'","349 as bus_stop","1.0","363","1","3","0","0.07968611388260391"
"199","256 as bus_stop","[1.0,1.0,0.5,1.0]","[2.0613530700337925,2.3690622964301418,2.745483291827616,1.7327315661153617]","488.0","0","{23.50500000000011,47.70999999999913,0.0}","'wedge199'","314 as bus_stop","1.0","560","10","12","0","2.509473302649834"
"200","120 as bus_stop","[1.0,1.0,1.0,1.0]","[1.448714501921337,1.7168808033408185,2.022035560128504,1.2144542845893762]","536.0","0","{51.86999999999989,42.79000000000087,0.0}","'wedge200'","115 as bus_stop","1.0","556","8","7","0","1.5103619275350106"
"201","426 as bus_stop","[1.0,1.0,1.0,0.7]","[0.02935518882212595,0.04068526170084123,0.05047032464154989,0.02523516232077494]","2.5","0","{76.24000000000069,44.974999999998545,0.0}","'wedge201'","128 as bus_stop","1.0","461","0","1","0","0.03605023188682133"
"202","383 as bus_stop","[1.0,1.0,1.0,1.0]","[0.09242065919042573,0.10126089615646645,0.13501452820862195,0.07072189572832578]","9.5","0","{59.409999999999854,50.465000000000146,0.0}","'wedge202'","368 as bus_stop","1.0","240","0","2","0","0.1125121068405183"
"203","172 as bus_stop","[1.0,1.0,1.0,0.30000000000000004]","[0.05304534120489425,0.06952544721029831,0.06849544058496054,0.04583529482753]","2.5","0","{66.35499999999956,14.705000000001746,0.0}","'wedge203'","26 as bus_stop","1.0","282","3","0","0","0.0"
