"#","arrivo","avg_penality","avg_score","btw","fascia_btwn","location","name","partenza","penality","peso","popolazione","popolazione_old","saturation_index","score"
"204","361 as bus_stop","[1.0,1.0,1.0,1.0]","[0.31520286074117165,0.34696749011818895,0.32986345891517954,0.3420806240601863]","267.0","0","{17.590000000000146,28.029999999998836,0.0}","'wedge204'","177 as bus_stop","1.0","449","0","12","0","2.0524837443611177"
"205","432 as bus_stop","[1.0,1.0,1.0,0.6]","[0.09036470668826305,0.14962025205761592,0.13925053161797915,0.08295776351709397]","59.5","0","{28.839999999999236,12.625,0.0}","'wedge205'","270 as bus_stop","1.0","620","0","3","0","0.3110916131891024"
"206","343 as bus_stop","[1.0,1.0,1.0,1.0]","[1.1017637793066861,1.3239426629790296,1.5826441028714828,0.9617606471295935]","516.0","0","{57.5600000000004,41.18000000000029,0.0}","'wedge206'","266 as bus_stop","1.0","556","4","5","0","1.065241223086575"
"207","308 as bus_stop","[1.0,1.0,1.0,1.0]","[0.5916946428447853,0.6899465208079417,0.8253157748905127,0.445408513432975]","190.5","0","{41.64499999999953,12.57499999999709,0.0}","'wedge207'","94 as bus_stop","1.0","406","3","1","0","0.15283625460935416"
"208","164 as bus_stop","[0.6,1.0,1.0,0.5]","[0.6744682506655749,0.7823831707720673,0.8693146341911855,0.5605580572198335]","493.0","0","{66.5600000000004,48.830000000001746,0.0}","'wedge208'","363 as bus_stop","1.0","974","3","5","0","1.0491728343686721"
"209","41 as bus_stop","[1.0,0.29999999999999993,0.9999999999999999,1.0]","[0.13174488986581898,0.13174488986581898,0.1453736715760761,0.06814390855128567]","1716.0","0","{62.6850000000004,28.12999999999738,0.0}","'wedge209'","39 as bus_stop","1.0","418","1","0","0","0.0"
"210","90 as bus_stop","[1.0,1.0,0.8999999999999999,0.7]","[0.02367554321455744,0.02830223052293209,0.03200922517160322,0.02326624091980394]","18.0","0","{55.224999999999454,48.11000000000058,0.0}","'wedge210'","154 as bus_stop","1.0","9","1","0","0","0.0"
"211","63 as bus_stop","[1.0,1.0,1.0,1.0]","[0.10608745251721872,0.1481566147223227,0.1380965976732761,0.10334381150384238]","14.0","0","{67.34500000000025,44.77000000000044,0.0}","'wedge211'","69 as bus_stop","1.0","765","3","1","0","0.06401829031211474"
"212","308 as bus_stop","[1.0,0.6,0.9999999999999999,1.0]","[0.087534431727255,0.10394713767611535,0.12218347761929348,0.07112172577839469]","111.0","0","{39.64499999999953,9.104999999999563,0.0}","'wedge212'","74 as bus_stop","0.5","486","0","0","0","0.0"
"213","294 as bus_stop","[1.0,1.0,1.0,1.0]","[0.5496941593925178,0.5616765933847252,0.6874921503029036,0.41039836423310583]","61.5","0","{46.51000000000022,46.18500000000131,0.0}","'wedge213'","156 as bus_stop","1.0","376","6","6","0","0.6290777845908921"
"214","0 as bus_stop","[1.0,1.0,0.29999999999999993,0.9999999999999999]","[0.1149272635066527,0.1521418059754736,0.18278907624391427,0.12477817180722292]","24.0","0","{45.149999999999636,33.974999999998545,0.0}","'wedge214'","4 as bus_stop","1.0","1595","2","3","0","0.2298545270133054"
"215","190 as bus_stop","[0.7,0.49999999999999967,0.5,1.0]","[5.538420912431072,6.885772188213073,7.488044417479678,4.650535048666897]","4381.0","1","{26.675000000000182,26.830000000001746,0.0}","'wedge215'","339 as bus_stop","1.0","409","19","14","0","6.084812213209027"
"216","15 as bus_stop","[1.0,1.0,1.0,0.7999999999999999]","[0.11524181783049596,0.1631114960062404,0.16843034913687868,0.10460411156921941]","102.0","0","{20.25,32.4900000000016,0.0}","'wedge216'","17 as bus_stop","1.0","515","1","1","0","0.12410657304822638"
"217","87 as bus_stop","[1.0,0.7,1.0,1.0]","[1.7224032231872672,1.9785121991840673,2.28246570915829,1.4212640975646569]","408.0","0","{40.779999999999745,43.75500000000102,0.0}","'wedge217'","248 as bus_stop","1.0","560","10","7","0","1.3790483322904592"
"218","312 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.4263563206058666,0.45035651083864714,0.6112989629878817,0.3345908873628821]","51.5","0","{57.30000000000018,45.525000000001455,0.0}","'wedge218'","123 as bus_stop","1.0","376","5","3","0","0.2964729381696423"
"219","346 as bus_stop","[1.0,1.0,1.0,0.9999999999999999]","[0.04427846274704319,0.0522631035702805,0.05952186795504167,0.03919732767771037]","7.0","0","{49.600000000000364,36.70000000000073,0.0}","'wedge219'","282 as bus_stop","1.0","475","0","1","0","0.05081135069332826"
"220","133 as bus_stop","[1.0,1.0,1.0,0.7]","[0.06099317035332816,0.0824056663284327,0.11290225150509678,0.05969544332453394]","5.0","0","{57.909999999999854,48.05500000000029,0.0}","'wedge220'","92 as bus_stop","1.0","372","1","3","0","0.13626133802339271"
"221","174 as bus_stop","[0.30000000000000004,0.2,0.4,0.1]","[12.689378390800872,15.48830808887784,17.29146472129281,11.33701091648964]","5574.5","2","{54.835000000000036,17.93999999999869,0.0}","'wedge221'","158 as bus_stop","1.0","442","27","43","0","20.25187113272037"
"222","134 as bus_stop","[0.0,0.0,0.0,0.0]","[3.962506237517159,4.888806396936754,5.726219167321139,3.7098789213118146]","1874.0","0","{28.079999999999927,36.094999999997526,0.0}","'wedge222'","188 as bus_stop","1.0","206","15","14","0","4.584717960763657"
"223","382 as bus_stop","[1.0,1.0,0.7,1.0]","[0.7795463249463108,0.80397655165403,1.0593834672347302,0.6174184567950836]","200.5","0","{66.05500000000029,33.400000000001455,0.0}","'wedge223'","219 as bus_stop","1.0","437","3","12","0","1.8655809485894617"
"224","291 as bus_stop","[1.0,1.0,1.0,0.7]","[0.05903044980210147,0.07348688648833042,0.06686101967380882,0.03794814630135095]","4.0","0","{57.44000000000051,51.970000000001164,0.0}","'wedge224'","116 as bus_stop","1.0","854","2","1","0","0.04216460700150106"
"225","345 as bus_stop","[1.0,1.0,1.0,1.0]","[1.5868899667243839,2.0463458590944725,2.2336624921376624,1.4313818185375846]","808.0","0","{46.19499999999971,25.794999999998254,0.0}","'wedge225'","78 as bus_stop","1.0","733","9","7","0","1.7317952866257196"
"226","215 as bus_stop","[1.0,1.0,1.0,1.0]","[2.87336162909702,3.3776659150201698,3.5535860147608034,2.2635052833294886]","1093.5","0","{62.79999999999927,46.905000000002474,0.0}","'wedge226'","402 as bus_stop","1.0","967","11","11","0","3.0101883733397345"
"227","283 as bus_stop","[1.0,1.0,1.0,1.0]","[0.1663606200594714,0.20672753522096077,0.2593268489162348,0.14556554255203746]","33.5","0","{34.68000000000029,15.760000000002037,0.0}","'wedge227'","185 as bus_stop","0.5","376","1","4","0","0.3425071589459705"
"228","27 as bus_stop","[1.0,1.0,1.0,0.8999999999999999]","[0.0645263932340115,0.08699540516371193,0.09333281878490948,0.06683090727808334]","3.5","0","{63.8100000000004,10.510000000002037,0.0}","'wedge228'","302 as bus_stop","1.0","286","3","4","0","0.16131598308502879"
"229","211 as bus_stop","[0.6999999999999997,1.0,0.6999999999999997,0.2999999999999998]","[0.6045612891998178,0.8340478193858714,0.7378115325336554,0.4589730603721066]","275.0","0","{55.279999999999745,16.760000000002037,0.0}","'wedge229'","58 as bus_stop","1.0","604","4","6","0","1.036390781485402"
"230","123 as bus_stop","[1.0,1.0,0.8999999999999999,1.0]","[0.4935705084942445,0.512610320394616,0.6649288155975877,0.388119242584495]","57.5","0","{52.11499999999978,46.150000000001455,0.0}","'wedge230'","294 as bus_stop","1.0","376","5","5","0","0.512610320394616"
"231","226 as bus_stop","[1.0,1.0,1.0,0.1]","[1.272624986862939,1.6121955963383865,1.713149020777033,1.1502571996645794]","524.0","0","{22.514999999999418,35.33499999999913,0.0}","'wedge231'","397 as bus_stop","0.5","639","5","6","0","1.284861765582775"
"232","239 as bus_stop","[1.0,1.0,1.0,1.0]","[0.8050971189180882,1.071846164342756,1.3143452965469993,0.7832721970197063]","261.0","0","{50.35500000000047,5.344999999997526,0.0}","'wedge232'","394 as bus_stop","1.0","437","5","4","0","0.6789975701718813"
"233","79 as bus_stop","[1.0,1.0,1.0,1.0]","[0.10984506865598911,0.13913708696425292,0.20650872907325948,0.09812826133268358]","57.5","0","{55.45499999999993,29.955000000001746,0.0}","'wedge233'","139 as bus_stop","1.0","460","1","1","0","0.10252206407892318"
"234","214 as bus_stop","[1.0,1.0,1.0,0.2]","[0.14945717135713896,0.19494413655278994,0.19927622847618529,0.12346461981676696]","186.0","0","{21.849999999999454,17.850000000002183,0.0}","'wedge234'","51 as bus_stop","1.0","411","2","1","0","0.1516232173188366"
"235","284 as bus_stop","[1.0,1.0,1.0,1.0]","[0.46501174541485063,0.605331079118981,0.6591745443775426,0.43564258254654425]","79.5","0","{40.14500000000044,14.710000000002765,0.0}","'wedge235'","360 as bus_stop","1.0","475","5","5","0","0.5710670557726236"
"236","187 as bus_stop","[1.0,1.0,0.7,1.0]","[0.6104801255247211,0.7254584451302741,0.7856851839712778,0.542040649569035]","375.5","0","{64.43499999999949,31.580000000001746,0.0}","'wedge236'","184 as bus_stop","1.0","439","2","6","0","1.1497831960555287"
"237","368 as bus_stop","[1.0,1.0,1.0,1.0]","[0.04205738130431107,0.04666640939245474,0.0645263932340115,0.03456771066107759]","3.5","0","{52.36999999999989,54.63000000000102,0.0}","'wedge237'","108 as bus_stop","1.0","240","0","0","0","0.0"
"238","192 as bus_stop","[0.0,0.4,0.2,0.5]","[15.420563870537709,19.383232775541,21.68891379322085,14.094973560678959]","6416.0","2","{39.74499999999989,25.81000000000131,0.0}","'wedge238'","353 as bus_stop","1.0","858","34","43","0","21.22354698231299"
"239","83 as bus_stop","[1.0,1.0,1.0,1.0]","[0.5062078879913752,0.5936106887956413,0.5863271220619524,0.36782012005128706]","884.0","0","{64.3149999999996,52.650000000001455,0.0}","'wedge239'","20 as bus_stop","1.0","418","1","3","0","0.7647745070373293"
"240","402 as bus_stop","[0.8999999999999999,1.0,1.0,1.0]","[3.3380304418531517,3.9319131585018714,4.16127475941448,2.6253711818746863]","1257.5","0","{62.73999999999978,42.965000000000146,0.0}","'wedge240'","137 as bus_stop","1.0","967","11","11","0","3.153722012548376"
"241","237 as bus_stop","[1.0,0.0,0.9999999999999999,1.0]","[0.8288002251270682,0.9707354318766579,1.0873250659923919,0.7933164234396706]","298.0","0","{41.23499999999967,5.125,0.0}","'wedge241'","318 as bus_stop","1.0","655","7","7","0","1.241933059058909"
"242","109 as bus_stop","[1.0,1.0,0.9999999999999999,1.0]","[4.566547277035756,5.453205727010152,6.057978542599623,3.7260155672334396]","2464.0","1","{62.69499999999971,34.92499999999927,0.0}","'wedge242'","165 as bus_stop","1.0","926","9","19","0","6.816507158762689"
"243","36 as bus_stop","[1.0,0.5,0.0,1.0]","[0.16119104520518585,0.19049850796976503,0.20189585460043477,0.13513996719222648]","79.0","0","{68.26499999999942,24.2699999999968,0.0}","'wedge243'","37 as bus_stop","1.0","1611","1","3","0","0.34192039892009113"
"244","421 as bus_stop","[1.0,1.0,1.0,1.0]","[0.4962348220933093,0.5594257732212962,0.5650014453796479,0.39958983801521164]","117.5","0","{51.89500000000044,7.56000000000131,0.0}","'wedge244'","358 as bus_stop","1.0","869","4","6","0","0.7805941021692505"
"245","306 as bus_stop","[0.2,0.1,0.0,0.5]","[14.538303557481324,18.62824393413853,20.242869661954263,12.576733458399405]","5436.0","2","{30.664999999999964,28.669999999998254,0.0}","'wedge245'","206 as bus_stop","1.0","859","35","40","0","18.681619991256404"
"246","387 as bus_stop","[1.0,1.0,1.0,1.0]","[4.250560634614229,5.540909398693547,6.011892835176518,4.165169907579568]","1954.0","0","{30.514999999999418,39.94000000000233,0.0}","'wedge246'","334 as bus_stop","1.0","206","17","16","0","5.313200793267785"
"247","347 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00447285774380838,0.00557604065899666,0.00630539618823251,0.00405458933994553]","5217.5","2","{26.090000000000146,32.719999999997526,0.0}","'wedge247'","209 as bus_stop","0.5","5","24","28","4","0.00512378794731995"
"248","373 as bus_stop","[1.0,0.0,0.4,0.0]","[0.00132946584303308,0.00164889756843189,0.0018041143927454,0.00120799180661382]","3324.5","1","{60.48499999999967,18.2699999999968,0.0}","'wedge248'","30 as bus_stop","0.5","3","10","12","4","0.00188959612207748"
"249","251 as bus_stop","[0.09999999999999998,0.4,0.5999999999999999,0.7999999999999999]","[6.227818095981845,7.776964422765692,8.763920550313467,5.6468882234379]","4461.0","2","{55.00500000000011,36.75500000000102,0.0}","'wedge249'","404 as bus_stop","1.0","244","21","23","0","10.056958008556437"
"250","415 as bus_stop","[0.6999999999999998,0.0,0.7999999999999999,0.0]","[6.438691775017864,7.765052116990764,8.34438192153065,5.290195846719492]","2402.0","1","{61.73499999999967,20.43499999999767,0.0}","'wedge250'","365 as bus_stop","1.0","437","22","24","0","8.537491856377276"
"251","369 as bus_stop","[1.0,1.0,0.0,1.0]","[2.3643017248738545,2.5255041152061626,2.934710182972792,2.0418969442092387]","1292.5","0","{73.14499999999953,31.2400000000016,0.0}","'wedge251'","324 as bus_stop","1.0","442","9","10","0","2.8933762367337383"
"252","264 as bus_stop","[1.0,1.0,1.0,1.0]","[0.0237169590787864,0.00658505218234855,0.00219847013115623,0.0191709856486837]","55.0","0","{45.63000000000011,29.06000000000131,0.0}","'wedge252'","204 as bus_stop","1.0","9","4","2","0","0.20202833525224068"
"253","297 as bus_stop","[1.0,1.0,0.5,1.0]","[2.0744358719001266,2.4165790840560173,2.7802988951766934,1.7014689469374003]","536.0","0","{24.06500000000051,47.75,0.0}","'wedge253'","218 as bus_stop","1.0","556","9","11","0","2.3734258861264452"
"254","428 as bus_stop","[1.0,1.0,1.0,0.6999999999999998]","[0.022823766080431,0.01521584405362067,0.03803961013405167,0.01521584405362067]","298.5","0","{50.99499999999989,11.180000000000291,0.0}","'wedge254'","99 as bus_stop","1.0","457","1","0","0","0.0"
"255","381 as bus_stop","[1.0,0.5,1.0,0.3999999999999998]","[1.6868342966554386,1.8615226380566492,2.0580470221330107,1.5831130939484699]","2977.5","1","{22.970000000000255,34.49499999999898,0.0}","'wedge255'","88 as bus_stop","0.5","639","6","6","0","2.2927844808908873"
"256","168 as bus_stop","[1.0,1.0,1.0,0.2]","[1.3591497225391396,1.7827808048890013,2.07696905652085,1.238532539370082]","466.0","0","{50.73999999999978,14.385000000002037,0.0}","'wedge256'","428 as bus_stop","1.0","894","8","4","0","0.8237271045691754"
"257","19 as bus_stop","[1.0,1.0,1.0,1.0]","[0.00826345667095684,0.0,0.00826345667095684,0.0]","382.5","0","{64.71000000000004,52.794999999998254,0.0}","'wedge257'","164 as bus_stop","1.0","466","0","0","0","0.0"
"258","217 as bus_stop","[1.0,0.8999999999999999,0.7999999999999999,1.0]","[0.5238809941575939,0.6606906805299593,0.7541216858574281,0.4821707239221167]","85.0","0","{40.10500000000047,35.154999999998836,0.0}","'wedge258'","201 as bus_stop","1.0","375","4","9","0","1.0510988099340262"
"259","78 as bus_stop","[1.0,1.0,1.0,1.0]","[1.3274036775603184,1.8043351496485736,1.8376870008435562,1.2006666430193838]","679.0","0","{50.279999999999745,26.325000000000728,0.0}","'wedge259'","290 as bus_stop","1.0","733","7","6","0","1.4007777501892809"
"260","119 as bus_stop","[1.0,1.0,1.0,1.0]","[0.38040931853072646,0.5183355041968377,0.607320140110458,0.4026554775091315]","201.5","0","{27.86999999999989,46.42000000000189,0.0}","'wedge260'","405 as bus_stop","1.0","639","3","6","0","0.9343386770930122"
"261","353 as bus_stop","[0.5,0.7999999999999997,0.7999999999999999,0.7999999999999998]","[2.90514984228545,3.634377737919855,4.03427690649356,2.6522724268638425]","3722.5","1","{43.524999999999636,24.979999999999563,0.0}","'wedge261'","345 as bus_stop","1.0","733","10","7","0","2.8816263617811146"
"262","24 as bus_stop","[1.0,1.0,1.0,1.0]","[0.09914310303674294,0.11684722857901846,0.11967988866578254,0.08002264745108537]","6.5","0","{56.64000000000033,4.255000000001019,0.0}","'wedge262'","144 as bus_stop","1.0","645","1","2","0","0.09914310303674297"
"263","201 as bus_stop","[0.7,0.8999999999999999,1.0,1.0]","[0.4819342365253498,0.6414710872371897,0.7046210906439598,0.46863949896602963]","84.0","0","{41.30000000000018,39.00499999999738,0.0}","'wedge263'","386 as bus_stop","1.0","375","3","8","0","0.9306316291523996"
"264","311 as bus_stop","[1.0,1.0,1.0,1.0]","[1.6743918436003975,1.9933236233338067,1.9967902731135174,1.261860519814792]","762.5","0","{63.279999999999745,49.73500000000058,0.0}","'wedge264'","215 as bus_stop","1.0","549","8","7","0","1.6986583920583742"
"265","41 as bus_stop","[1.0,0.29999999999999993,1.0,1.0]","[0.25267224370339364,0.3163082161916558,0.35935607993371554,0.22085425745926268]","120.0","0","{61.475000000000364,26.989999999997963,0.0}","'wedge265'","272 as bus_stop","1.0","731","5","1","0","0.13101523747583377"
"266","12 as bus_stop","[0.7999999999999999,1.0,1.0,1.0]","[0.21763097328925676,0.28068293751324697,0.2806829375132471,0.19322376133158312]","154.0","0","{73.57499999999982,38.06999999999971,0.0}","'wedge266'","357 as bus_stop","1.0","931","0","2","0","0.2847508061728593"
"267","166 as bus_stop","[1.0,0.5,1.0,0.8999999999999998]","[1.5391350325925865,2.116967297388438,2.4006304091973107,1.3973034766881507]","2653.0","1","{21.125,29.159999999999854,0.0}","'wedge267'","310 as bus_stop","1.0","604","11","3","0","1.1031343237011713"
"268","407 as bus_stop","[1.0,1.0,1.0,1.0]","[0.5696750548611262,0.7579367682701679,0.7603817255871684,0.5232208658381159]","267.5","0","{47.125,25.764999999999418,0.0}","'wedge268'","126 as bus_stop","1.0","731","5","5","0","0.8557350609501896"
"269","125 as bus_stop","[1.0,1.0,1.0,1.0]","[0.2980045028422318,0.3504832832169643,0.3935908528104947,0.24552572246749907]","120.5","0","{54.05500000000029,3.984999999996944,0.0}","'wedge269'","210 as bus_stop","1.0","867","5","1","0","0.1311969509368316"
"270","26 as bus_stop","[1.0,1.0,1.0,0.8999999999999999]","[0.11401456849225439,0.13667584918636705,0.1416330043382042,0.08214714251615843]","6.5","0","{63.75500000000011,10.830000000001746,0.0}","'wedge270'","342 as bus_stop","1.0","282","3","3","0","0.14871465455511446"
"271","314 as bus_stop","[1.0,1.0,0.5,1.0]","[2.0339764079199636,2.4021442443683845,2.7280633126997733,1.6507197257154602]","503.0","0","{19.580000000000837,48.93499999999767,0.0}","'wedge271'","247 as bus_stop","1.0","560","6","12","0","2.5349260870219132"
"272","33 as bus_stop","[1.0,0.29999999999999993,0.5,1.0]","[0.09476060953107324,0.14832095404863638,0.10300066253377527,0.1236007950405303]","1280.0","0","{62.56999999999971,28.404999999998836,0.0}","'wedge272'","34 as bus_stop","1.0","418","0","3","0","0.8652055652837121"
"273","188 as bus_stop","[1.0,1.0,1.0,1.0]","[4.01597547914598,4.99181998809734,5.869141734125726,3.7391734309338163]","1890.0","0","{29.860000000000582,40.19499999999971,0.0}","'wedge273'","253 as bus_stop","1.0","206","17","14","0","4.597728936405445"
"274","77 as bus_stop","[0.7,0.8999999999999999,1.0,1.0]","[4.6300899326332345,5.722187231960857,6.532452970171674,4.091590342642196]","2333.0","1","{39.5049999999992,40.11000000000058,0.0}","'wedge274'","401 as bus_stop","1.0","244","19","23","0","8.102657382108163"
"275","167 as bus_stop","[1.0,1.0,0.6,0.9999999999999999]","[0.12610848191574098,0.13511623062400818,0.17500768918919155,0.10037205703497752]","39.0","0","{48.715000000000146,34.099999999998545,0.0}","'wedge275'","245 as bus_stop","1.0","486","1","0","0","0.0"
"276","129 as bus_stop","[0.0,0.9999999999999998,0.5999999999999999,0.30000000000000004]","[7.213501700778677,5.876981605760769,6.90397866911591,10.895454401692241]","6637.0","2","{56.909999999999854,34.50500000000102,0.0}","'wedge276'","251 as bus_stop","1.0","277","52","63","0","31.447965065194524"
"277","367 as bus_stop","[1.0,1.0,1.0,1.0]","[0.210162797595849,0.20533146891548465,0.25364475571912815,0.15460251777165904]","258.0","0","{78.13000000000011,55.79500000000189,0.0}","'wedge277'","265 as bus_stop","1.0","869","0","3","0","0.5072895114382563"
"278","73 as bus_stop","[1.0,1.0,1.0,1.0]","[0.15424991681184627,0.23333854335081167,0.24690009748249764,0.18706797081933918]","103.5","0","{18.30500000000029,32.27000000000044,0.0}","'wedge278'","16 as bus_stop","1.0","28","4","3","0","0.37413594163867836"
"279","405 as bus_stop","[1.0,1.0,1.0,1.0]","[0.621022452627951,0.7578579082917366,0.8315385382645446,0.6052337462052065]","333.5","0","{26.81500000000051,43.29500000000189,0.0}","'wedge279'","84 as bus_stop","1.0","639","2","8","0","1.4736125994561549"
"280","174 as bus_stop","[0.7999999999999999,0.49999999999999933,0.2,0.1]","[1.321087103851404,1.6332427064492043,1.8840820299652936,1.2318997888234613]","3170.0","1","{54.89500000000044,17.524999999997817,0.0}","'wedge280'","352 as bus_stop","1.0","858","3","2","0","0.7803890064945003"
"281","318 as bus_stop","[1.0,0.6,1.0,1.0]","[0.929746780377685,1.039579504433291,1.2490279549579342,0.8761075430482035]","305.0","0","{46.585000000000036,4.344999999997526,0.0}","'wedge281'","249 as bus_stop","1.0","655","8","6","0","1.0727847465896367"
"282","388 as bus_stop","[0.7,0.0,1.0,0.5]","[4.926936072418653,11.231471099646626,9.413205146017903,9.254906788120305]","4649.0","2","{22.775000000000546,29.25500000000102,0.0}","'wedge282'","310 as bus_stop","1.0","241","29","39","0","17.2893705425224"
"283","287 as bus_stop","[1.0,1.0,1.0,1.0]","[0.7763644348130927,0.8825771587940371,1.0014342546774746,0.6372763438856657]","296.0","0","{25.520000000000437,41.86999999999898,0.0}","'wedge283'","155 as bus_stop","1.0","639","5","3","0","0.5310636199047214"
"284","92 as bus_stop","[1.0,1.0,1.0,0.7]","[0.01960155572793106,0.04207163180629105,0.04398397870657701,0.02964137695443233]","2.0","0","{57.14000000000033,51.57999999999811,0.0}","'wedge284'","71 as bus_stop","1.0","372","1","2","0","0.0669321415100085"
"285","185 as bus_stop","[1.0,1.0,1.0,1.0]","[0.10867927461257725,0.12450635343965162,0.15088481815144222,0.09179705719703125]","21.5","0","{36.05500000000029,13.545000000001892,0.0}","'wedge285'","292 as bus_stop","0.5","376","1","3","0","0.22157910357904098"
"286","211 as bus_stop","[0.4999999999999998,0.49999999999999933,0.2,0.1]","[1.3309124077139776,1.705740800090567,1.5536365249232553,0.9452194242540085]","2934.0","1","{55.23000000000047,17.0,0.0}","'wedge286'","320 as bus_stop","1.0","861","4","2","0","0.7605213758365584"
"287","52 as bus_stop","[1.0,1.0,1.0,1.0]","[0.6560010130554763,0.835087343029078,0.8078350754243999,0.5158464939457011]","135.0","0","{47.38500000000022,16.830000000001746,0.0}","'wedge287'","61 as bus_stop","1.0","604","6","6","0","0.8175680281403563"
"288","50 as bus_stop","[1.0,1.0,1.0,0.29999999999999993]","[0.341845139389121,0.4187602957516733,0.39739497453985323,0.30125102908666285]","178.5","0","{22.73999999999978,17.364999999997963,0.0}","'wedge288'","274 as bus_stop","1.0","411","4","4","0","0.5982289939309617"
"289","39 as bus_stop","[1.0,0.7999999999999999,0.9999999999999999,1.0]","[1.2746676141079507,1.5174614453666078,1.6108436881583992,1.1252560256410848]","1863.0","0","{62.95499999999993,29.834999999999127,0.0}","'wedge289'","187 as bus_stop","1.0","439","2","6","0","1.9610270986276168"
"290","46 as bus_stop","[1.0,1.0,0.1,1.0]","[1.0712106995338166,1.4320395667452075,1.2910907904907578,0.7583044162489386]","410.0","0","{57.775000000000546,15.625,0.0}","'wedge290'","211 as bus_stop","1.0","1465","7","9","0","1.7759545808060644"
"291","257 as bus_stop","[1.0,1.0,1.0,0.1]","[0.2083980501923977,0.24986500915925233,0.29877475563297845,0.1658678358674186]","22.0","0","{57.965000000000146,48.70999999999913,0.0}","'wedge291'","385 as bus_stop","1.0","242","4","3","0","0.22328362520614042"
"292","116 as bus_stop","[1.0,1.0,1.0,0.7]","[0.06986564037550648,0.0921416416546535,0.08707891409121098,0.06075273076130997]","19.0","0","{57.98500000000058,48.98500000000058,0.0}","'wedge292'","385 as bus_stop","1.0","368","1","1","0","0.07087818588819497"
"293","145 as bus_stop","[0.6,0.9999999999999999,1.0,0.5]","[1.2072375799136132,1.41035101160524,1.4360977846365732,0.8811117881833956]","428.5","0","{66.14500000000044,48.6349999999984,0.0}","'wedge293'","311 as bus_stop","1.0","1015","6","6","0","1.2015160747955393"
"294","153 as bus_stop","[1.0,1.0,1.0,1.0]","[1.5914966777278583,1.7872027657083143,2.0604527753414037,1.4548716729113134]","921.5","0","{77.64000000000033,41.93500000000131,0.0}","'wedge294'","371 as bus_stop","1.0","408","6","10","0","2.5847973884211157"
"295","124 as bus_stop","[1.0,1.0,0.0,1.0]","[0.9223773279812483,0.8593371508890045,1.2176707890975473,0.7233030845320579]","668.5","0","{69.94000000000051,31.405000000002474,0.0}","'wedge295'","382 as bus_stop","1.0","437","2","8","0","1.8580262721924423"
"296","246 as bus_stop","[1.0,0.5,0.0,1.0]","[0.2878849308410033,0.31246047371767416,0.3721439349895894,0.26682017980385664]","792.0","0","{68.60000000000036,23.74499999999898,0.0}","'wedge296'","220 as bus_stop","1.0","152","0","3","0","0.73726628630013"
"297","246 as bus_stop","[1.0,0.5,0.0,1.0]","[0.00150472118860096,0.00183633036049643,0.00222855626273839,0.00169537618191594]","1655.0","0","{66.09000000000015,23.209999999999127,0.0}","'wedge297'","325 as bus_stop","1.0","4","16","11","4","0.00137279065784685"
"298","309 as bus_stop","[1.0,1.0,1.0,1.0]","[0.2683534993937429,0.2743614135592744,0.3084062604972865,0.20827435773842726]","147.0","0","{40.649999999999636,15.235000000000582,0.0}","'wedge298'","308 as bus_stop","1.0","486","1","1","0","0.14018466386240297"
"299","411 as bus_stop","[1.0,1.0,1.0,1.0]","[4.170614791265589,5.20855059904662,5.822202090875441,3.8969771692142268]","1922.0","0","{32.284999999999854,44.82500000000073,0.0}","'wedge299'","151 as bus_stop","1.0","206","19","16","0","5.2840368396125115"
"300","416 as bus_stop","[0.09999999999999998,0.4,0.0,0.5]","[14.438046039560353,18.304550789704447,19.90288294199386,12.395364284767252]","5339.0","2","{35.210000000000036,27.784999999999854,0.0}","'wedge300'","306 as bus_stop","1.0","859","35","39","0","18.105588281120706"
"301","373 as bus_stop","[0.6,0.0,0.4,0.0]","[7.631665857398426,9.359706232844806,10.368242252678282,6.727673205474519]","4256.5","1","{60.125,18.389999999999418,0.0}","'wedge301'","148 as bus_stop","1.0","439","16","29","0","12.483708050377764"
"302","97 as bus_stop","[1.0,1.0,1.0,0.7999999999999999]","[1.7054451634495151,1.8453958161753339,2.229446444585721,1.3506865321212769]","631.0","0","{50.23999999999978,14.784999999999854,0.0}","'wedge302'","178 as bus_stop","1.0","902","10","7","0","1.5947865078058445"
"303","230 as bus_stop","[1.0,1.0,1.0,1.0]","[0.15133173880142095,0.23089791074855973,0.29018250945427104,0.19033476426570461]","69.5","0","{52.89000000000033,28.18999999999869,0.0}","'wedge303'","213 as bus_stop","1.0","457","6","1","0","0.1092084712999945"
"304","200 as bus_stop","[1.0,1.0,1.0,0.7]","[1.0113485413607473,1.1393673440646392,1.3281950780528804,0.8609264481836741]","600.0","0","{77.15500000000065,51.215000000000146,0.0}","'wedge304'","367 as bus_stop","1.0","1274","3","6","0","1.3441974283908666"
"305","422 as bus_stop","[0.7999999999999999,1.0,1.0,1.0]","[3.036712382917247,3.363280958088816,4.1665645797752076,2.4849241007307996]","968.0","0","{76.02499999999964,34.279999999998836,0.0}","'wedge305'","275 as bus_stop","1.0","411","10","20","0","5.255126497013776"
"306","386 as bus_stop","[0.7,0.8999999999999999,1.0,1.0]","[0.43508178327518526,0.5697108633829784,0.6222490409860194,0.421947238874425]","81.0","0","{42.539999999999964,43.01499999999942,0.0}","'wedge306'","327 as bus_stop","1.0","375","1","6","0","0.6895635810399161"
