0.3941,0.0579,0.0724,0.0724,0.0579,0.7236
0.4926,0.1085,0.1085,0.1085,0.0014,0.7236
0.0246,0.0217,0.0072,0.0072,0.0362,0.7236
0.0246,0.0007,0.0072,0.0036,0.0724,0.7236
0.0099,0.4342,0.0014,0.0007,0.0007,0.7236
0.0246,0.0007,0.0072,0.0036,0.0724,0.7236
0.0049,0.3618,0.0007,0.0014,0.0007,0.7236
0.0246,0.0145,0.0341,0.0353,0.1932,0.125
0.3941,0.1085,0.0724,0.0579,0.0362,0.7236
